jornada,jugador_id,ventana,menciones,sent_positivo,sent_negativo,sent_neutro,titular,minutos,goles,asistencias,tarjetas,valoracion,pct_positivo
23,J08,Post,135,41,56,38,1,90,0,0,0,5.88,0.3037037037037037
23,J09,Post,347,81,115,151,1,71,0,0,0,5.78,0.2334293948126801
23,J11,Post,234,33,112,89,0,18,0,0,0,4.23,0.14102564102564102
23,J12,Post,331,93,113,125,1,87,0,0,0,5.95,0.2809667673716012
23,J14,Post,72,13,23,36,1,90,0,0,1,4.77,0.18055555555555555
23,J19,Post,264,73,96,95,0,8,0,0,0,5.5,0.2765151515151515
23,J20,Post,368,75,132,161,1,90,0,0,0,5.47,0.20380434782608695
23,J21,Post,447,35,221,191,1,76,0,0,0,4.47,0.07829977628635347
23,J22,Post,720,245,273,202,1,77,0,1,0,5.46,0.3402777777777778
23,J23,Post,560,149,225,186,1,76,0,1,0,4.69,0.26607142857142857
23,J25,Post,331,93,134,104,0,11,0,0,0,5.08,0.2809667673716012
24,J02,Post,459,228,135,96,1,75,0,0,0,5.64,0.49673202614379086
24,J03,Post,390,259,75,56,1,68,0,0,1,6.26,0.6641025641025641
24,J04,Post,671,381,102,188,0,29,0,0,0,5.13,0.5678092399403875
24,J05,Post,472,303,89,80,0,14,0,0,0,6.46,0.6419491525423728
24,J07,Post,536,334,95,107,1,81,0,0,0,6.32,0.6231343283582089
24,J08,Post,218,129,47,42,0,19,0,0,0,5.45,0.591743119266055
24,J10,Post,220,146,27,47,1,82,0,0,0,5.03,0.6636363636363637
24,J11,Post,390,224,62,104,1,83,0,0,0,5.35,0.5743589743589743
24,J12,Post,311,148,85,78,1,70,0,0,0,3.87,0.4758842443729904
24,J16,Post,237,159,42,36,1,90,0,0,1,5.05,0.6708860759493671
24,J18,Post,1109,915,76,118,1,90,1,0,0,6.0,0.8250676284941388
24,J21,Post,683,413,122,148,1,88,0,0,1,5.65,0.6046852122986823
24,J22,Post,762,511,101,150,1,80,0,0,0,6.2,0.6706036745406824
24,J23,Post,461,253,80,128,0,45,0,0,0,4.67,0.5488069414316703
24,J24,Post,1089,854,117,118,1,90,1,0,0,6.3,0.7842056932966024
24,J25,Post,572,364,113,95,0,23,0,0,1,5.9,0.6363636363636364
25,J01,Post,174,88,39,47,0,26,0,0,1,4.81,0.5057471264367817
25,J03,Post,353,218,58,77,1,90,0,0,0,5.13,0.6175637393767706
25,J05,Post,389,208,93,88,1,78,0,0,0,4.92,0.5347043701799485
25,J07,Post,610,449,57,104,0,42,0,1,0,6.24,0.7360655737704918
25,J08,Post,184,99,41,44,1,86,0,0,0,5.03,0.5380434782608695
25,J11,Post,271,133,77,61,1,81,0,0,0,4.48,0.4907749077490775
25,J12,Post,528,345,68,115,0,17,0,0,0,6.54,0.6534090909090909
25,J15,Post,168,106,24,38,0,23,0,0,1,6.33,0.6309523809523809
25,J16,Post,243,136,60,47,1,85,0,0,0,5.87,0.5596707818930041
25,J17,Post,410,303,45,62,1,83,0,0,1,6.13,0.7390243902439024
25,J20,Post,823,585,113,125,1,90,1,0,0,4.96,0.7108140947752126
25,J21,Post,613,376,133,104,0,23,0,0,0,5.17,0.6133768352365416
25,J22,Post,536,313,116,107,1,78,0,0,0,4.86,0.5839552238805971
25,J23,Post,1256,1065,102,89,1,87,1,0,0,6.72,0.8479299363057324
25,J24,Post,698,468,83,147,1,74,0,0,0,5.83,0.670487106017192
25,J25,Post,529,319,90,120,1,72,0,0,1,5.7,0.6030245746691871
26,J03,Post,310,81,126,103,0,21,0,0,0,6.46,0.26129032258064516
26,J04,Post,416,73,179,164,1,85,0,0,0,5.79,0.17548076923076922
26,J06,Post,304,77,87,140,1,74,0,1,1,6.21,0.2532894736842105
26,J08,Post,197,55,60,82,1,59,0,0,0,6.45,0.27918781725888325
26,J09,Post,418,148,129,141,0,28,0,0,0,5.95,0.35406698564593303
26,J12,Post,298,63,110,125,1,90,0,0,0,5.66,0.21140939597315436
26,J13,Post,259,97,91,71,1,87,0,0,0,5.54,0.3745173745173745
26,J14,Post,73,23,24,26,0,24,0,0,0,5.5,0.3150684931506849
26,J16,Post,229,56,85,88,0,26,0,0,0,6.07,0.2445414847161572
26,J18,Post,495,175,125,195,1,88,0,0,0,6.51,0.35353535353535354
26,J19,Post,257,65,97,95,1,65,0,0,0,5.79,0.2529182879377432
26,J20,Post,473,184,134,155,0,10,0,0,0,6.8,0.3890063424947146
26,J21,Post,261,21,97,143,1,66,0,0,0,4.66,0.08045977011494253
26,J22,Post,318,88,133,97,1,71,0,0,0,4.88,0.27672955974842767
26,J23,Post,448,132,160,156,1,80,0,0,1,5.55,0.29464285714285715
26,J24,Post,739,282,205,252,1,79,0,1,0,6.96,0.38159675236806495
27,J01,Post,159,71,50,38,1,90,0,0,0,6.17,0.44654088050314467
27,J02,Post,454,242,95,117,0,29,0,0,0,6.82,0.5330396475770925
27,J04,Post,611,296,111,204,1,87,0,0,0,6.68,0.4844517184942717
27,J06,Post,304,161,81,62,0,30,0,0,1,6.83,0.5296052631578947
27,J07,Post,484,284,93,107,1,74,0,1,1,5.59,0.5867768595041323
27,J08,Post,188,99,43,46,0,14,0,0,0,6.73,0.526595744680851
27,J11,Post,500,273,134,93,1,90,0,1,0,6.04,0.546
27,J12,Post,684,395,131,158,1,90,1,0,0,6.09,0.577485380116959
27,J14,Post,91,39,18,34,1,60,0,0,0,4.85,0.42857142857142855
27,J15,Post,109,51,21,37,1,90,0,0,0,5.55,0.46788990825688076
27,J16,Post,119,51,30,38,1,86,0,0,0,4.71,0.42857142857142855
27,J17,Post,291,151,54,86,1,70,0,0,0,6.88,0.5189003436426117
27,J18,Post,767,448,166,153,1,83,0,1,0,6.93,0.5840938722294654
27,J19,Post,332,145,108,79,0,20,0,0,0,5.58,0.4367469879518072
27,J21,Post,501,225,106,170,1,73,0,0,0,5.55,0.4491017964071856
27,J22,Post,432,196,116,120,0,26,0,0,0,5.85,0.4537037037037037
28,J01,Post,166,94,31,41,1,69,0,0,0,6.12,0.5662650602409639
28,J03,Post,330,166,61,103,1,85,0,0,0,6.02,0.503030303030303
28,J04,Post,406,155,127,124,0,13,0,0,0,4.27,0.3817733990147783
28,J05,Post,455,255,71,129,0,30,0,0,0,6.07,0.5604395604395604
28,J07,Post,336,174,77,85,1,82,0,0,0,6.06,0.5178571428571429
28,J09,Post,311,123,112,76,1,79,0,0,0,5.22,0.3954983922829582
28,J10,Post,159,71,35,53,1,90,0,0,0,5.53,0.44654088050314467
28,J11,Post,257,119,74,64,1,77,0,0,1,4.35,0.46303501945525294
28,J12,Post,435,207,113,115,1,82,0,0,0,5.69,0.47586206896551725
28,J15,Post,121,52,37,32,0,26,0,0,0,5.36,0.4297520661157025
28,J16,Post,113,53,24,36,1,90,0,0,0,5.17,0.4690265486725664
28,J18,Post,665,351,177,137,1,82,0,1,0,4.78,0.5278195488721804
28,J20,Post,302,144,68,90,1,72,0,0,0,5.98,0.4768211920529801
28,J21,Post,489,218,149,122,0,45,0,0,1,5.46,0.4458077709611452
28,J22,Post,538,285,106,147,1,74,0,0,0,6.25,0.5297397769516728
28,J25,Post,380,163,108,109,0,18,0,0,0,4.99,0.42894736842105263
29,J01,Post,191,60,58,73,1,90,0,1,0,5.49,0.31413612565445026
29,J02,Post,405,121,120,164,0,17,0,0,1,6.58,0.29876543209876544
29,J07,Post,282,82,76,124,1,82,0,0,0,5.42,0.2907801418439716
29,J08,Post,155,40,67,48,1,90,0,0,0,5.79,0.25806451612903225
29,J09,Post,299,110,79,110,0,17,0,0,0,6.2,0.36789297658862874
29,J11,Post,334,122,94,118,0,44,0,0,0,5.64,0.3652694610778443
29,J12,Post,297,44,93,160,0,45,0,0,0,4.47,0.14814814814814814
29,J13,Post,612,227,188,197,1,86,1,0,0,5.7,0.3709150326797386
29,J14,Post,84,14,27,43,1,60,0,0,0,5.28,0.16666666666666666
29,J16,Post,186,56,76,54,1,83,0,0,1,5.89,0.3010752688172043
29,J17,Post,286,62,105,119,1,80,0,0,0,5.85,0.21678321678321677
29,J18,Post,400,84,172,144,1,89,0,0,1,4.52,0.21
29,J19,Post,237,57,76,104,0,45,0,0,0,5.31,0.24050632911392406
29,J21,Post,542,128,203,211,1,83,0,0,0,5.66,0.23616236162361623
29,J22,Post,352,89,104,159,1,79,0,0,1,4.55,0.2528409090909091
29,J24,Post,496,136,154,206,1,80,0,0,0,6.1,0.27419354838709675
30,J01,Post,155,29,71,55,1,77,0,0,0,5.96,0.1870967741935484
30,J02,Post,483,169,159,155,1,60,0,1,0,6.28,0.3498964803312629
30,J03,Post,252,65,73,114,1,89,0,0,0,5.26,0.25793650793650796
30,J04,Post,574,160,167,247,0,22,0,0,0,6.18,0.2787456445993031
30,J05,Post,291,52,124,115,0,7,0,0,0,5.0,0.17869415807560138
30,J06,Post,198,55,63,80,1,90,0,0,0,5.69,0.2777777777777778
30,J07,Post,389,112,150,127,1,83,0,0,0,6.71,0.2879177377892031
30,J09,Post,433,110,160,163,1,90,0,0,0,5.43,0.2540415704387991
30,J10,Post,169,46,64,59,1,62,0,0,0,5.72,0.27218934911242604
30,J12,Post,322,82,112,128,1,63,0,0,0,5.1,0.2546583850931677
30,J13,Post,498,187,123,188,1,90,0,1,0,5.5,0.3755020080321285
30,J14,Post,58,12,19,27,1,83,0,0,0,4.78,0.20689655172413793
30,J19,Post,314,84,90,140,0,21,0,0,0,6.21,0.267515923566879
30,J21,Post,391,88,151,152,1,64,0,0,0,5.47,0.22506393861892582
30,J23,Post,1036,495,231,310,0,45,1,0,0,6.59,0.4777992277992278
30,J24,Post,561,156,171,234,0,33,0,0,0,6.18,0.27807486631016043
31,J01,Post,122,63,24,35,1,70,0,0,0,4.07,0.5163934426229508
31,J03,Post,510,368,80,62,1,90,0,1,0,5.96,0.7215686274509804
31,J06,Post,289,146,74,69,1,90,0,0,1,4.95,0.5051903114186851
31,J07,Post,684,423,113,148,1,87,1,0,0,6.04,0.618421052631579
31,J08,Post,211,127,38,46,0,11,0,0,0,5.62,0.6018957345971564
31,J09,Post,501,289,111,101,1,86,0,0,0,5.77,0.5768463073852296
31,J10,Post,221,132,40,49,1,71,0,0,0,5.18,0.5972850678733032
31,J14,Post,121,77,22,22,1,77,0,0,0,5.86,0.6363636363636364
31,J16,Post,245,154,53,38,1,85,0,1,1,4.95,0.6285714285714286
31,J17,Post,296,199,39,58,0,14,0,0,0,5.76,0.6722972972972973
31,J19,Post,422,246,64,112,1,75,0,0,0,5.69,0.5829383886255924
31,J21,Post,697,467,100,130,0,30,0,0,0,5.61,0.6700143472022956
31,J22,Post,607,384,118,105,0,37,0,0,0,4.73,0.6326194398682042
31,J23,Post,493,280,77,136,1,76,0,0,0,4.35,0.5679513184584178
31,J24,Post,582,367,79,136,0,26,0,0,0,5.39,0.6305841924398625
31,J25,Post,494,377,67,50,1,90,0,0,0,6.0,0.7631578947368421
32,J02,Post,362,124,111,127,1,90,0,0,0,6.4,0.3425414364640884
32,J03,Post,274,51,91,132,0,20,0,0,0,5.56,0.18613138686131386
32,J04,Post,378,105,161,112,1,73,0,0,0,5.48,0.2777777777777778
32,J09,Post,483,213,156,114,1,73,0,1,0,6.44,0.4409937888198758
32,J10,Post,164,30,53,81,0,33,0,0,0,4.96,0.18292682926829268
32,J11,Post,369,78,171,120,0,7,0,0,1,5.64,0.21138211382113822
32,J12,Post,394,142,99,153,1,84,0,0,0,6.21,0.3604060913705584
32,J14,Post,111,30,29,52,1,78,0,0,0,6.33,0.2702702702702703
32,J16,Post,189,21,83,85,0,37,0,0,0,5.85,0.1111111111111111
32,J17,Post,186,30,76,80,1,90,0,0,0,4.87,0.16129032258064516
32,J18,Post,325,44,122,159,1,83,0,0,0,5.36,0.13538461538461538
32,J19,Post,337,100,90,147,1,72,0,0,0,6.38,0.29673590504451036
32,J22,Post,480,132,137,211,1,90,0,0,0,5.22,0.275
32,J23,Post,440,122,123,195,1,70,0,0,0,4.83,0.2772727272727273
32,J24,Post,489,136,169,184,1,87,0,0,0,5.69,0.278118609406953
32,J25,Post,180,24,90,66,0,7,0,0,1,3.07,0.13333333333333333
33,J03,Post,562,396,74,92,1,86,0,1,0,6.99,0.7046263345195729
33,J04,Post,574,357,101,116,0,25,0,0,1,5.39,0.6219512195121951
33,J05,Post,535,316,99,120,0,16,0,0,0,5.74,0.5906542056074766
33,J06,Post,346,247,54,45,1,70,0,0,0,6.83,0.7138728323699421
33,J09,Post,460,248,125,87,0,41,0,0,0,5.66,0.5391304347826087
33,J10,Post,279,179,36,64,1,74,0,0,0,5.31,0.6415770609318996
33,J12,Post,454,227,134,93,1,79,0,0,0,5.57,0.5
33,J14,Post,235,196,20,19,1,84,1,0,0,7.42,0.8340425531914893
33,J15,Post,170,116,19,35,1,87,0,0,0,5.53,0.6823529411764706
33,J16,Post,450,391,26,33,1,84,1,0,0,7.47,0.8688888888888889
33,J18,Post,1305,1185,46,74,1,81,1,0,0,6.67,0.9080459770114943
33,J19,Post,384,251,48,85,1,86,0,0,1,5.78,0.6536458333333334
33,J20,Post,468,271,81,116,0,41,0,0,0,5.6,0.5790598290598291
33,J21,Post,756,540,99,117,1,78,0,0,0,6.61,0.7142857142857143
33,J24,Post,591,349,126,116,1,83,0,0,0,5.89,0.5905245346869712
33,J25,Post,498,350,85,63,0,16,0,0,0,6.75,0.7028112449799196
34,J01,Post,109,22,32,55,0,32,0,0,0,4.91,0.2018348623853211
34,J03,Post,240,86,56,98,1,81,0,0,0,5.72,0.35833333333333334
34,J04,Post,367,79,103,185,1,72,0,0,0,5.52,0.21525885558583105
34,J05,Post,477,175,174,128,1,74,0,1,0,6.63,0.3668763102725367
34,J06,Post,170,46,51,73,1,89,0,0,1,5.94,0.27058823529411763
34,J07,Post,322,114,123,85,0,38,0,0,0,5.88,0.35403726708074534
34,J08,Post,152,49,56,47,0,1,0,0,1,6.11,0.3223684210526316
34,J09,Post,390,130,153,107,0,7,0,0,0,6.93,0.3333333333333333
34,J11,Post,302,83,113,106,1,79,0,0,0,5.24,0.27483443708609273
34,J14,Post,83,17,25,41,1,90,0,0,0,5.23,0.20481927710843373
34,J15,Post,79,20,23,36,1,90,0,0,0,4.42,0.25316455696202533
34,J17,Post,260,67,75,118,0,13,0,0,0,5.7,0.25769230769230766
34,J22,Post,608,151,165,292,1,75,0,0,0,6.06,0.24835526315789475
34,J23,Post,522,119,229,174,1,69,0,0,0,5.2,0.22796934865900384
34,J24,Post,928,435,269,224,1,90,1,0,0,6.99,0.46875
34,J25,Post,846,444,204,198,1,87,1,0,0,7.79,0.524822695035461
35,J01,Post,198,89,43,66,1,85,0,0,0,6.13,0.4494949494949495
35,J03,Post,361,181,67,113,0,7,0,0,0,6.14,0.5013850415512465
35,J04,Post,335,180,66,89,1,71,0,0,0,5.29,0.5373134328358209
35,J06,Post,286,124,82,80,0,4,0,0,0,6.28,0.43356643356643354
35,J08,Post,152,64,44,44,0,17,0,0,1,5.51,0.42105263157894735
35,J09,Post,431,212,104,115,1,90,0,0,0,6.43,0.4918793503480278
35,J10,Post,220,122,53,45,0,7,0,0,1,5.66,0.5545454545454546
35,J11,Post,238,97,75,66,0,45,0,0,0,4.84,0.40756302521008403
35,J12,Post,294,153,62,79,1,81,0,0,0,5.46,0.5204081632653061
35,J13,Post,345,191,58,96,1,90,0,0,0,5.77,0.553623188405797
35,J16,Post,158,69,41,48,1,73,0,0,0,5.4,0.43670886075949367
35,J17,Post,488,303,83,102,1,80,0,1,0,7.11,0.6209016393442623
35,J19,Post,242,125,50,67,1,83,0,0,1,5.07,0.5165289256198347
35,J23,Post,516,251,143,122,1,76,0,0,0,5.48,0.48643410852713176
35,J24,Post,564,226,199,139,1,72,0,0,0,5.94,0.40070921985815605
35,J25,Post,833,558,149,126,1,69,1,0,0,7.23,0.6698679471788715
36,J01,Post,142,67,29,46,1,74,0,0,0,5.67,0.47183098591549294
36,J03,Post,254,135,69,50,1,80,0,0,0,5.66,0.531496062992126
36,J04,Post,1007,627,136,244,0,41,1,0,0,6.34,0.6226415094339622
36,J05,Post,507,252,135,120,1,88,0,1,1,5.88,0.4970414201183432
36,J06,Post,182,80,59,43,0,28,0,0,0,5.04,0.43956043956043955
36,J07,Post,341,181,67,93,0,23,0,0,0,5.1,0.530791788856305
36,J11,Post,233,95,73,65,1,74,0,0,1,4.55,0.40772532188841204
36,J12,Post,336,153,64,119,1,81,0,0,1,5.9,0.45535714285714285
36,J13,Post,283,134,65,84,1,80,0,0,0,5.47,0.4734982332155477
36,J17,Post,185,57,49,79,0,4,0,0,0,4.33,0.3081081081081081
36,J18,Post,667,341,141,185,1,90,0,0,0,5.93,0.5112443778110944
36,J20,Post,455,180,155,120,0,27,0,0,0,5.79,0.3956043956043956
36,J21,Post,466,203,132,131,1,77,0,0,0,5.76,0.4356223175965665
36,J22,Post,574,242,160,172,1,90,0,0,0,6.02,0.42160278745644597
36,J23,Post,350,177,99,74,1,88,0,0,0,5.11,0.5057142857142857
36,J25,Post,477,280,87,110,1,85,0,0,0,6.76,0.5870020964360587
37,J01,Post,120,47,40,33,0,13,0,0,0,4.77,0.39166666666666666
37,J04,Post,422,180,103,139,1,58,0,0,0,5.77,0.4265402843601896
37,J05,Post,362,189,82,91,0,5,0,0,1,5.97,0.5220994475138122
37,J09,Post,425,257,70,98,1,90,0,0,0,7.15,0.6047058823529412
37,J10,Post,211,106,45,60,1,77,0,0,0,6.36,0.5023696682464455
37,J12,Post,358,172,86,100,0,10,0,0,0,5.91,0.48044692737430167
37,J13,Post,435,188,117,130,1,79,0,0,1,6.1,0.432183908045977
37,J14,Post,95,43,28,24,1,90,0,0,0,5.2,0.45263157894736844
37,J15,Post,134,72,22,40,1,76,0,0,1,6.33,0.5373134328358209
37,J16,Post,187,83,43,61,1,84,0,0,0,5.76,0.44385026737967914
37,J17,Post,292,118,64,110,1,76,0,0,1,5.93,0.4041095890410959
37,J19,Post,364,230,62,72,1,59,0,0,0,6.16,0.6318681318681318
37,J20,Post,403,209,99,95,0,33,0,0,0,6.44,0.5186104218362283
37,J23,Post,514,256,145,113,1,85,0,0,1,5.79,0.4980544747081712
37,J24,Post,447,180,150,117,1,73,0,0,0,5.36,0.40268456375838924
37,J25,Post,417,182,90,145,0,1,0,0,0,6.09,0.4364508393285372
38,J02,Post,480,262,126,92,0,27,0,0,0,6.41,0.5458333333333333
38,J03,Post,241,110,63,68,1,67,0,0,0,5.39,0.45643153526970953
38,J04,Post,545,232,168,145,0,18,0,0,0,6.43,0.42568807339449544
38,J05,Post,395,195,100,100,1,79,0,0,0,5.86,0.4936708860759494
38,J06,Post,260,138,57,65,1,83,0,0,0,6.09,0.5307692307692308
38,J07,Post,417,218,89,110,0,24,0,0,1,6.52,0.5227817745803357
38,J09,Post,404,220,80,104,0,14,0,0,0,6.74,0.5445544554455446
38,J11,Post,430,233,77,120,0,24,0,0,0,6.62,0.541860465116279
38,J12,Post,389,221,69,99,1,82,0,0,0,6.95,0.5681233933161953
38,J13,Post,375,199,79,97,1,66,0,0,0,6.55,0.5306666666666666
38,J14,Post,110,42,31,37,1,60,0,0,0,5.86,0.38181818181818183
38,J20,Post,604,236,152,216,1,90,0,0,1,6.41,0.39072847682119205
38,J21,Post,677,381,108,188,1,85,0,0,0,6.42,0.5627769571639586
38,J22,Post,574,273,164,137,1,79,0,0,0,6.97,0.47560975609756095
38,J23,Post,678,393,135,150,1,74,0,0,1,7.24,0.5796460176991151
38,J25,Post,439,218,95,126,1,86,0,0,0,5.93,0.49658314350797267
39,J01,Post,205,124,46,35,0,7,0,0,1,5.79,0.6048780487804878
39,J02,Post,432,291,54,87,0,13,0,0,0,5.98,0.6736111111111112
39,J04,Post,520,276,125,119,1,78,0,0,0,4.6,0.5307692307692308
39,J06,Post,286,189,43,54,1,90,0,0,0,5.94,0.6608391608391608
39,J07,Post,521,373,62,86,0,11,0,0,1,6.98,0.7159309021113244
39,J08,Post,254,161,43,50,1,73,0,0,0,6.65,0.6338582677165354
39,J09,Post,461,262,102,97,1,82,0,0,0,5.74,0.5683297180043384
39,J10,Post,224,134,49,41,1,90,0,0,0,5.85,0.5982142857142857
39,J14,Post,110,64,24,22,1,90,0,0,0,5.29,0.5818181818181818
39,J15,Post,194,133,23,38,1,84,0,0,0,6.89,0.6855670103092784
39,J18,Post,984,727,152,105,1,85,0,1,0,6.83,0.7388211382113821
39,J19,Post,438,284,91,63,1,78,0,0,1,6.55,0.6484018264840182
39,J21,Post,790,539,108,143,0,16,0,0,1,6.75,0.6822784810126582
39,J22,Post,1327,1159,86,82,1,72,1,0,0,8.18,0.8733986435568952
39,J23,Post,606,333,159,114,1,74,0,0,0,5.9,0.5495049504950495
39,J24,Post,847,523,168,156,0,39,0,1,1,5.84,0.6174734356552538
40,J03,Post,396,133,149,114,0,45,0,1,0,5.91,0.33585858585858586
40,J04,Post,737,254,271,212,1,90,0,0,0,7.82,0.344640434192673
40,J06,Post,236,95,63,78,1,82,0,0,0,6.67,0.4025423728813559
40,J08,Post,131,28,60,43,1,73,0,0,0,5.55,0.21374045801526717
40,J09,Post,420,156,137,127,1,87,0,0,1,6.44,0.37142857142857144
40,J10,Post,135,39,34,62,0,26,0,0,0,5.34,0.28888888888888886
40,J11,Post,219,55,58,106,1,81,0,0,0,4.89,0.2511415525114155
40,J12,Post,415,142,103,170,1,81,0,0,0,6.01,0.3421686746987952
40,J14,Post,63,12,27,24,1,81,0,0,0,4.66,0.19047619047619047
40,J16,Post,187,53,70,64,0,2,0,0,0,5.79,0.28342245989304815
40,J17,Post,277,59,106,112,1,81,0,0,0,5.71,0.21299638989169675
40,J18,Post,673,251,210,212,1,90,0,1,0,6.04,0.37295690936106984
40,J19,Post,437,189,113,135,0,45,0,1,0,6.58,0.43249427917620137
40,J20,Post,383,84,178,121,0,45,0,0,0,6.05,0.2193211488250653
40,J21,Post,465,132,178,155,1,72,0,0,1,5.86,0.2838709677419355
40,J22,Post,275,67,76,132,1,85,0,0,0,4.71,0.24363636363636362
41,J02,Post,361,179,96,86,1,83,0,0,0,6.03,0.49584487534626037
41,J03,Post,289,126,59,104,0,27,0,0,0,5.41,0.4359861591695502
41,J04,Post,523,339,93,91,1,87,0,0,0,7.1,0.6481835564053537
41,J06,Post,284,162,53,69,0,22,0,0,0,6.06,0.5704225352112676
41,J07,Post,420,265,78,77,1,66,0,0,0,7.27,0.6309523809523809
41,J08,Post,166,77,48,41,0,19,0,0,1,5.68,0.463855421686747
41,J09,Post,308,148,61,99,1,79,0,0,1,5.32,0.4805194805194805
41,J12,Post,424,236,101,87,0,45,0,0,0,6.03,0.5566037735849056
41,J14,Post,101,54,22,25,1,88,0,0,0,6.47,0.5346534653465347
41,J15,Post,130,63,35,32,1,90,0,0,0,6.36,0.4846153846153846
41,J17,Post,240,116,71,53,0,33,0,0,1,5.35,0.48333333333333334
41,J18,Post,685,387,148,150,1,73,0,0,0,6.22,0.564963503649635
41,J20,Post,356,141,82,133,1,81,0,0,0,5.45,0.3960674157303371
41,J22,Post,605,275,116,214,1,82,0,0,0,6.47,0.45454545454545453
41,J23,Post,413,183,113,117,1,90,0,0,0,5.47,0.4430992736077482
41,J25,Post,649,426,105,118,1,90,0,1,0,6.77,0.6563944530046225
42,J01,Post,193,96,49,48,1,90,0,0,0,6.49,0.49740932642487046
42,J03,Post,357,156,112,89,1,73,0,0,1,5.81,0.4369747899159664
42,J04,Post,570,399,102,69,0,24,0,0,0,7.3,0.7
42,J07,Post,393,140,142,111,0,25,0,0,0,6.43,0.356234096692112
42,J09,Post,483,196,121,166,1,78,0,0,0,6.52,0.4057971014492754
42,J10,Post,186,93,40,53,1,90,0,0,0,5.25,0.5
42,J11,Post,333,156,101,76,0,20,0,0,0,6.84,0.46846846846846846
42,J12,Post,348,186,65,97,1,90,0,0,0,6.47,0.5344827586206896
42,J14,Post,100,51,16,33,1,90,0,0,0,6.02,0.51
42,J15,Post,143,72,26,45,0,44,0,0,0,6.21,0.5034965034965035
42,J16,Post,202,79,64,59,1,90,0,0,1,5.38,0.3910891089108911
42,J17,Post,322,132,67,123,1,75,0,0,0,5.98,0.40993788819875776
42,J22,Post,630,369,138,123,1,90,0,0,0,7.21,0.5857142857142857
42,J23,Post,605,304,109,192,1,90,0,0,1,6.23,0.5024793388429752
42,J24,Post,1189,862,129,198,1,58,1,0,1,7.49,0.7249789739276703
42,J25,Post,452,224,132,96,0,32,0,0,0,6.6,0.49557522123893805
