fecha_id,fecha,anio,mes_num,mes,anio_mes,dia_semana_num,dia_semana,semana_iso,trimestre,es_dia_partido,ventana_partido
20250424,2025-04-24,2025,4,Abril,2025-04,4,Jueves,17,T2,0,Previa (D-3 a D-1)
20250425,2025-04-25,2025,4,Abril,2025-04,5,Viernes,17,T2,0,Previa (D-3 a D-1)
20250426,2025-04-26,2025,4,Abril,2025-04,6,Sábado,17,T2,1,Día de partido
20250427,2025-04-27,2025,4,Abril,2025-04,7,Domingo,17,T2,0,Post (D+1 a D+3)
20250428,2025-04-28,2025,4,Abril,2025-04,1,Lunes,18,T2,0,Post (D+1 a D+3)
20250429,2025-04-29,2025,4,Abril,2025-04,2,Martes,18,T2,0,Post (D+1 a D+3)
20250430,2025-04-30,2025,4,Abril,2025-04,3,Miércoles,18,T2,0,Previa (D-3 a D-1)
20250501,2025-05-01,2025,5,Mayo,2025-05,4,Jueves,18,T2,0,Previa (D-3 a D-1)
20250502,2025-05-02,2025,5,Mayo,2025-05,5,Viernes,18,T2,0,Previa (D-3 a D-1)
20250503,2025-05-03,2025,5,Mayo,2025-05,6,Sábado,18,T2,1,Día de partido
20250504,2025-05-04,2025,5,Mayo,2025-05,7,Domingo,18,T2,0,Post (D+1 a D+3)
20250505,2025-05-05,2025,5,Mayo,2025-05,1,Lunes,19,T2,0,Post (D+1 a D+3)
20250506,2025-05-06,2025,5,Mayo,2025-05,2,Martes,19,T2,0,Post (D+1 a D+3)
20250507,2025-05-07,2025,5,Mayo,2025-05,3,Miércoles,19,T2,0,Previa (D-3 a D-1)
20250508,2025-05-08,2025,5,Mayo,2025-05,4,Jueves,19,T2,0,Previa (D-3 a D-1)
20250509,2025-05-09,2025,5,Mayo,2025-05,5,Viernes,19,T2,0,Previa (D-3 a D-1)
20250510,2025-05-10,2025,5,Mayo,2025-05,6,Sábado,19,T2,1,Día de partido
20250511,2025-05-11,2025,5,Mayo,2025-05,7,Domingo,19,T2,0,Post (D+1 a D+3)
20250512,2025-05-12,2025,5,Mayo,2025-05,1,Lunes,20,T2,0,Post (D+1 a D+3)
20250513,2025-05-13,2025,5,Mayo,2025-05,2,Martes,20,T2,0,Post (D+1 a D+3)
20250514,2025-05-14,2025,5,Mayo,2025-05,3,Miércoles,20,T2,0,Previa (D-3 a D-1)
20250515,2025-05-15,2025,5,Mayo,2025-05,4,Jueves,20,T2,0,Previa (D-3 a D-1)
20250516,2025-05-16,2025,5,Mayo,2025-05,5,Viernes,20,T2,0,Previa (D-3 a D-1)
20250517,2025-05-17,2025,5,Mayo,2025-05,6,Sábado,20,T2,1,Día de partido
20250518,2025-05-18,2025,5,Mayo,2025-05,7,Domingo,20,T2,0,Post (D+1 a D+3)
20250519,2025-05-19,2025,5,Mayo,2025-05,1,Lunes,21,T2,0,Post (D+1 a D+3)
20250520,2025-05-20,2025,5,Mayo,2025-05,2,Martes,21,T2,0,Post (D+1 a D+3)
20250521,2025-05-21,2025,5,Mayo,2025-05,3,Miércoles,21,T2,0,Previa (D-3 a D-1)
20250522,2025-05-22,2025,5,Mayo,2025-05,4,Jueves,21,T2,0,Previa (D-3 a D-1)
20250523,2025-05-23,2025,5,Mayo,2025-05,5,Viernes,21,T2,0,Previa (D-3 a D-1)
20250524,2025-05-24,2025,5,Mayo,2025-05,6,Sábado,21,T2,1,Día de partido
20250525,2025-05-25,2025,5,Mayo,2025-05,7,Domingo,21,T2,0,Post (D+1 a D+3)
20250526,2025-05-26,2025,5,Mayo,2025-05,1,Lunes,22,T2,0,Post (D+1 a D+3)
20250527,2025-05-27,2025,5,Mayo,2025-05,2,Martes,22,T2,0,Post (D+1 a D+3)
20250528,2025-05-28,2025,5,Mayo,2025-05,3,Miércoles,22,T2,0,Previa (D-3 a D-1)
20250529,2025-05-29,2025,5,Mayo,2025-05,4,Jueves,22,T2,0,Previa (D-3 a D-1)
20250530,2025-05-30,2025,5,Mayo,2025-05,5,Viernes,22,T2,0,Previa (D-3 a D-1)
20250531,2025-05-31,2025,5,Mayo,2025-05,6,Sábado,22,T2,1,Día de partido
20250601,2025-06-01,2025,6,Junio,2025-06,7,Domingo,22,T2,0,Post (D+1 a D+3)
20250602,2025-06-02,2025,6,Junio,2025-06,1,Lunes,23,T2,0,Post (D+1 a D+3)
20250603,2025-06-03,2025,6,Junio,2025-06,2,Martes,23,T2,0,Post (D+1 a D+3)
20250604,2025-06-04,2025,6,Junio,2025-06,3,Miércoles,23,T2,0,Previa (D-3 a D-1)
20250605,2025-06-05,2025,6,Junio,2025-06,4,Jueves,23,T2,0,Previa (D-3 a D-1)
20250606,2025-06-06,2025,6,Junio,2025-06,5,Viernes,23,T2,0,Previa (D-3 a D-1)
20250607,2025-06-07,2025,6,Junio,2025-06,6,Sábado,23,T2,1,Día de partido
20250608,2025-06-08,2025,6,Junio,2025-06,7,Domingo,23,T2,0,Post (D+1 a D+3)
20250609,2025-06-09,2025,6,Junio,2025-06,1,Lunes,24,T2,0,Post (D+1 a D+3)
20250610,2025-06-10,2025,6,Junio,2025-06,2,Martes,24,T2,0,Post (D+1 a D+3)
20250611,2025-06-11,2025,6,Junio,2025-06,3,Miércoles,24,T2,0,Previa (D-3 a D-1)
20250612,2025-06-12,2025,6,Junio,2025-06,4,Jueves,24,T2,0,Previa (D-3 a D-1)
20250613,2025-06-13,2025,6,Junio,2025-06,5,Viernes,24,T2,0,Previa (D-3 a D-1)
20250614,2025-06-14,2025,6,Junio,2025-06,6,Sábado,24,T2,1,Día de partido
20250615,2025-06-15,2025,6,Junio,2025-06,7,Domingo,24,T2,0,Post (D+1 a D+3)
20250616,2025-06-16,2025,6,Junio,2025-06,1,Lunes,25,T2,0,Post (D+1 a D+3)
20250617,2025-06-17,2025,6,Junio,2025-06,2,Martes,25,T2,0,Post (D+1 a D+3)
20250618,2025-06-18,2025,6,Junio,2025-06,3,Miércoles,25,T2,0,Previa (D-3 a D-1)
20250619,2025-06-19,2025,6,Junio,2025-06,4,Jueves,25,T2,0,Previa (D-3 a D-1)
20250620,2025-06-20,2025,6,Junio,2025-06,5,Viernes,25,T2,0,Previa (D-3 a D-1)
20250621,2025-06-21,2025,6,Junio,2025-06,6,Sábado,25,T2,1,Día de partido
20250622,2025-06-22,2025,6,Junio,2025-06,7,Domingo,25,T2,0,Post (D+1 a D+3)
20250623,2025-06-23,2025,6,Junio,2025-06,1,Lunes,26,T2,0,Post (D+1 a D+3)
20250624,2025-06-24,2025,6,Junio,2025-06,2,Martes,26,T2,0,Post (D+1 a D+3)
20250625,2025-06-25,2025,6,Junio,2025-06,3,Miércoles,26,T2,0,Previa (D-3 a D-1)
20250626,2025-06-26,2025,6,Junio,2025-06,4,Jueves,26,T2,0,Previa (D-3 a D-1)
20250627,2025-06-27,2025,6,Junio,2025-06,5,Viernes,26,T2,0,Previa (D-3 a D-1)
20250628,2025-06-28,2025,6,Junio,2025-06,6,Sábado,26,T2,1,Día de partido
20250629,2025-06-29,2025,6,Junio,2025-06,7,Domingo,26,T2,0,Post (D+1 a D+3)
20250630,2025-06-30,2025,6,Junio,2025-06,1,Lunes,27,T2,0,Post (D+1 a D+3)
