jornada,jugador_id,titular,minutos,goles,asistencias,tarjetas,valoracion,fecha_id,resultado,jornada_etiqueta
29,J14,1,60,0,0,0,5.28,20250329,Derrota,J29
29,J13,1,86,1,0,0,5.7,20250329,Derrota,J29
29,J01,1,90,0,1,0,5.49,20250329,Derrota,J29
29,J07,1,82,0,0,0,5.42,20250329,Derrota,J29
29,J24,1,80,0,0,0,6.1,20250329,Derrota,J29
29,J22,1,79,0,0,1,4.55,20250329,Derrota,J29
29,J17,1,80,0,0,0,5.85,20250329,Derrota,J29
29,J18,1,89,0,0,1,4.52,20250329,Derrota,J29
29,J09,0,17,0,0,0,6.2,20250329,Derrota,J29
29,J12,0,45,0,0,0,4.47,20250329,Derrota,J29
29,J02,0,17,0,0,1,6.58,20250329,Derrota,J29
29,J11,0,44,0,0,0,5.64,20250329,Derrota,J29
29,J19,0,45,0,0,0,5.31,20250329,Derrota,J29
30,J06,1,90,0,0,0,5.69,20250405,Derrota,J30
30,J01,1,77,0,0,0,5.96,20250405,Derrota,J30
30,J14,1,83,0,0,0,4.78,20250405,Derrota,J30
30,J02,1,60,0,1,0,6.28,20250405,Derrota,J30
30,J07,1,83,0,0,0,6.71,20250405,Derrota,J30
30,J12,1,63,0,0,0,5.1,20250405,Derrota,J30
30,J09,1,90,0,0,0,5.43,20250405,Derrota,J30
30,J21,1,64,0,0,0,5.47,20250405,Derrota,J30
30,J03,1,89,0,0,0,5.26,20250405,Derrota,J30
30,J10,1,62,0,0,0,5.72,20250405,Derrota,J30
30,J13,1,90,0,1,0,5.5,20250405,Derrota,J30
30,J23,0,45,1,0,0,6.59,20250405,Derrota,J30
30,J04,0,22,0,0,0,6.18,20250405,Derrota,J30
30,J24,0,33,0,0,0,6.18,20250405,Derrota,J30
30,J19,0,21,0,0,0,6.21,20250405,Derrota,J30
30,J05,0,7,0,0,0,5.0,20250405,Derrota,J30
31,J25,1,90,0,0,0,6.0,20250419,Victoria,J31
31,J14,1,77,0,0,0,5.86,20250419,Victoria,J31
31,J07,1,87,1,0,0,6.04,20250419,Victoria,J31
31,J19,1,75,0,0,0,5.69,20250419,Victoria,J31
31,J06,1,90,0,0,1,4.95,20250419,Victoria,J31
31,J09,1,86,0,0,0,5.77,20250419,Victoria,J31
31,J10,1,71,0,0,0,5.18,20250419,Victoria,J31
31,J23,1,76,0,0,0,4.35,20250419,Victoria,J31
31,J03,1,90,0,1,0,5.96,20250419,Victoria,J31
31,J01,1,70,0,0,0,4.07,20250419,Victoria,J31
31,J16,1,85,0,1,1,4.95,20250419,Victoria,J31
31,J21,0,30,0,0,0,5.61,20250419,Victoria,J31
31,J08,0,11,0,0,0,5.62,20250419,Victoria,J31
31,J22,0,37,0,0,0,4.73,20250419,Victoria,J31
31,J17,0,14,0,0,0,5.76,20250419,Victoria,J31
31,J24,0,26,0,0,0,5.39,20250419,Victoria,J31
32,J09,1,73,0,1,0,6.44,20250426,Derrota,J32
32,J19,1,72,0,0,0,6.38,20250426,Derrota,J32
32,J22,1,90,0,0,0,5.22,20250426,Derrota,J32
32,J24,1,87,0,0,0,5.69,20250426,Derrota,J32
32,J14,1,78,0,0,0,6.33,20250426,Derrota,J32
32,J18,1,83,0,0,0,5.36,20250426,Derrota,J32
32,J17,1,90,0,0,0,4.87,20250426,Derrota,J32
32,J23,1,70,0,0,0,4.83,20250426,Derrota,J32
32,J12,1,84,0,0,0,6.21,20250426,Derrota,J32
32,J02,1,90,0,0,0,6.4,20250426,Derrota,J32
32,J04,1,73,0,0,0,5.48,20250426,Derrota,J32
32,J25,0,7,0,0,1,3.07,20250426,Derrota,J32
32,J10,0,33,0,0,0,4.96,20250426,Derrota,J32
32,J16,0,37,0,0,0,5.85,20250426,Derrota,J32
32,J03,0,20,0,0,0,5.56,20250426,Derrota,J32
32,J11,0,7,0,0,1,5.64,20250426,Derrota,J32
33,J12,1,79,0,0,0,5.57,20250503,Victoria,J33
33,J18,1,81,1,0,0,6.67,20250503,Victoria,J33
33,J24,1,83,0,0,0,5.89,20250503,Victoria,J33
33,J15,1,87,0,0,0,5.53,20250503,Victoria,J33
33,J14,1,84,1,0,0,7.42,20250503,Victoria,J33
33,J10,1,74,0,0,0,5.31,20250503,Victoria,J33
33,J06,1,70,0,0,0,6.83,20250503,Victoria,J33
33,J19,1,86,0,0,1,5.78,20250503,Victoria,J33
33,J16,1,84,1,0,0,7.47,20250503,Victoria,J33
33,J03,1,86,0,1,0,6.99,20250503,Victoria,J33
33,J21,1,78,0,0,0,6.61,20250503,Victoria,J33
33,J25,0,16,0,0,0,6.75,20250503,Victoria,J33
33,J20,0,41,0,0,0,5.6,20250503,Victoria,J33
33,J05,0,16,0,0,0,5.74,20250503,Victoria,J33
33,J04,0,25,0,0,1,5.39,20250503,Victoria,J33
33,J09,0,41,0,0,0,5.66,20250503,Victoria,J33
34,J25,1,87,1,0,0,7.79,20250510,Derrota,J34
34,J05,1,74,0,1,0,6.63,20250510,Derrota,J34
34,J11,1,79,0,0,0,5.24,20250510,Derrota,J34
34,J15,1,90,0,0,0,4.42,20250510,Derrota,J34
34,J03,1,81,0,0,0,5.72,20250510,Derrota,J34
34,J23,1,69,0,0,0,5.2,20250510,Derrota,J34
34,J04,1,72,0,0,0,5.52,20250510,Derrota,J34
34,J24,1,90,1,0,0,6.99,20250510,Derrota,J34
34,J14,1,90,0,0,0,5.23,20250510,Derrota,J34
34,J06,1,89,0,0,1,5.94,20250510,Derrota,J34
34,J22,1,75,0,0,0,6.06,20250510,Derrota,J34
34,J08,0,1,0,0,1,6.11,20250510,Derrota,J34
34,J01,0,32,0,0,0,4.91,20250510,Derrota,J34
34,J17,0,13,0,0,0,5.7,20250510,Derrota,J34
34,J07,0,38,0,0,0,5.88,20250510,Derrota,J34
34,J09,0,7,0,0,0,6.93,20250510,Derrota,J34
35,J19,1,83,0,0,1,5.07,20250517,Empate,J35
35,J13,1,90,0,0,0,5.77,20250517,Empate,J35
35,J04,1,71,0,0,0,5.29,20250517,Empate,J35
35,J25,1,69,1,0,0,7.23,20250517,Empate,J35
35,J16,1,73,0,0,0,5.4,20250517,Empate,J35
35,J01,1,85,0,0,0,6.13,20250517,Empate,J35
35,J24,1,72,0,0,0,5.94,20250517,Empate,J35
35,J09,1,90,0,0,0,6.43,20250517,Empate,J35
35,J23,1,76,0,0,0,5.48,20250517,Empate,J35
35,J17,1,80,0,1,0,7.11,20250517,Empate,J35
35,J12,1,81,0,0,0,5.46,20250517,Empate,J35
35,J03,0,7,0,0,0,6.14,20250517,Empate,J35
35,J10,0,7,0,0,1,5.66,20250517,Empate,J35
35,J06,0,4,0,0,0,6.28,20250517,Empate,J35
35,J11,0,45,0,0,0,4.84,20250517,Empate,J35
35,J08,0,17,0,0,1,5.51,20250517,Empate,J35
36,J22,1,90,0,0,0,6.02,20250524,Empate,J36
36,J18,1,90,0,0,0,5.93,20250524,Empate,J36
36,J23,1,88,0,0,0,5.11,20250524,Empate,J36
36,J01,1,74,0,0,0,5.67,20250524,Empate,J36
36,J12,1,81,0,0,1,5.9,20250524,Empate,J36
36,J21,1,77,0,0,0,5.76,20250524,Empate,J36
36,J03,1,80,0,0,0,5.66,20250524,Empate,J36
36,J11,1,74,0,0,1,4.55,20250524,Empate,J36
36,J13,1,80,0,0,0,5.47,20250524,Empate,J36
36,J05,1,88,0,1,1,5.88,20250524,Empate,J36
36,J25,1,85,0,0,0,6.76,20250524,Empate,J36
36,J07,0,23,0,0,0,5.1,20250524,Empate,J36
36,J17,0,4,0,0,0,4.33,20250524,Empate,J36
36,J20,0,27,0,0,0,5.79,20250524,Empate,J36
36,J04,0,41,1,0,0,6.34,20250524,Empate,J36
36,J06,0,28,0,0,0,5.04,20250524,Empate,J36
37,J17,1,76,0,0,1,5.93,20250531,Empate,J37
37,J13,1,79,0,0,1,6.1,20250531,Empate,J37
37,J10,1,77,0,0,0,6.36,20250531,Empate,J37
37,J09,1,90,0,0,0,7.15,20250531,Empate,J37
37,J14,1,90,0,0,0,5.2,20250531,Empate,J37
37,J16,1,84,0,0,0,5.76,20250531,Empate,J37
37,J04,1,58,0,0,0,5.77,20250531,Empate,J37
37,J23,1,85,0,0,1,5.79,20250531,Empate,J37
37,J19,1,59,0,0,0,6.16,20250531,Empate,J37
37,J15,1,76,0,0,1,6.33,20250531,Empate,J37
37,J24,1,73,0,0,0,5.36,20250531,Empate,J37
37,J01,0,13,0,0,0,4.77,20250531,Empate,J37
37,J05,0,5,0,0,1,5.97,20250531,Empate,J37
37,J12,0,10,0,0,0,5.91,20250531,Empate,J37
37,J25,0,1,0,0,0,6.09,20250531,Empate,J37
37,J20,0,33,0,0,0,6.44,20250531,Empate,J37
38,J06,1,83,0,0,0,6.09,20250607,Empate,J38
38,J12,1,82,0,0,0,6.95,20250607,Empate,J38
38,J23,1,74,0,0,1,7.24,20250607,Empate,J38
38,J20,1,90,0,0,1,6.41,20250607,Empate,J38
38,J05,1,79,0,0,0,5.86,20250607,Empate,J38
38,J25,1,86,0,0,0,5.93,20250607,Empate,J38
38,J21,1,85,0,0,0,6.42,20250607,Empate,J38
38,J03,1,67,0,0,0,5.39,20250607,Empate,J38
38,J13,1,66,0,0,0,6.55,20250607,Empate,J38
38,J22,1,79,0,0,0,6.97,20250607,Empate,J38
38,J14,1,60,0,0,0,5.86,20250607,Empate,J38
38,J04,0,18,0,0,0,6.43,20250607,Empate,J38
38,J09,0,14,0,0,0,6.74,20250607,Empate,J38
38,J07,0,24,0,0,1,6.52,20250607,Empate,J38
38,J11,0,24,0,0,0,6.62,20250607,Empate,J38
38,J02,0,27,0,0,0,6.41,20250607,Empate,J38
39,J04,1,78,0,0,0,4.6,20250614,Victoria,J39
39,J19,1,78,0,0,1,6.55,20250614,Victoria,J39
39,J14,1,90,0,0,0,5.29,20250614,Victoria,J39
39,J08,1,73,0,0,0,6.65,20250614,Victoria,J39
39,J18,1,85,0,1,0,6.83,20250614,Victoria,J39
39,J09,1,82,0,0,0,5.74,20250614,Victoria,J39
39,J10,1,90,0,0,0,5.85,20250614,Victoria,J39
39,J22,1,72,1,0,0,8.18,20250614,Victoria,J39
39,J23,1,74,0,0,0,5.9,20250614,Victoria,J39
39,J15,1,84,0,0,0,6.89,20250614,Victoria,J39
39,J06,1,90,0,0,0,5.94,20250614,Victoria,J39
39,J02,0,13,0,0,0,5.98,20250614,Victoria,J39
39,J21,0,16,0,0,1,6.75,20250614,Victoria,J39
39,J01,0,7,0,0,1,5.79,20250614,Victoria,J39
39,J07,0,11,0,0,1,6.98,20250614,Victoria,J39
39,J24,0,39,0,1,1,5.84,20250614,Victoria,J39
40,J14,1,81,0,0,0,4.66,20250621,Derrota,J40
40,J11,1,81,0,0,0,4.89,20250621,Derrota,J40
40,J06,1,82,0,0,0,6.67,20250621,Derrota,J40
40,J12,1,81,0,0,0,6.01,20250621,Derrota,J40
40,J09,1,87,0,0,1,6.44,20250621,Derrota,J40
40,J22,1,85,0,0,0,4.71,20250621,Derrota,J40
40,J18,1,90,0,1,0,6.04,20250621,Derrota,J40
40,J04,1,90,0,0,0,7.82,20250621,Derrota,J40
40,J08,1,73,0,0,0,5.55,20250621,Derrota,J40
40,J21,1,72,0,0,1,5.86,20250621,Derrota,J40
40,J17,1,81,0,0,0,5.71,20250621,Derrota,J40
40,J10,0,26,0,0,0,5.34,20250621,Derrota,J40
40,J20,0,45,0,0,0,6.05,20250621,Derrota,J40
40,J03,0,45,0,1,0,5.91,20250621,Derrota,J40
40,J16,0,2,0,0,0,5.79,20250621,Derrota,J40
40,J19,0,45,0,1,0,6.58,20250621,Derrota,J40
41,J25,1,90,0,1,0,6.77,20250628,Empate,J41
41,J20,1,81,0,0,0,5.45,20250628,Empate,J41
41,J09,1,79,0,0,1,5.32,20250628,Empate,J41
41,J15,1,90,0,0,0,6.36,20250628,Empate,J41
41,J07,1,66,0,0,0,7.27,20250628,Empate,J41
41,J04,1,87,0,0,0,7.1,20250628,Empate,J41
41,J22,1,82,0,0,0,6.47,20250628,Empate,J41
41,J14,1,88,0,0,0,6.47,20250628,Empate,J41
41,J02,1,83,0,0,0,6.03,20250628,Empate,J41
41,J18,1,73,0,0,0,6.22,20250628,Empate,J41
41,J23,1,90,0,0,0,5.47,20250628,Empate,J41
41,J06,0,22,0,0,0,6.06,20250628,Empate,J41
41,J12,0,45,0,0,0,6.03,20250628,Empate,J41
41,J03,0,27,0,0,0,5.41,20250628,Empate,J41
41,J08,0,19,0,0,1,5.68,20250628,Empate,J41
41,J17,0,33,0,0,1,5.35,20250628,Empate,J41
42,J22,1,90,0,0,0,7.21,20250705,Empate,J42
42,J03,1,73,0,0,1,5.81,20250705,Empate,J42
42,J10,1,90,0,0,0,5.25,20250705,Empate,J42
42,J01,1,90,0,0,0,6.49,20250705,Empate,J42
42,J09,1,78,0,0,0,6.52,20250705,Empate,J42
42,J23,1,90,0,0,1,6.23,20250705,Empate,J42
42,J17,1,75,0,0,0,5.98,20250705,Empate,J42
42,J14,1,90,0,0,0,6.02,20250705,Empate,J42
42,J24,1,58,1,0,1,7.49,20250705,Empate,J42
42,J16,1,90,0,0,1,5.38,20250705,Empate,J42
42,J12,1,90,0,0,0,6.47,20250705,Empate,J42
42,J04,0,24,0,0,0,7.3,20250705,Empate,J42
42,J11,0,20,0,0,0,6.84,20250705,Empate,J42
42,J15,0,44,0,0,0,6.21,20250705,Empate,J42
42,J25,0,32,0,0,0,6.6,20250705,Empate,J42
42,J07,0,25,0,0,0,6.43,20250705,Empate,J42
