aficionado_id,plataforma,sigue,interacciones_temporada
AF-DA94774B70,TikTok,0,0
AF-DA94774B70,YouTube,0,0
AF-F400E58470,Instagram,1,34
AF-F400E58470,X,1,12
AF-F400E58470,Facebook,1,50
AF-F400E58470,TikTok,0,0
AF-F400E58470,YouTube,0,0
AF-30342EA8A4,Instagram,0,0
AF-30342EA8A4,X,1,2
AF-30342EA8A4,Facebook,0,0
AF-30342EA8A4,TikTok,0,0
AF-30342EA8A4,YouTube,0,0
AF-1CB7246457,Instagram,0,0
AF-1CB7246457,X,0,0
AF-1CB7246457,Facebook,1,59
AF-1CB7246457,TikTok,0,0
AF-1CB7246457,YouTube,0,0
AF-6BA793D80F,Instagram,1,27
AF-6BA793D80F,X,0,0
AF-6BA793D80F,Facebook,1,10
AF-6BA793D80F,TikTok,1,57
AF-6BA793D80F,YouTube,0,0
AF-BBD69AADDF,Instagram,1,23
AF-BBD69AADDF,X,1,88
AF-BBD69AADDF,Facebook,1,54
AF-BBD69AADDF,TikTok,1,65
AF-BBD69AADDF,YouTube,1,7
AF-6CD26D3F1C,Instagram,1,38
AF-6CD26D3F1C,X,0,0
AF-6CD26D3F1C,Facebook,0,0
AF-6CD26D3F1C,TikTok,0,0
AF-6CD26D3F1C,YouTube,1,22
AF-A50691A828,Instagram,0,0
AF-A50691A828,X,0,0
AF-A50691A828,Facebook,1,9
AF-A50691A828,TikTok,1,28
AF-A50691A828,YouTube,1,22
AF-D17BE07C0D,Instagram,1,43
AF-D17BE07C0D,X,0,0
AF-D17BE07C0D,Facebook,1,127
AF-D17BE07C0D,TikTok,0,0
AF-D17BE07C0D,YouTube,1,42
AF-CFCA38D54A,Instagram,1,30
AF-CFCA38D54A,X,0,0
AF-CFCA38D54A,Facebook,0,0
AF-CFCA38D54A,TikTok,0,0
AF-CFCA38D54A,YouTube,0,0
AF-AA67DE87B4,Instagram,1,55
AF-AA67DE87B4,X,1,13
AF-AA67DE87B4,Facebook,1,37
AF-AA67DE87B4,TikTok,0,0
AF-AA67DE87B4,YouTube,1,32
AF-D0668D260E,Instagram,0,0
AF-D0668D260E,X,1,7
AF-D0668D260E,Facebook,1,28
AF-D0668D260E,TikTok,0,0
AF-D0668D260E,YouTube,0,0
AF-6B5DFF30F4,Instagram,1,5
AF-6B5DFF30F4,X,1,10
AF-6B5DFF30F4,Facebook,0,0
AF-6B5DFF30F4,TikTok,0,0
AF-6B5DFF30F4,YouTube,1,3
AF-04F75F1049,Instagram,1,25
AF-04F75F1049,X,0,0
AF-04F75F1049,Facebook,1,66
AF-04F75F1049,TikTok,0,0
AF-04F75F1049,YouTube,1,24
AF-05B986C441,Instagram,0,0
AF-05B986C441,X,1,35
AF-05B986C441,Facebook,0,0
AF-05B986C441,TikTok,0,0
AF-05B986C441,YouTube,0,0
AF-8B077178D3,Instagram,1,25
AF-8B077178D3,X,0,0
AF-8B077178D3,Facebook,1,14
AF-8B077178D3,TikTok,0,0
AF-8B077178D3,YouTube,0,0
AF-30873AE9E8,Instagram,1,55
AF-30873AE9E8,X,1,21
AF-30873AE9E8,Facebook,0,0
AF-30873AE9E8,TikTok,1,112
AF-30873AE9E8,YouTube,1,13
AF-0ED9E9E99B,Instagram,1,34
AF-0ED9E9E99B,X,1,26
AF-0ED9E9E99B,Facebook,1,11
AF-0ED9E9E99B,TikTok,0,0
AF-0ED9E9E99B,YouTube,0,0
AF-BC3CC8F485,Instagram,1,5
AF-BC3CC8F485,X,0,0
AF-BC3CC8F485,Facebook,0,0
AF-BC3CC8F485,TikTok,0,0
AF-BC3CC8F485,YouTube,0,0
AF-7213AE94AB,Instagram,1,24
AF-7213AE94AB,X,1,43
AF-7213AE94AB,Facebook,0,0
AF-7213AE94AB,TikTok,1,14
AF-7213AE94AB,YouTube,1,34
AF-67297445DE,Instagram,1,60
AF-67297445DE,X,1,23
AF-67297445DE,Facebook,1,8
AF-67297445DE,TikTok,0,0
AF-67297445DE,YouTube,1,106
AF-43BA9BE1C9,Instagram,1,42
AF-43BA9BE1C9,X,1,2
AF-43BA9BE1C9,Facebook,0,0
AF-43BA9BE1C9,TikTok,1,14
AF-43BA9BE1C9,YouTube,0,0
AF-590175AA46,Instagram,1,48
AF-590175AA46,X,0,0
AF-590175AA46,Facebook,0,0
AF-590175AA46,TikTok,0,0
AF-590175AA46,YouTube,1,26
AF-109665EFBB,Instagram,1,45
AF-109665EFBB,X,0,0
AF-109665EFBB,Facebook,1,28
AF-109665EFBB,TikTok,0,0
AF-109665EFBB,YouTube,0,0
AF-0310578487,Instagram,0,0
AF-0310578487,X,0,0
AF-0310578487,Facebook,0,0
AF-0310578487,TikTok,0,0
AF-0310578487,YouTube,0,0
AF-A5E26504A3,Instagram,0,0
AF-A5E26504A3,X,1,7
AF-A5E26504A3,Facebook,0,0
AF-A5E26504A3,TikTok,0,0
AF-A5E26504A3,YouTube,1,3
AF-8D91D0AC31,Instagram,1,5
AF-8D91D0AC31,X,1,47
AF-8D91D0AC31,Facebook,1,10
AF-8D91D0AC31,TikTok,0,0
AF-8D91D0AC31,YouTube,0,0
AF-5E49F400D5,Instagram,1,34
AF-5E49F400D5,X,0,0
AF-5E49F400D5,Facebook,1,38
AF-5E49F400D5,TikTok,0,0
AF-5E49F400D5,YouTube,1,40
AF-851DB5B373,Instagram,1,4
AF-851DB5B373,X,0,0
AF-851DB5B373,Facebook,1,48
AF-851DB5B373,TikTok,0,0
AF-851DB5B373,YouTube,0,0
AF-4B05943E7E,Instagram,1,8
AF-4B05943E7E,X,0,0
AF-4B05943E7E,Facebook,0,0
AF-4B05943E7E,TikTok,0,0
AF-4B05943E7E,YouTube,0,0
AF-EFCDCAADF4,Instagram,0,0
AF-EFCDCAADF4,X,1,39
AF-EFCDCAADF4,Facebook,0,0
AF-EFCDCAADF4,TikTok,0,0
AF-EFCDCAADF4,YouTube,0,0
AF-0CA96F5218,Instagram,1,34
AF-0CA96F5218,X,1,53
AF-0CA96F5218,Facebook,1,11
AF-0CA96F5218,TikTok,0,0
AF-0CA96F5218,YouTube,1,36
AF-627DE66A57,Instagram,0,0
AF-627DE66A57,X,0,0
AF-627DE66A57,Facebook,1,26
AF-627DE66A57,TikTok,0,0
AF-627DE66A57,YouTube,1,3
AF-ED0F0DFAB5,Instagram,1,39
AF-ED0F0DFAB5,X,0,0
AF-ED0F0DFAB5,Facebook,1,91
AF-ED0F0DFAB5,TikTok,1,21
AF-ED0F0DFAB5,YouTube,0,0
AF-AA97544E0C,Instagram,0,0
AF-AA97544E0C,X,1,13
AF-AA97544E0C,Facebook,1,31
AF-AA97544E0C,TikTok,1,51
AF-AA97544E0C,YouTube,0,0
AF-FD64D12480,Instagram,1,5
AF-FD64D12480,X,1,7
AF-FD64D12480,Facebook,0,0
AF-FD64D12480,TikTok,0,0
AF-FD64D12480,YouTube,1,25
AF-2A695FC7CF,Instagram,1,6
AF-2A695FC7CF,X,0,0
AF-2A695FC7CF,Facebook,0,0
AF-2A695FC7CF,TikTok,0,0
AF-2A695FC7CF,YouTube,0,0
AF-5A30EADD73,Instagram,1,47
AF-5A30EADD73,X,0,0
AF-5A30EADD73,Facebook,0,0
AF-5A30EADD73,TikTok,0,0
AF-5A30EADD73,YouTube,1,7
AF-79AF3DC633,Instagram,1,28
AF-79AF3DC633,X,0,0
AF-79AF3DC633,Facebook,1,14
AF-79AF3DC633,TikTok,0,0
AF-79AF3DC633,YouTube,0,0
AF-FB007511E8,Instagram,1,10
AF-FB007511E8,X,0,0
AF-FB007511E8,Facebook,1,7
AF-FB007511E8,TikTok,0,0
AF-FB007511E8,YouTube,0,0
AF-7B435C933B,Instagram,1,38
AF-7B435C933B,X,1,49
AF-7B435C933B,Facebook,1,46
AF-7B435C933B,TikTok,0,0
AF-7B435C933B,YouTube,0,0
AF-BE3747E8CE,Instagram,1,2
AF-BE3747E8CE,X,0,0
AF-BE3747E8CE,Facebook,0,0
AF-BE3747E8CE,TikTok,1,3
AF-BE3747E8CE,YouTube,0,0
AF-DF9D95D570,Instagram,1,56
AF-DF9D95D570,X,1,22
AF-DF9D95D570,Facebook,0,0
AF-DF9D95D570,TikTok,0,0
AF-DF9D95D570,YouTube,1,62
AF-6CB5A19644,Instagram,0,0
AF-6CB5A19644,X,0,0
AF-6CB5A19644,Facebook,1,30
AF-6CB5A19644,TikTok,0,0
AF-6CB5A19644,YouTube,0,0
AF-1B195FCA16,Instagram,1,11
AF-1B195FCA16,X,1,115
AF-1B195FCA16,Facebook,0,0
AF-1B195FCA16,TikTok,0,0
AF-1B195FCA16,YouTube,1,77
AF-A40362A298,Instagram,0,0
AF-A40362A298,X,0,0
AF-A40362A298,Facebook,0,0
AF-A40362A298,TikTok,0,0
AF-A40362A298,YouTube,1,19
AF-2373DEFEFF,Instagram,1,46
AF-2373DEFEFF,X,0,0
AF-2373DEFEFF,Facebook,1,5
AF-2373DEFEFF,TikTok,0,0
AF-2373DEFEFF,YouTube,0,0
AF-7CFAAD0E4F,Instagram,1,29
AF-7CFAAD0E4F,X,1,20
AF-7CFAAD0E4F,Facebook,1,12
AF-7CFAAD0E4F,TikTok,0,0
AF-7CFAAD0E4F,YouTube,0,0
AF-96B11E01C7,Instagram,1,5
AF-96B11E01C7,X,1,42
AF-96B11E01C7,Facebook,1,2
AF-96B11E01C7,TikTok,0,0
AF-96B11E01C7,YouTube,1,10
AF-999742BD15,Instagram,0,0
AF-999742BD15,X,0,0
AF-999742BD15,Facebook,1,6
AF-999742BD15,TikTok,0,0
AF-999742BD15,YouTube,0,0
AF-643D81931C,Instagram,1,74
AF-643D81931C,X,1,43
AF-643D81931C,Facebook,1,49
AF-643D81931C,TikTok,0,0
AF-643D81931C,YouTube,0,0
AF-1CFB2E5001,Instagram,1,13
AF-1CFB2E5001,X,1,19
AF-1CFB2E5001,Facebook,0,0
AF-1CFB2E5001,TikTok,1,76
AF-1CFB2E5001,YouTube,0,0
AF-CA75C1A6E9,Instagram,1,43
AF-CA75C1A6E9,X,1,31
AF-CA75C1A6E9,Facebook,0,0
AF-CA75C1A6E9,TikTok,0,0
AF-CA75C1A6E9,YouTube,0,0
AF-8BA1F283B6,Instagram,1,18
AF-8BA1F283B6,X,0,0
AF-8BA1F283B6,Facebook,1,6
AF-8BA1F283B6,TikTok,0,0
AF-8BA1F283B6,YouTube,1,28
AF-600104F386,Instagram,1,12
AF-600104F386,X,0,0
AF-600104F386,Facebook,1,40
AF-600104F386,TikTok,0,0
AF-600104F386,YouTube,0,0
AF-FD358DC954,Instagram,1,6
AF-FD358DC954,X,0,0
AF-FD358DC954,Facebook,0,0
AF-FD358DC954,TikTok,1,60
AF-FD358DC954,YouTube,0,0
AF-22A56BDD5F,Instagram,1,192
AF-22A56BDD5F,X,1,30
AF-22A56BDD5F,Facebook,0,0
AF-22A56BDD5F,TikTok,1,15
AF-22A56BDD5F,YouTube,0,0
AF-654CEF3F7E,Instagram,1,120
AF-654CEF3F7E,X,1,27
AF-654CEF3F7E,Facebook,0,0
AF-654CEF3F7E,TikTok,0,0
AF-654CEF3F7E,YouTube,0,0
AF-1E52CA2E4F,Instagram,1,16
AF-1E52CA2E4F,X,0,0
AF-1E52CA2E4F,Facebook,0,0
AF-1E52CA2E4F,TikTok,0,0
AF-1E52CA2E4F,YouTube,1,5
AF-EA6C039823,Instagram,1,62
AF-EA6C039823,X,1,4
AF-EA6C039823,Facebook,0,0
AF-EA6C039823,TikTok,0,0
AF-EA6C039823,YouTube,1,6
AF-6BD9730D51,Instagram,0,0
AF-6BD9730D51,X,1,21
AF-6BD9730D51,Facebook,0,0
AF-6BD9730D51,TikTok,0,0
AF-6BD9730D51,YouTube,1,41
AF-AE5402B762,Instagram,1,27
AF-AE5402B762,X,0,0
AF-AE5402B762,Facebook,1,37
AF-AE5402B762,TikTok,0,0
AF-AE5402B762,YouTube,0,0
AF-EBD5DE8DBC,Instagram,1,35
AF-EBD5DE8DBC,X,0,0
AF-EBD5DE8DBC,Facebook,1,7
AF-EBD5DE8DBC,TikTok,0,0
AF-EBD5DE8DBC,YouTube,0,0
AF-57CBA26542,Instagram,0,0
AF-57CBA26542,X,0,0
AF-57CBA26542,Facebook,0,0
AF-57CBA26542,TikTok,0,0
AF-57CBA26542,YouTube,0,0
AF-15E29CC1AE,Instagram,1,22
AF-15E29CC1AE,X,0,0
AF-15E29CC1AE,Facebook,0,0
AF-15E29CC1AE,TikTok,1,5
AF-15E29CC1AE,YouTube,0,0
AF-82598CD404,Instagram,1,30
AF-82598CD404,X,1,15
AF-82598CD404,Facebook,1,85
AF-82598CD404,TikTok,0,0
AF-82598CD404,YouTube,1,26
AF-41551BABE4,Instagram,1,42
AF-41551BABE4,X,1,21
AF-41551BABE4,Facebook,0,0
AF-41551BABE4,TikTok,1,77
AF-41551BABE4,YouTube,0,0
AF-1E2E07EE37,Instagram,0,0
AF-1E2E07EE37,X,1,1
AF-1E2E07EE37,Facebook,0,0
AF-1E2E07EE37,TikTok,0,0
AF-1E2E07EE37,YouTube,1,9
AF-726A3BD3D6,Instagram,0,0
AF-726A3BD3D6,X,0,0
AF-726A3BD3D6,Facebook,1,68
AF-726A3BD3D6,TikTok,0,0
AF-726A3BD3D6,YouTube,0,0
AF-0CB4F643E4,Instagram,0,0
AF-0CB4F643E4,X,1,19
AF-0CB4F643E4,Facebook,1,35
AF-0CB4F643E4,TikTok,0,0
AF-0CB4F643E4,YouTube,0,0
AF-84FFD8A2B7,Instagram,0,0
AF-84FFD8A2B7,X,0,0
AF-84FFD8A2B7,Facebook,0,0
AF-84FFD8A2B7,TikTok,0,0
AF-84FFD8A2B7,YouTube,0,0
AF-5D576E670F,Instagram,0,0
AF-5D576E670F,X,1,13
AF-5D576E670F,Facebook,0,0
AF-5D576E670F,TikTok,0,0
AF-5D576E670F,YouTube,0,0
AF-084100F6BA,Instagram,1,85
AF-084100F6BA,X,1,29
AF-084100F6BA,Facebook,1,131
AF-084100F6BA,TikTok,0,0
AF-084100F6BA,YouTube,1,83
AF-669495C696,Instagram,1,16
AF-669495C696,X,1,15
AF-669495C696,Facebook,1,49
AF-669495C696,TikTok,0,0
AF-669495C696,YouTube,0,0
AF-BE4F399505,Instagram,1,29
AF-BE4F399505,X,1,19
AF-BE4F399505,Facebook,0,0
AF-BE4F399505,TikTok,0,0
AF-BE4F399505,YouTube,1,20
AF-50835C43DB,Instagram,1,8
AF-50835C43DB,X,0,0
AF-50835C43DB,Facebook,1,73
AF-50835C43DB,TikTok,0,0
AF-50835C43DB,YouTube,1,78
AF-E4411B9DA3,Instagram,1,51
AF-E4411B9DA3,X,0,0
AF-E4411B9DA3,Facebook,1,77
AF-E4411B9DA3,TikTok,1,27
AF-E4411B9DA3,YouTube,0,0
AF-EA85019ABD,Instagram,1,3
AF-EA85019ABD,X,0,0
AF-EA85019ABD,Facebook,1,50
AF-EA85019ABD,TikTok,0,0
AF-EA85019ABD,YouTube,0,0
AF-A80934298E,Instagram,0,0
AF-A80934298E,X,1,61
AF-A80934298E,Facebook,1,18
AF-A80934298E,TikTok,0,0
AF-A80934298E,YouTube,0,0
AF-9A273826EF,Instagram,0,0
AF-9A273826EF,X,0,0
AF-9A273826EF,Facebook,0,0
AF-9A273826EF,TikTok,0,0
AF-9A273826EF,YouTube,0,0
AF-B5DF7AE365,Instagram,1,9
AF-B5DF7AE365,X,0,0
AF-B5DF7AE365,Facebook,1,41
AF-B5DF7AE365,TikTok,0,0
AF-B5DF7AE365,YouTube,0,0
AF-BDDBD950A0,Instagram,1,46
AF-BDDBD950A0,X,0,0
AF-BDDBD950A0,Facebook,0,0
AF-BDDBD950A0,TikTok,0,0
AF-BDDBD950A0,YouTube,1,53
AF-AB31BCBB77,Instagram,0,0
AF-AB31BCBB77,X,0,0
AF-AB31BCBB77,Facebook,1,12
AF-AB31BCBB77,TikTok,0,0
AF-AB31BCBB77,YouTube,0,0
AF-63E9337F52,Instagram,1,13
AF-63E9337F52,X,0,0
AF-63E9337F52,Facebook,0,0
AF-63E9337F52,TikTok,0,0
AF-63E9337F52,YouTube,0,0
AF-3657255DA5,Instagram,1,90
AF-3657255DA5,X,1,8
AF-3657255DA5,Facebook,1,14
AF-3657255DA5,TikTok,0,0
AF-3657255DA5,YouTube,1,9
AF-F651274BD0,Instagram,1,23
AF-F651274BD0,X,0,0
AF-F651274BD0,Facebook,0,0
AF-F651274BD0,TikTok,0,0
AF-F651274BD0,YouTube,0,0
AF-27800CCF31,Instagram,1,31
AF-27800CCF31,X,0,0
AF-27800CCF31,Facebook,1,20
AF-27800CCF31,TikTok,0,0
AF-27800CCF31,YouTube,1,39
AF-CF6CE97B3D,Instagram,1,55
AF-CF6CE97B3D,X,0,0
AF-CF6CE97B3D,Facebook,1,46
AF-CF6CE97B3D,TikTok,1,88
AF-CF6CE97B3D,YouTube,0,0
AF-3D8B6C1E09,Instagram,1,45
AF-3D8B6C1E09,X,1,38
AF-3D8B6C1E09,Facebook,0,0
AF-3D8B6C1E09,TikTok,0,0
AF-3D8B6C1E09,YouTube,0,0
AF-CFFC781C73,Instagram,1,23
AF-CFFC781C73,X,0,0
AF-CFFC781C73,Facebook,0,0
AF-CFFC781C73,TikTok,0,0
AF-CFFC781C73,YouTube,0,0
AF-7433C9438C,Instagram,1,158
AF-7433C9438C,X,0,0
AF-7433C9438C,Facebook,1,63
AF-7433C9438C,TikTok,1,37
AF-7433C9438C,YouTube,1,208
AF-5DA1ADF1E9,Instagram,1,5
AF-5DA1ADF1E9,X,0,0
AF-5DA1ADF1E9,Facebook,1,14
AF-5DA1ADF1E9,TikTok,1,5
AF-5DA1ADF1E9,YouTube,0,0
AF-598AB2DA8A,Instagram,1,36
AF-598AB2DA8A,X,0,0
AF-598AB2DA8A,Facebook,1,30
AF-598AB2DA8A,TikTok,0,0
AF-598AB2DA8A,YouTube,0,0
AF-761658F2BD,Instagram,1,19
AF-761658F2BD,X,1,53
AF-761658F2BD,Facebook,0,0
AF-761658F2BD,TikTok,1,32
AF-761658F2BD,YouTube,1,9
AF-3F7F9DC5F1,Instagram,0,0
AF-3F7F9DC5F1,X,0,0
AF-3F7F9DC5F1,Facebook,1,5
AF-3F7F9DC5F1,TikTok,0,0
AF-3F7F9DC5F1,YouTube,1,2
AF-499A26AB8C,Instagram,1,15
AF-499A26AB8C,X,0,0
AF-499A26AB8C,Facebook,0,0
AF-499A26AB8C,TikTok,1,38
AF-499A26AB8C,YouTube,0,0
AF-6A0BDB3C30,Instagram,0,0
AF-6A0BDB3C30,X,0,0
AF-6A0BDB3C30,Facebook,1,19
AF-6A0BDB3C30,TikTok,0,0
AF-6A0BDB3C30,YouTube,1,58
AF-F3E564F927,Instagram,0,0
AF-F3E564F927,X,0,0
AF-F3E564F927,Facebook,0,0
AF-F3E564F927,TikTok,1,5
AF-F3E564F927,YouTube,0,0
AF-76CEA2C66A,Instagram,1,13
AF-76CEA2C66A,X,0,0
AF-76CEA2C66A,Facebook,0,0
AF-76CEA2C66A,TikTok,0,0
AF-76CEA2C66A,YouTube,0,0
AF-863C2B41ED,Instagram,1,30
AF-863C2B41ED,X,0,0
AF-863C2B41ED,Facebook,1,26
AF-863C2B41ED,TikTok,0,0
AF-863C2B41ED,YouTube,1,2
AF-14C1F00E40,Instagram,1,15
AF-14C1F00E40,X,0,0
AF-14C1F00E40,Facebook,0,0
AF-14C1F00E40,TikTok,0,0
AF-14C1F00E40,YouTube,0,0
AF-3E6A03AEB3,Instagram,0,0
AF-3E6A03AEB3,X,0,0
AF-3E6A03AEB3,Facebook,1,54
AF-3E6A03AEB3,TikTok,0,0
AF-3E6A03AEB3,YouTube,0,0
AF-64F4858FEE,Instagram,1,14
AF-64F4858FEE,X,1,40
AF-64F4858FEE,Facebook,0,0
AF-64F4858FEE,TikTok,1,37
AF-64F4858FEE,YouTube,0,0
AF-675978FEF2,Instagram,1,5
AF-675978FEF2,X,0,0
AF-675978FEF2,Facebook,0,0
AF-675978FEF2,TikTok,1,80
AF-675978FEF2,YouTube,0,0
AF-25C1C84C96,Instagram,0,0
AF-25C1C84C96,X,0,0
AF-25C1C84C96,Facebook,1,3
AF-25C1C84C96,TikTok,0,0
AF-25C1C84C96,YouTube,0,0
AF-ADA410271E,Instagram,0,0
AF-ADA410271E,X,1,7
AF-ADA410271E,Facebook,1,16
AF-ADA410271E,TikTok,1,2
AF-ADA410271E,YouTube,0,0
AF-4EAC975B19,Instagram,1,57
AF-4EAC975B19,X,0,0
AF-4EAC975B19,Facebook,1,87
AF-4EAC975B19,TikTok,0,0
AF-4EAC975B19,YouTube,1,35
AF-7FF96A0E40,Instagram,0,0
AF-7FF96A0E40,X,1,65
AF-7FF96A0E40,Facebook,1,10
AF-7FF96A0E40,TikTok,0,0
AF-7FF96A0E40,YouTube,0,0
AF-AC0CFF5D63,Instagram,0,0
AF-AC0CFF5D63,X,1,40
AF-AC0CFF5D63,Facebook,1,2
AF-AC0CFF5D63,TikTok,0,0
AF-AC0CFF5D63,YouTube,0,0
AF-E54BDDDC16,Instagram,1,55
AF-E54BDDDC16,X,0,0
AF-E54BDDDC16,Facebook,0,0
AF-E54BDDDC16,TikTok,0,0
AF-E54BDDDC16,YouTube,1,93
AF-38C2B6EB67,Instagram,1,122
AF-38C2B6EB67,X,0,0
AF-38C2B6EB67,Facebook,1,18
AF-38C2B6EB67,TikTok,1,32
AF-38C2B6EB67,YouTube,0,0
AF-C3589AFEC7,Instagram,1,2
AF-C3589AFEC7,X,0,0
AF-C3589AFEC7,Facebook,1,3
AF-C3589AFEC7,TikTok,0,0
AF-C3589AFEC7,YouTube,0,0
AF-314C770EEA,Instagram,0,0
AF-314C770EEA,X,0,0
AF-314C770EEA,Facebook,1,77
AF-314C770EEA,TikTok,0,0
AF-314C770EEA,YouTube,0,0
AF-A1671A4891,Instagram,1,56
AF-A1671A4891,X,1,22
AF-A1671A4891,Facebook,1,16
AF-A1671A4891,TikTok,0,0
AF-A1671A4891,YouTube,0,0
AF-AD04FBE72A,Instagram,1,17
AF-AD04FBE72A,X,0,0
AF-AD04FBE72A,Facebook,0,0
AF-AD04FBE72A,TikTok,0,0
AF-AD04FBE72A,YouTube,0,0
AF-6EEC8A1495,Instagram,0,0
AF-6EEC8A1495,X,0,0
AF-6EEC8A1495,Facebook,1,17
AF-6EEC8A1495,TikTok,0,0
AF-6EEC8A1495,YouTube,0,0
AF-9F4D3130C3,Instagram,0,0
AF-9F4D3130C3,X,1,30
AF-9F4D3130C3,Facebook,0,0
AF-9F4D3130C3,TikTok,0,0
AF-9F4D3130C3,YouTube,1,10
AF-D8F72C4218,Instagram,0,0
AF-D8F72C4218,X,1,3
AF-D8F72C4218,Facebook,0,0
AF-D8F72C4218,TikTok,0,0
AF-D8F72C4218,YouTube,1,41
AF-158AEACECF,Instagram,1,12
AF-158AEACECF,X,0,0
AF-158AEACECF,Facebook,1,39
AF-158AEACECF,TikTok,0,0
AF-158AEACECF,YouTube,0,0
AF-975B6BDE94,Instagram,1,40
AF-975B6BDE94,X,1,6
AF-975B6BDE94,Facebook,1,45
AF-975B6BDE94,TikTok,1,33
AF-975B6BDE94,YouTube,0,0
AF-6778112FE1,Instagram,1,44
AF-6778112FE1,X,0,0
AF-6778112FE1,Facebook,1,22
AF-6778112FE1,TikTok,0,0
AF-6778112FE1,YouTube,0,0
AF-D63E2893EC,Instagram,1,11
AF-D63E2893EC,X,0,0
AF-D63E2893EC,Facebook,1,16
AF-D63E2893EC,TikTok,0,0
AF-D63E2893EC,YouTube,0,0
AF-3E62E6665C,Instagram,1,45
AF-3E62E6665C,X,0,0
AF-3E62E6665C,Facebook,1,24
AF-3E62E6665C,TikTok,0,0
AF-3E62E6665C,YouTube,0,0
AF-D01CA12D7A,Instagram,1,23
AF-D01CA12D7A,X,0,0
AF-D01CA12D7A,Facebook,0,0
AF-D01CA12D7A,TikTok,0,0
AF-D01CA12D7A,YouTube,0,0
AF-28F2950862,Instagram,0,0
AF-28F2950862,X,1,27
AF-28F2950862,Facebook,1,5
AF-28F2950862,TikTok,0,0
AF-28F2950862,YouTube,0,0
AF-00AF58751E,Instagram,1,11
AF-00AF58751E,X,1,11
AF-00AF58751E,Facebook,1,56
AF-00AF58751E,TikTok,1,15
AF-00AF58751E,YouTube,1,27
AF-2628BC21AE,Instagram,1,6
AF-2628BC21AE,X,1,59
AF-2628BC21AE,Facebook,0,0
AF-2628BC21AE,TikTok,0,0
AF-2628BC21AE,YouTube,1,29
AF-F98BFAF0F4,Instagram,0,0
AF-F98BFAF0F4,X,1,2
AF-F98BFAF0F4,Facebook,0,0
AF-F98BFAF0F4,TikTok,0,0
AF-F98BFAF0F4,YouTube,1,39
AF-C80C626CD6,Instagram,1,57
AF-C80C626CD6,X,0,0
AF-C80C626CD6,Facebook,1,65
AF-C80C626CD6,TikTok,1,73
AF-C80C626CD6,YouTube,1,68
AF-827EBC2AC6,Instagram,0,0
AF-827EBC2AC6,X,1,58
AF-827EBC2AC6,Facebook,1,45
AF-827EBC2AC6,TikTok,0,0
AF-827EBC2AC6,YouTube,0,0
AF-24B8528E33,Instagram,1,38
AF-24B8528E33,X,0,0
AF-24B8528E33,Facebook,1,38
AF-24B8528E33,TikTok,0,0
AF-24B8528E33,YouTube,1,66
AF-B8336155FF,Instagram,1,13
AF-B8336155FF,X,1,69
AF-B8336155FF,Facebook,0,0
AF-B8336155FF,TikTok,1,29
AF-B8336155FF,YouTube,1,25
AF-4F2DE3F242,Instagram,0,0
AF-4F2DE3F242,X,0,0
AF-4F2DE3F242,Facebook,0,0
AF-4F2DE3F242,TikTok,0,0
AF-4F2DE3F242,YouTube,1,8
AF-C714133C8D,Instagram,1,84
AF-C714133C8D,X,1,31
AF-C714133C8D,Facebook,0,0
AF-C714133C8D,TikTok,0,0
AF-C714133C8D,YouTube,0,0
AF-9B97A27F79,Instagram,1,36
AF-9B97A27F79,X,1,20
AF-9B97A27F79,Facebook,0,0
AF-9B97A27F79,TikTok,1,58
AF-9B97A27F79,YouTube,1,35
AF-7B47FAD197,Instagram,0,0
AF-7B47FAD197,X,0,0
AF-7B47FAD197,Facebook,0,0
AF-7B47FAD197,TikTok,0,0
AF-7B47FAD197,YouTube,1,55
AF-C47B01CF84,Instagram,1,68
AF-C47B01CF84,X,1,81
AF-C47B01CF84,Facebook,1,24
AF-C47B01CF84,TikTok,0,0
AF-C47B01CF84,YouTube,0,0
AF-0C9CC4E4EE,Instagram,1,81
AF-0C9CC4E4EE,X,1,51
AF-0C9CC4E4EE,Facebook,0,0
AF-0C9CC4E4EE,TikTok,1,120
AF-0C9CC4E4EE,YouTube,1,13
AF-971986CA93,Instagram,1,19
AF-971986CA93,X,0,0
AF-971986CA93,Facebook,0,0
AF-971986CA93,TikTok,0,0
AF-971986CA93,YouTube,1,21
AF-DA1D163EF6,Instagram,1,62
AF-DA1D163EF6,X,1,19
AF-DA1D163EF6,Facebook,0,0
AF-DA1D163EF6,TikTok,1,41
AF-DA1D163EF6,YouTube,1,9
AF-20E590D37E,Instagram,1,13
AF-20E590D37E,X,0,0
AF-20E590D37E,Facebook,1,85
AF-20E590D37E,TikTok,0,0
AF-20E590D37E,YouTube,0,0
AF-2942AC1745,Instagram,1,70
AF-2942AC1745,X,1,7
AF-2942AC1745,Facebook,0,0
AF-2942AC1745,TikTok,0,0
AF-2942AC1745,YouTube,1,46
AF-6EAC1C4E52,Instagram,1,159
AF-6EAC1C4E52,X,1,158
AF-6EAC1C4E52,Facebook,1,36
AF-6EAC1C4E52,TikTok,0,0
AF-6EAC1C4E52,YouTube,1,28
AF-B7AB9D06AE,Instagram,1,1
AF-B7AB9D06AE,X,0,0
AF-B7AB9D06AE,Facebook,0,0
AF-B7AB9D06AE,TikTok,0,0
AF-B7AB9D06AE,YouTube,0,0
