jornada,jugador_id,ventana,menciones,sent_positivo,sent_negativo,sent_neutro,fecha_id,fecha,resultado,jornada_etiqueta,goles,asistencias,minutos,valoracion,participo,pct_positivo
11,J10,Post,115,23,40,52,20241109,2024-11-09,Derrota,J11,0.0,0.0,90.0,4.98,1,0.2
11,J11,Pre,141,51,35,55,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.3617021276595745
11,J11,Post,51,22,11,18,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.43137254901960786
11,J12,Pre,113,39,32,42,20241109,2024-11-09,Derrota,J11,0.0,0.0,14.0,4.89,1,0.34513274336283184
11,J12,Post,249,56,93,100,20241109,2024-11-09,Derrota,J11,0.0,0.0,14.0,4.89,1,0.2248995983935743
11,J13,Pre,223,90,64,69,20241109,2024-11-09,Derrota,J11,0.0,0.0,21.0,6.09,1,0.40358744394618834
11,J13,Post,346,104,135,107,20241109,2024-11-09,Derrota,J11,0.0,0.0,21.0,6.09,1,0.30057803468208094
11,J14,Pre,40,18,7,15,20241109,2024-11-09,Derrota,J11,0.0,0.0,81.0,4.96,1,0.45
11,J14,Post,73,14,23,36,20241109,2024-11-09,Derrota,J11,0.0,0.0,81.0,4.96,1,0.1917808219178082
11,J15,Pre,53,19,13,21,20241109,2024-11-09,Derrota,J11,0.0,0.0,37.0,5.91,1,0.3584905660377358
11,J15,Post,113,22,51,40,20241109,2024-11-09,Derrota,J11,0.0,0.0,37.0,5.91,1,0.19469026548672566
11,J16,Pre,101,52,24,25,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.5148514851485149
11,J16,Post,56,31,14,11,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.5535714285714286
11,J17,Pre,94,43,26,25,20241109,2024-11-09,Derrota,J11,0.0,0.0,90.0,5.66,1,0.4574468085106383
11,J17,Post,309,74,115,120,20241109,2024-11-09,Derrota,J11,0.0,0.0,90.0,5.66,1,0.23948220064724918
11,J18,Pre,52,20,17,15,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.38461538461538464
11,J18,Post,134,76,30,28,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.5671641791044776
11,J19,Pre,150,62,49,39,20241109,2024-11-09,Derrota,J11,0.0,0.0,62.0,7.47,1,0.41333333333333333
11,J19,Post,371,124,128,119,20241109,2024-11-09,Derrota,J11,0.0,0.0,62.0,7.47,1,0.33423180592991913
11,J20,Pre,212,96,58,58,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.4528301886792453
11,J20,Post,98,38,26,34,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.3877551020408163
11,J21,Pre,281,124,85,72,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.4412811387900356
11,J21,Post,34,15,10,9,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.4411764705882353
11,J22,Pre,246,101,51,94,20241109,2024-11-09,Derrota,J11,0.0,0.0,74.0,6.4,1,0.4105691056910569
11,J22,Post,645,222,180,243,20241109,2024-11-09,Derrota,J11,0.0,0.0,74.0,6.4,1,0.34418604651162793
11,J23,Pre,91,39,19,33,20241109,2024-11-09,Derrota,J11,0.0,0.0,70.0,3.85,1,0.42857142857142855
11,J23,Post,193,19,95,79,20241109,2024-11-09,Derrota,J11,0.0,0.0,70.0,3.85,1,0.09844559585492228
11,J24,Pre,157,70,37,50,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.445859872611465
11,J24,Post,2,0,0,2,20241109,2024-11-09,Derrota,J11,0.0,0.0,0.0,,0,0.0
11,J25,Pre,155,70,29,56,20241109,2024-11-09,Derrota,J11,0.0,0.0,1.0,5.38,1,0.45161290322580644
11,J25,Post,308,78,123,107,20241109,2024-11-09,Derrota,J11,0.0,0.0,1.0,5.38,1,0.2532467532467532
12,J01,Pre,86,39,22,25,20241116,2024-11-16,Derrota,J12,0.0,0.0,29.0,6.43,1,0.45348837209302323
12,J01,Post,162,51,55,56,20241116,2024-11-16,Derrota,J12,0.0,0.0,29.0,6.43,1,0.3148148148148148
12,J02,Pre,254,150,61,43,20241116,2024-11-16,Derrota,J12,0.0,0.0,88.0,6.84,1,0.5905511811023622
12,J02,Post,418,147,141,130,20241116,2024-11-16,Derrota,J12,0.0,0.0,88.0,6.84,1,0.35167464114832536
12,J03,Pre,190,104,50,36,20241116,2024-11-16,Derrota,J12,0.0,0.0,22.0,6.35,1,0.5473684210526316
12,J03,Post,347,75,153,119,20241116,2024-11-16,Derrota,J12,0.0,0.0,22.0,6.35,1,0.21613832853025935
12,J04,Pre,235,123,41,71,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5234042553191489
12,J04,Post,109,49,28,32,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.44954128440366975
12,J05,Pre,204,106,42,56,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5196078431372549
12,J05,Post,57,27,13,17,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.47368421052631576
12,J06,Pre,137,61,38,38,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.44525547445255476
12,J06,Post,21,12,2,7,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5714285714285714
12,J07,Pre,267,149,46,72,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5580524344569289
12,J07,Post,25,10,7,8,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.4
12,J08,Pre,134,70,23,41,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5223880597014925
12,J08,Post,6,2,1,3,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.3333333333333333
12,J09,Pre,221,107,42,72,20241116,2024-11-16,Derrota,J12,0.0,0.0,90.0,6.43,1,0.4841628959276018
12,J09,Post,418,131,149,138,20241116,2024-11-16,Derrota,J12,0.0,0.0,90.0,6.43,1,0.3133971291866029
12,J10,Pre,135,72,30,33,20241116,2024-11-16,Derrota,J12,0.0,0.0,35.0,6.13,1,0.5333333333333333
12,J10,Post,167,63,60,44,20241116,2024-11-16,Derrota,J12,0.0,0.0,35.0,6.13,1,0.3772455089820359
12,J11,Pre,215,107,45,63,20241116,2024-11-16,Derrota,J12,0.0,0.0,11.0,5.23,1,0.49767441860465117
12,J11,Post,353,77,118,158,20241116,2024-11-16,Derrota,J12,0.0,0.0,11.0,5.23,1,0.21813031161473087
12,J12,Pre,157,93,26,38,20241116,2024-11-16,Derrota,J12,0.0,1.0,90.0,6.22,1,0.5923566878980892
12,J12,Post,441,147,142,152,20241116,2024-11-16,Derrota,J12,0.0,1.0,90.0,6.22,1,0.3333333333333333
12,J13,Pre,198,122,38,38,20241116,2024-11-16,Derrota,J12,0.0,0.0,68.0,6.61,1,0.6161616161616161
12,J13,Post,369,104,113,152,20241116,2024-11-16,Derrota,J12,0.0,0.0,68.0,6.61,1,0.28184281842818426
12,J14,Pre,67,35,12,20,20241116,2024-11-16,Derrota,J12,0.0,0.0,66.0,5.73,1,0.5223880597014925
12,J14,Post,84,26,33,25,20241116,2024-11-16,Derrota,J12,0.0,0.0,66.0,5.73,1,0.30952380952380953
12,J15,Pre,56,28,9,19,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5
12,J15,Post,47,19,14,14,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.40425531914893614
12,J16,Pre,130,87,17,26,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.6692307692307692
12,J16,Post,44,22,8,14,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5
12,J17,Pre,198,114,42,42,20241116,2024-11-16,Derrota,J12,0.0,0.0,77.0,6.08,1,0.5757575757575758
12,J17,Post,294,90,107,97,20241116,2024-11-16,Derrota,J12,0.0,0.0,77.0,6.08,1,0.30612244897959184
12,J18,Pre,242,148,43,51,20241116,2024-11-16,Derrota,J12,0.0,0.0,88.0,5.71,1,0.6115702479338843
12,J18,Post,497,165,158,174,20241116,2024-11-16,Derrota,J12,0.0,0.0,88.0,5.71,1,0.3319919517102616
12,J19,Pre,248,136,64,48,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5483870967741935
12,J19,Post,31,15,6,10,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.4838709677419355
12,J20,Pre,369,164,120,85,20241116,2024-11-16,Derrota,J12,0.0,0.0,80.0,5.42,1,0.4444444444444444
12,J20,Post,335,84,111,140,20241116,2024-11-16,Derrota,J12,0.0,0.0,80.0,5.42,1,0.2507462686567164
12,J21,Pre,435,234,97,104,20241116,2024-11-16,Derrota,J12,0.0,0.0,71.0,5.8,1,0.5379310344827586
12,J21,Post,464,123,134,207,20241116,2024-11-16,Derrota,J12,0.0,0.0,71.0,5.8,1,0.2650862068965517
12,J22,Pre,283,151,66,66,20241116,2024-11-16,Derrota,J12,0.0,0.0,14.0,7.64,1,0.5335689045936396
12,J22,Post,580,267,110,203,20241116,2024-11-16,Derrota,J12,0.0,0.0,14.0,7.64,1,0.4603448275862069
12,J23,Pre,399,208,89,102,20241116,2024-11-16,Derrota,J12,0.0,0.0,58.0,5.83,1,0.5213032581453634
12,J23,Post,456,140,184,132,20241116,2024-11-16,Derrota,J12,0.0,0.0,58.0,5.83,1,0.30701754385964913
12,J24,Pre,311,157,57,97,20241116,2024-11-16,Derrota,J12,0.0,0.0,90.0,5.86,1,0.5048231511254019
12,J24,Post,400,77,158,165,20241116,2024-11-16,Derrota,J12,0.0,0.0,90.0,5.86,1,0.1925
12,J25,Pre,287,141,57,89,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.4912891986062718
12,J25,Post,96,48,21,27,20241116,2024-11-16,Derrota,J12,0.0,0.0,0.0,,0,0.5
13,J01,Pre,91,46,21,24,20241123,2024-11-23,Victoria,J13,0.0,0.0,90.0,6.83,1,0.5054945054945055
13,J01,Post,213,144,38,31,20241123,2024-11-23,Victoria,J13,0.0,0.0,90.0,6.83,1,0.676056338028169
13,J02,Pre,198,129,36,33,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.6515151515151515
13,J02,Post,100,55,16,29,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.55
13,J03,Pre,214,109,60,45,20241123,2024-11-23,Victoria,J13,0.0,0.0,17.0,6.32,1,0.5093457943925234
13,J03,Post,451,327,53,71,20241123,2024-11-23,Victoria,J13,0.0,0.0,17.0,6.32,1,0.7250554323725056
13,J04,Pre,295,174,47,74,20241123,2024-11-23,Victoria,J13,0.0,0.0,90.0,6.18,1,0.5898305084745763
13,J04,Post,653,440,112,101,20241123,2024-11-23,Victoria,J13,0.0,0.0,90.0,6.18,1,0.6738131699846861
13,J05,Pre,169,94,43,32,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5562130177514792
13,J05,Post,25,13,5,7,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.52
13,J06,Pre,165,92,29,44,20241123,2024-11-23,Victoria,J13,0.0,0.0,72.0,7.04,1,0.5575757575757576
13,J06,Post,351,246,48,57,20241123,2024-11-23,Victoria,J13,0.0,0.0,72.0,7.04,1,0.7008547008547008
13,J07,Pre,274,167,37,70,20241123,2024-11-23,Victoria,J13,0.0,0.0,90.0,6.92,1,0.6094890510948905
13,J07,Post,513,344,63,106,20241123,2024-11-23,Victoria,J13,0.0,0.0,90.0,6.92,1,0.6705653021442495
13,J08,Pre,100,51,21,28,20241123,2024-11-23,Victoria,J13,0.0,0.0,45.0,7.68,1,0.51
13,J08,Post,305,242,26,37,20241123,2024-11-23,Victoria,J13,0.0,0.0,45.0,7.68,1,0.7934426229508197
13,J09,Pre,260,156,43,61,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.6
13,J09,Post,13,7,3,3,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5384615384615384
13,J10,Pre,93,47,24,22,20241123,2024-11-23,Victoria,J13,0.0,0.0,21.0,6.0,1,0.5053763440860215
13,J10,Post,242,158,45,39,20241123,2024-11-23,Victoria,J13,0.0,0.0,21.0,6.0,1,0.6528925619834711
13,J11,Pre,263,152,62,49,20241123,2024-11-23,Victoria,J13,0.0,1.0,68.0,6.29,1,0.5779467680608364
13,J11,Post,505,351,64,90,20241123,2024-11-23,Victoria,J13,0.0,1.0,68.0,6.29,1,0.695049504950495
13,J12,Pre,213,139,40,34,20241123,2024-11-23,Victoria,J13,0.0,0.0,81.0,5.55,1,0.6525821596244131
13,J12,Post,296,205,50,41,20241123,2024-11-23,Victoria,J13,0.0,0.0,81.0,5.55,1,0.6925675675675675
13,J13,Pre,260,147,66,47,20241123,2024-11-23,Victoria,J13,1.0,0.0,90.0,6.58,1,0.5653846153846154
13,J13,Post,804,619,102,83,20241123,2024-11-23,Victoria,J13,1.0,0.0,90.0,6.58,1,0.7699004975124378
13,J14,Pre,66,40,11,15,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.6060606060606061
13,J14,Post,16,7,4,5,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.4375
13,J15,Pre,81,54,15,12,20241123,2024-11-23,Victoria,J13,0.0,0.0,13.0,7.05,1,0.6666666666666666
13,J15,Post,184,119,31,34,20241123,2024-11-23,Victoria,J13,0.0,0.0,13.0,7.05,1,0.6467391304347826
13,J16,Pre,72,36,18,18,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5
13,J16,Post,6,3,1,2,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5
13,J17,Pre,172,101,41,30,20241123,2024-11-23,Victoria,J13,0.0,0.0,23.0,5.84,1,0.5872093023255814
13,J17,Post,422,260,56,106,20241123,2024-11-23,Victoria,J13,0.0,0.0,23.0,5.84,1,0.6161137440758294
13,J18,Pre,206,123,48,35,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5970873786407767
13,J18,Post,106,49,33,24,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.46226415094339623
13,J19,Pre,232,136,37,59,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5862068965517241
13,J19,Post,32,16,5,11,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5
13,J20,Pre,201,137,31,33,20241123,2024-11-23,Victoria,J13,0.0,0.0,84.0,6.01,1,0.681592039800995
13,J20,Post,548,303,133,112,20241123,2024-11-23,Victoria,J13,0.0,0.0,84.0,6.01,1,0.5529197080291971
13,J21,Pre,359,170,71,118,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.4735376044568245
13,J21,Post,151,74,40,37,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.4900662251655629
13,J22,Pre,388,218,88,82,20241123,2024-11-23,Victoria,J13,0.0,0.0,88.0,6.95,1,0.5618556701030928
13,J22,Post,676,470,93,113,20241123,2024-11-23,Victoria,J13,0.0,0.0,88.0,6.95,1,0.6952662721893491
13,J23,Pre,327,181,65,81,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.5535168195718655
13,J23,Post,64,29,13,22,20241123,2024-11-23,Victoria,J13,0.0,0.0,0.0,,0,0.453125
13,J24,Pre,470,274,105,91,20241123,2024-11-23,Victoria,J13,0.0,0.0,88.0,7.57,1,0.5829787234042553
13,J24,Post,851,615,111,125,20241123,2024-11-23,Victoria,J13,0.0,0.0,88.0,7.57,1,0.7226792009400705
13,J25,Pre,207,118,40,49,20241123,2024-11-23,Victoria,J13,0.0,0.0,73.0,5.67,1,0.5700483091787439
13,J25,Post,465,286,89,90,20241123,2024-11-23,Victoria,J13,0.0,0.0,73.0,5.67,1,0.6150537634408603
14,J01,Pre,82,42,19,21,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.5121951219512195
14,J01,Post,16,5,5,6,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.3125
14,J02,Pre,158,84,31,43,20241130,2024-11-30,Victoria,J14,0.0,0.0,25.0,6.17,1,0.5316455696202531
14,J02,Post,481,301,88,92,20241130,2024-11-30,Victoria,J14,0.0,0.0,25.0,6.17,1,0.6257796257796258
14,J03,Pre,175,99,28,48,20241130,2024-11-30,Victoria,J14,0.0,0.0,27.0,5.94,1,0.5657142857142857
14,J03,Post,331,220,39,72,20241130,2024-11-30,Victoria,J14,0.0,0.0,27.0,5.94,1,0.6646525679758308
14,J04,Pre,212,122,31,59,20241130,2024-11-30,Victoria,J14,0.0,0.0,81.0,7.0,1,0.5754716981132075
14,J04,Post,655,384,97,174,20241130,2024-11-30,Victoria,J14,0.0,0.0,81.0,7.0,1,0.5862595419847328
14,J05,Pre,234,136,41,57,20241130,2024-11-30,Victoria,J14,0.0,0.0,71.0,5.64,1,0.5811965811965812
14,J05,Post,413,249,61,103,20241130,2024-11-30,Victoria,J14,0.0,0.0,71.0,5.64,1,0.6029055690072639
14,J06,Pre,195,109,49,37,20241130,2024-11-30,Victoria,J14,0.0,0.0,90.0,6.95,1,0.558974358974359
14,J06,Post,352,247,57,48,20241130,2024-11-30,Victoria,J14,0.0,0.0,90.0,6.95,1,0.7017045454545454
14,J07,Pre,231,127,40,64,20241130,2024-11-30,Victoria,J14,0.0,0.0,45.0,6.85,1,0.5497835497835498
14,J07,Post,423,313,61,49,20241130,2024-11-30,Victoria,J14,0.0,0.0,45.0,6.85,1,0.7399527186761229
14,J08,Pre,102,48,31,23,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.47058823529411764
14,J08,Post,28,11,6,11,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.39285714285714285
14,J09,Pre,251,139,61,51,20241130,2024-11-30,Victoria,J14,0.0,0.0,82.0,6.5,1,0.5537848605577689
14,J09,Post,425,281,62,82,20241130,2024-11-30,Victoria,J14,0.0,0.0,82.0,6.5,1,0.6611764705882353
14,J10,Pre,82,42,20,20,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.5121951219512195
14,J10,Post,73,36,16,21,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.4931506849315068
14,J11,Pre,191,109,34,48,20241130,2024-11-30,Victoria,J14,0.0,0.0,43.0,6.18,1,0.5706806282722513
14,J11,Post,387,246,68,73,20241130,2024-11-30,Victoria,J14,0.0,0.0,43.0,6.18,1,0.6356589147286822
14,J12,Pre,179,106,34,39,20241130,2024-11-30,Victoria,J14,0.0,1.0,82.0,6.86,1,0.5921787709497207
14,J12,Post,638,523,58,57,20241130,2024-11-30,Victoria,J14,0.0,1.0,82.0,6.86,1,0.8197492163009404
14,J13,Pre,227,129,36,62,20241130,2024-11-30,Victoria,J14,1.0,0.0,89.0,6.19,1,0.5682819383259912
14,J13,Post,779,568,109,102,20241130,2024-11-30,Victoria,J14,1.0,0.0,89.0,6.19,1,0.7291399229781772
14,J14,Pre,63,38,10,15,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.6031746031746031
14,J14,Post,7,3,1,3,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.42857142857142855
14,J15,Pre,78,41,19,18,20241130,2024-11-30,Victoria,J14,0.0,0.0,76.0,6.95,1,0.5256410256410257
14,J15,Post,197,133,32,32,20241130,2024-11-30,Victoria,J14,0.0,0.0,76.0,6.95,1,0.6751269035532995
14,J16,Pre,76,37,19,20,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.4868421052631579
14,J16,Post,25,12,4,9,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.48
14,J17,Pre,130,56,31,43,20241130,2024-11-30,Victoria,J14,0.0,0.0,73.0,6.59,1,0.4307692307692308
14,J17,Post,361,247,44,70,20241130,2024-11-30,Victoria,J14,0.0,0.0,73.0,6.59,1,0.6842105263157895
14,J18,Pre,242,120,50,72,20241130,2024-11-30,Victoria,J14,0.0,1.0,90.0,6.69,1,0.49586776859504134
14,J18,Post,993,780,90,123,20241130,2024-11-30,Victoria,J14,0.0,1.0,90.0,6.69,1,0.7854984894259819
14,J19,Pre,137,62,38,37,20241130,2024-11-30,Victoria,J14,0.0,0.0,26.0,7.26,1,0.45255474452554745
14,J19,Post,591,405,82,104,20241130,2024-11-30,Victoria,J14,0.0,0.0,26.0,7.26,1,0.6852791878172588
14,J20,Pre,294,164,57,73,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.5578231292517006
14,J20,Post,61,31,17,13,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.5081967213114754
14,J21,Pre,316,150,68,98,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.47468354430379744
14,J21,Post,89,40,23,26,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.449438202247191
14,J22,Pre,298,185,60,53,20241130,2024-11-30,Victoria,J14,0.0,0.0,74.0,6.65,1,0.6208053691275168
14,J22,Post,699,459,85,155,20241130,2024-11-30,Victoria,J14,0.0,0.0,74.0,6.65,1,0.6566523605150214
14,J23,Pre,259,150,51,58,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.5791505791505791
14,J23,Post,181,94,42,45,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.5193370165745856
14,J24,Pre,259,108,87,64,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.416988416988417
14,J24,Post,14,6,4,4,20241130,2024-11-30,Victoria,J14,0.0,0.0,0.0,,0,0.42857142857142855
14,J25,Pre,165,96,27,42,20241130,2024-11-30,Victoria,J14,1.0,0.0,78.0,8.91,1,0.5818181818181818
14,J25,Post,1053,993,24,36,20241130,2024-11-30,Victoria,J14,1.0,0.0,78.0,8.91,1,0.9430199430199431
15,J01,Pre,82,42,15,25,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.5121951219512195
15,J01,Post,31,14,7,10,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.45161290322580644
15,J02,Pre,153,75,36,42,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.49019607843137253
15,J02,Post,84,36,28,20,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.42857142857142855
15,J03,Pre,163,74,35,54,20241207,2024-12-07,Derrota,J15,0.0,0.0,38.0,6.21,1,0.4539877300613497
15,J03,Post,285,106,66,113,20241207,2024-12-07,Derrota,J15,0.0,0.0,38.0,6.21,1,0.3719298245614035
15,J04,Pre,358,141,101,116,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.39385474860335196
15,J04,Post,142,63,29,50,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.44366197183098594
15,J05,Pre,150,72,41,37,20241207,2024-12-07,Derrota,J15,0.0,0.0,63.0,5.09,1,0.48
15,J05,Post,305,90,128,87,20241207,2024-12-07,Derrota,J15,0.0,0.0,63.0,5.09,1,0.29508196721311475
15,J06,Pre,117,59,29,29,20241207,2024-12-07,Derrota,J15,0.0,0.0,13.0,6.16,1,0.5042735042735043
15,J06,Post,199,54,80,65,20241207,2024-12-07,Derrota,J15,0.0,0.0,13.0,6.16,1,0.271356783919598
15,J07,Pre,202,125,43,34,20241207,2024-12-07,Derrota,J15,0.0,0.0,84.0,4.61,1,0.6188118811881188
15,J07,Post,271,55,76,140,20241207,2024-12-07,Derrota,J15,0.0,0.0,84.0,4.61,1,0.2029520295202952
15,J08,Pre,96,43,21,32,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.4479166666666667
15,J08,Post,26,10,7,9,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.38461538461538464
15,J09,Pre,190,89,41,60,20241207,2024-12-07,Derrota,J15,0.0,0.0,89.0,6.11,1,0.46842105263157896
15,J09,Post,289,94,102,93,20241207,2024-12-07,Derrota,J15,0.0,0.0,89.0,6.11,1,0.32525951557093424
15,J10,Pre,100,53,20,27,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.53
15,J10,Post,46,23,12,11,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.5
15,J11,Pre,166,86,41,39,20241207,2024-12-07,Derrota,J15,0.0,0.0,22.0,5.32,1,0.5180722891566265
15,J11,Post,304,57,144,103,20241207,2024-12-07,Derrota,J15,0.0,0.0,22.0,5.32,1,0.1875
15,J12,Pre,151,70,44,37,20241207,2024-12-07,Derrota,J15,0.0,0.0,53.0,5.4,1,0.46357615894039733
15,J12,Post,365,114,100,151,20241207,2024-12-07,Derrota,J15,0.0,0.0,53.0,5.4,1,0.31232876712328766
15,J13,Pre,117,50,38,29,20241207,2024-12-07,Derrota,J15,0.0,0.0,6.0,4.52,1,0.42735042735042733
15,J13,Post,205,46,84,75,20241207,2024-12-07,Derrota,J15,0.0,0.0,6.0,4.52,1,0.22439024390243903
15,J14,Pre,16,9,3,4,20241207,2024-12-07,Derrota,J15,0.0,0.0,66.0,5.8,1,0.5625
15,J14,Post,65,16,23,26,20241207,2024-12-07,Derrota,J15,0.0,0.0,66.0,5.8,1,0.24615384615384617
15,J15,Pre,78,41,18,19,20241207,2024-12-07,Derrota,J15,0.0,0.0,83.0,5.84,1,0.5256410256410257
15,J15,Post,87,20,27,40,20241207,2024-12-07,Derrota,J15,0.0,0.0,83.0,5.84,1,0.22988505747126436
15,J16,Pre,89,40,18,31,20241207,2024-12-07,Derrota,J15,0.0,0.0,35.0,6.68,1,0.449438202247191
15,J16,Post,201,90,49,62,20241207,2024-12-07,Derrota,J15,0.0,0.0,35.0,6.68,1,0.44776119402985076
15,J17,Pre,105,54,20,31,20241207,2024-12-07,Derrota,J15,1.0,1.0,90.0,6.97,1,0.5142857142857142
15,J17,Post,656,317,136,203,20241207,2024-12-07,Derrota,J15,1.0,1.0,90.0,6.97,1,0.48323170731707316
15,J18,Pre,375,191,65,119,20241207,2024-12-07,Derrota,J15,0.0,0.0,90.0,5.35,1,0.5093333333333333
15,J18,Post,327,85,141,101,20241207,2024-12-07,Derrota,J15,0.0,0.0,90.0,5.35,1,0.2599388379204893
15,J19,Pre,170,87,42,41,20241207,2024-12-07,Derrota,J15,0.0,0.0,84.0,7.13,1,0.5117647058823529
15,J19,Post,375,155,92,128,20241207,2024-12-07,Derrota,J15,0.0,0.0,84.0,7.13,1,0.41333333333333333
15,J20,Pre,190,84,52,54,20241207,2024-12-07,Derrota,J15,0.0,0.0,85.0,6.02,1,0.4421052631578947
15,J20,Post,446,123,187,136,20241207,2024-12-07,Derrota,J15,0.0,0.0,85.0,6.02,1,0.2757847533632287
15,J21,Pre,300,125,83,92,20241207,2024-12-07,Derrota,J15,0.0,0.0,68.0,5.55,1,0.4166666666666667
15,J21,Post,515,133,207,175,20241207,2024-12-07,Derrota,J15,0.0,0.0,68.0,5.55,1,0.258252427184466
15,J22,Pre,362,178,85,99,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.49171270718232046
15,J22,Post,46,16,12,18,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.34782608695652173
15,J23,Pre,303,168,65,70,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.5544554455445545
15,J23,Post,132,49,42,41,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.3712121212121212
15,J24,Pre,197,103,34,60,20241207,2024-12-07,Derrota,J15,0.0,0.0,0.0,,0,0.5228426395939086
