post_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,alcance,impresiones,likes,comentarios,compartidos,guardados,comentarios_positivos,comentarios_negativos
P00259,2024-09-15,Facebook,Entrenamiento,Vídeo corto,0,7731.0,11755.0,69,5,5,3.0,3,1
P00260,2024-09-15,Facebook,Resumen,Imagen,0,13993.0,21752.0,288,15,29,17.0,6,4
P00261,2024-09-15,Facebook,Afición,Carrusel,0,7990.0,11394.0,115,8,8,6.0,4,1
P00262,2024-09-15,TikTok,Afición,Vídeo corto,0,7888.0,10157.0,981,69,59,149.0,32,21
P00263,2024-09-15,YouTube,Entrenamiento,Vídeo corto,0,7740.0,12121.0,218,17,20,16.0,9,3
P00264,2024-09-16,Instagram,Institucional,Vídeo corto,0,42715.0,54666.0,1781,164,132,11.0,78,48
P00265,2024-09-16,Instagram,Resumen,Imagen,0,12311.0,20072.0,639,58,34,20.0,33,15
P00266,2024-09-16,Instagram,Entrenamiento,Imagen,0,37773.0,57889.0,1594,104,110,78.0,46,35
P00267,2024-09-16,Instagram,Patrocinador,Vídeo corto,0,41466.0,55115.0,862,70,42,83.0,36,12
P00268,2024-09-16,X,Afición,Texto,0,11560.0,17761.0,162,14,13,0.0,7,2
P00269,2024-09-16,Facebook,Fichajes,Vídeo corto,0,12637.0,19114.0,319,18,18,21.0,10,3
P00270,2024-09-16,TikTok,Afición,Vídeo corto,0,11242.0,16916.0,913,69,92,24.0,43,11
P00271,2024-09-16,YouTube,Resumen,Vídeo corto,0,3112.0,3889.0,198,14,15,16.0,7,3
P00272,2024-09-16,YouTube,Cantera,Vídeo largo,0,3827.0,6184.0,42,2,2,4.0,1,0
P00273,2024-09-17,X,Fichajes,Imagen,0,14728.0,20060.0,258,22,28,14.0,11,5
P00274,2024-09-17,Facebook,Cantera,Imagen,0,17816.0,27626.0,110,9,9,2.0,4,2
P00275,2024-09-17,TikTok,Fichajes,Vídeo corto,0,6047.0,7631.0,654,60,36,45.0,29,14
P00276,2024-09-17,TikTok,Patrocinador,Vídeo corto,0,4137.0,6630.0,252,17,17,9.0,8,3
P00277,2024-09-18,INSTAGRAM,Entrenamiento,Carrusel,0,16961.0,22439.0,864,57,80,94.0,27,17
P00278,2024-09-18,X,Institucional,Texto,0,33440.0,50451.0,137,8,7,22.0,4,2
P00279,2024-09-18,X,Entrenamiento,Imagen,0,19624.0,27532.0,330,25,19,19.0,13,5
P00280,2024-09-18,X,Resumen,Texto,0,20116.0,23222.0,161,10,16,10.0,5,2
P00281,2024-09-18,Facebook,Fichajes,Imagen,0,19976.0,25138.0,348,27,23,32.0,16,6
P00282,2024-09-18,Facebook,Resumen,Carrusel,0,26119.0,38287.0,284,22,16,36.0,13,3
P00283,2024-09-18,Facebook,Patrocinador,Carrusel,0,6370.0,8952.0,21,1,1,4.0,0,0
P00284,2024-09-18,Facebook,Entrenamiento,Imagen,0,18347.0,24182.0,172,8,12,12.0,3,2
P00285,2024-09-18,Facebook,Fichajes,Vídeo largo,0,7416.0,10990.0,110,10,8,12.0,5,2
P00286,2024-09-18,Facebook,Afición,Imagen,0,24829.0,36835.0,309,25,32,0.0,13,6
P00287,2024-09-18,YouTube,Directo,Vídeo largo,0,3924.0,4439.0,118,6,6,12.0,3,1
P00288,2024-09-19,X,Directo,Texto,0,22746.0,31130.0,189,14,11,10.0,7,2
P00289,2024-09-19,X,Directo,Imagen,0,36593.0,46215.0,812,59,41,33.0,26,12
P00290,2024-09-19,Facebook,Fichajes,Vídeo corto,0,13389.0,15051.0,240,16,14,17.0,9,4
P00291,2024-09-19,YouTube,Cantera,Vídeo largo,0,3975.0,5541.0,56,3,6,7.0,1,0
P00292,2024-09-20,Instagram,Entrenamiento,Imagen,0,18105.0,25164.0,870,76,48,92.0,46,16
P00293,2024-09-20,Instagram,Entrenamiento,Carrusel,0,21980.0,28983.0,920,50,53,64.0,23,14
P00294,2024-09-20,Facebook,Entrenamiento,Vídeo corto,0,6636.0,10421.0,100,6,11,11.0,3,1
P00295,2024-09-21,Instagram,Entrenamiento,Imagen,0,15611.0,20384.0,550,40,57,7.0,21,11
P00296,2024-09-22,Instagram,Directo,Vídeo corto,0,27816.0,44406.0,2132,110,194,120.0,55,29
P00297,2024-09-22,X,Efeméride,Imagen,0,23936.0,37886.0,402,20,37,35.0,10,5
P00298,2024-09-22,TikTok,Patrocinador,Vídeo corto,0,6519.0,8052.0,222,13,11,38.0,7,2
P00299,2024-09-23,Instagram,Fichajes,Imagen,0,32041.0,48288.0,2036,155,207,107.0,68,39
P00300,2024-09-23,Instagram,Afición,Texto,0,17033.0,26364.0,393,23,34,54.0,15,4
P00301,2024-09-23,Facebook,Cantera,Imagen,0,17733.0,28947.0,113,9,8,9.0,4,2
P00302,2024-09-23,TikTok,Entrenamiento,Vídeo corto,0,5785.0,7068.0,670,39,43,95.0,19,12
P00303,2024-09-23,TikTok,Cantera,Vídeo corto,0,7071.0,9501.0,541,27,40,28.0,14,5
P00304,2024-09-23,YouTube,Previa,Vídeo largo,0,3391.0,5502.0,62,3,5,5.0,1,0
P00305,2024-09-23,YouTube,Efeméride,Vídeo largo,0,9909.0,14524.0,306,14,17,25.0,7,2
P00306,2024-09-23,YouTube,Patrocinador,Vídeo corto,0,3891.0,4454.0,61,3,4,9.0,1,0
P00307,2024-09-24,Facebook,Institucional,Carrusel,0,22475.0,36377.0,130,7,8,8.0,3,1
P00308,2024-09-25,Instagram,Patrocinador,Texto,0,20695.0,32757.0,324,20,21,50.0,10,5
P00309,2024-09-25,X,Cantera,Imagen,0,18676.0,21884.0,172,14,13,2.0,8,3
P00310,2024-09-25,X,Resumen,Vídeo largo,0,20225.0,22700.0,273,26,27,21.0,15,6
P00311,2024-09-25,Facebook,Fichajes,Vídeo corto,0,25182.0,36057.0,443,31,39,49.0,16,5
P00312,2024-09-25,Facebook,Efeméride,Imagen,0,39182.0,45889.0,336,21,15,27.0,13,3
P00313,2024-09-25,Facebook,Patrocinador,Imagen,0,11062.0,13887.0,66,4,6,5.0,1,0
P00314,2024-09-25,facebook,Efeméride,Carrusel,0,6693.0,7930.0,67,3,5,4.0,1,0
P00315,2024-09-25,Facebook,Resumen,Vídeo corto,0,20701.0,,492,44,24,32.0,21,12
P00316,2024-09-25,Facebook,Entrenamiento,Vídeo largo,0,9474.0,12802.0,89,4,4,11.0,1,1
P00317,2024-09-25,TikTok,Resumen,Vídeo corto,0,21508.0,32661.0,2846,181,157,297.0,83,51
P00318,2024-09-25,TikTok,Institucional,Vídeo corto,0,7580.0,11071.0,390,20,24,35.0,11,3
P00319,2024-09-26,Instagram,Patrocinador,Imagen,0,14471.0,21966.0,152,13,7,18.0,7,2
P00320,2024-09-26,Facebook,Resumen,Vídeo corto,0,27808.0,32236.0,477,27,46,16.0,14,4
P00321,2024-09-26,TikTok,Fichajes,Vídeo corto,0,7402.0,8668.0,920,52,91,78.0,24,11
P00322,2024-09-27,YouTube,Resumen,Vídeo corto,0,7054.0,10323.0,426,21,45,23.0,10,5
P00323,2024-09-28,Instagram,Resumen,Carrusel,1,24181.0,37672.0,1937,115,134,145.0,55,31
P00324,2024-09-28,Instagram,Directo,Vídeo largo,1,34689.0,52667.0,2825,259,265,84.0,126,81
P00325,2024-09-28,Instagram,Directo,Carrusel,1,16963.0,22726.0,971,61,75,51.0,31,14
P00326,2024-09-28,X,Resumen,Imagen,1,14641.0,17365.0,331,30,33,11.0,15,6
P00327,2024-09-28,X,Fichajes,Imagen,1,18453.0,27650.0,364,18,36,39.0,8,5
P00328,2024-09-28,FACEBOOK,Previa,Imagen,1,15834.0,19355.0,146,7,9,9.0,3,2
P00329,2024-09-28,Facebook,Afición,Imagen,1,18411.0,25159.0,248,13,22,,6,3
P00330,2024-09-28,TikTok,Afición,Vídeo corto,1,11993.0,18963.0,537,44,45,29.0,21,9
P00331,2024-09-28,TikTok,Resumen,Vídeo corto,1,7599.0,8870.0,1297,119,114,62.0,59,36
P00332,2024-09-29,Instagram,Patrocinador,Imagen,0,23113.0,34001.0,279,19,22,20.0,9,4
P00333,2024-09-29,Instagram,Efeméride,Imagen,0,21270.0,32509.0,602,42,61,11.0,22,7
P00334,2024-09-29,Instagram,Resumen,Vídeo corto,0,16033.0,26207.0,1683,105,85,117.0,62,20
P00335,2024-09-29,X,Patrocinador,Imagen,0,22164.0,31340.0,89,4,7,10.0,1,1
P00336,2024-09-29,Facebook,Entrenamiento,Imagen,0,14573.0,16969.0,135,7,14,15.0,3,1
P00337,2024-09-29,TikTok,Resumen,Vídeo corto,0,5123.0,7067.0,500,37,49,16.0,22,8
P00338,2024-09-29,YouTube,Entrenamiento,Vídeo largo,0,3886.0,4935.0,74,4,3,13.0,2,0
P00339,2024-09-29,YouTube,Resumen,Vídeo largo,0,1309.0,2043.0,36,1,1,8.0,0,0
P00340,2024-09-30,Instagram,Institucional,Imagen,0,58893.0,79015.0,1382,126,102,102.0,74,23
P00341,2024-09-30,Facebook,Institucional,Carrusel,0,10660.0,15591.0,50,4,4,1.0,2,0
P00342,2024-09-30,Facebook,Cantera,Imagen,0,15726.0,20128.0,166,11,16,,5,2
P00343,2024-09-30,Facebook,Afición,Imagen,0,13782.0,19407.0,169,16,15,12.0,8,3
P00344,2024-10-01,Instagram,Previa,Vídeo corto,0,35930.0,56378.0,2183,140,170,277.0,55,38
P00345,2024-10-01,Instagram,Fichajes,Texto,0,21320.0,30067.0,1052,101,85,90.0,51,24
P00346,2024-10-01,Instagram,Cantera,Vídeo corto,0,21974.0,27813.0,880,50,98,88.0,25,10
P00347,2024-10-01,X,Previa,Texto,0,10547.0,13133.0,73,5,5,4.0,2,1
P00348,2024-10-01,Facebook,Institucional,Imagen,0,7799.0,11984.0,28,1,2,3.0,0,0
P00349,2024-10-01,Facebook,Institucional,Vídeo corto,0,12483.0,16291.0,107,8,9,5.0,4,1
P00350,2024-10-02,Instagram,Previa,Imagen,0,25620.0,39486.0,693,40,48,60.0,22,7
P00351,2024-10-02,Facebook,Patrocinador,Vídeo corto,0,19216.0,25031.0,121,7,8,14.0,4,1
P00352,2024-10-02,Facebook,Entrenamiento,Vídeo corto,0,10956.0,17624.0,93,6,7,7.0,2,1
P00353,2024-10-03,Instagram,Patrocinador,Carrusel,0,19101.0,26884.0,598,34,51,46.0,12,10
P00354,2024-10-03,Instagram,Institucional,Imagen,0,44121.0,61148.0,723,51,37,55.0,29,12
P00355,2024-10-03,X,Entrenamiento,Imagen,0,36319.0,47108.0,524,35,41,38.0,19,10
P00356,2024-10-03,TikTok,Resumen,Vídeo corto,0,12265.0,19759.0,1107,60,85,44.0,26,19
P00357,2024-10-03,TikTok,Directo,Vídeo corto,0,10815.0,16724.0,1458,79,143,96.0,35,20
P00358,2024-10-03,TikTok,Resumen,Vídeo corto,0,5823.0,8712.0,791,78,78,38.0,42,13
P00359,2024-10-03,TikTok,Cantera,Vídeo corto,0,4261.0,5539.0,337,27,26,7.0,15,4
P00360,2024-10-03,YouTube,Institucional,Vídeo largo,0,9503.0,13568.0,92,8,5,6.0,4,1
P00361,2024-10-04,Instagram,Efeméride,Imagen,0,25733.0,31563.0,612,41,70,57.0,20,8
P00362,2024-10-04,Instagram,Patrocinador,Vídeo corto,0,77714.0,120143.0,2855,207,214,200.0,112,53
P00363,2024-10-04,Instagram,Entrenamiento,Imagen,0,12412.0,18150.0,354,17,18,41.0,10,3
P00364,2024-10-04,Instagram,Afición,Carrusel,0,6760.0,8398.0,310,21,26,10.0,10,5
P00365,2024-10-04,X,Cantera,Imagen,0,28268.0,33685.0,247,16,22,17.0,6,5
P00366,2024-10-04,X,Efeméride,Texto,0,12495.0,14355.0,114,6,8,8.0,3,1
P00367,2024-10-04,YouTube,Afición,Vídeo largo,0,2098.0,2667.0,39,2,2,3.0,1,0
P00368,2024-10-05,Instagram,Resumen,Imagen,1,24679.0,30375.0,1552,114,136,33.0,79,12
P00369,2024-10-05,Instagram,Directo,Texto,1,16165.0,23483.0,630,40,50,65.0,29,3
P00370,2024-10-05,X,Entrenamiento,Carrusel,1,18706.0,21584.0,231,11,20,12.0,7,1
P00371,2024-10-05,X,Resumen,Imagen,1,29283.0,46031.0,351,25,22,50.0,19,3
P00372,2024-10-05,X,Resumen,Vídeo corto,1,14601.0,21001.0,477,38,34,22.0,23,7
P00373,2024-10-05,X,Directo,Imagen,1,36033.0,56235.0,981,74,50,122.0,51,14
P00374,2024-10-05,Facebook,Afición,Imagen,1,41216.0,56810.0,696,57,71,9.0,35,7
P00375,2024-10-05,TikTok,Directo,Vídeo corto,1,9950.0,14326.0,1420,85,80,117.0,56,16
P00376,2024-10-05,TikTok,Fichajes,Vídeo corto,1,9977.0,,1104,99,55,43.0,62,20
P00377,2024-10-05,TikTok,Resumen,Vídeo corto,1,5553.0,6301.0,1110,78,81,102.0,52,14
P00378,2024-10-05,TikTok,Resumen,Vídeo corto,1,10971.0,13747.0,2131,142,144,240.0,93,17
P00379,2024-10-05,YouTube,Directo,Vídeo largo,1,1581.0,2251.0,48,4,4,1.0,2,0
P00380,2024-10-06,Instagram,Patrocinador,Carrusel,0,31354.0,36905.0,704,45,49,102.0,27,9
P00381,2024-10-06,Instagram,Patrocinador,Imagen,0,47073.0,69898.0,786,60,77,17.0,32,14
P00382,2024-10-06,TikTok,Institucional,Vídeo corto,0,12071.0,14004.0,654,59,46,27.0,25,20
P00383,2024-10-06,YouTube,Entrenamiento,Vídeo largo,0,3280.0,4942.0,88,5,4,11.0,3,0
P00384,2024-10-07,Instagram,Fichajes,Vídeo corto,0,22878.0,36082.0,1850,152,154,39.0,97,23
P00385,2024-10-07,Instagram,Cantera,Vídeo corto,0,12315.0,18281.0,870,62,58,115.0,31,18
P00386,2024-10-07,Instagram,Previa,Vídeo corto,0,39553.0,58052.0,1684,100,82,199.0,61,24
P00387,2024-10-07,Facebook,Entrenamiento,Carrusel,0,10834.0,12805.0,118,6,9,9.0,2,1
P00388,2024-10-07,Facebook,Resumen,Vídeo largo,0,34622.0,56720.0,448,25,35,51.0,11,6
P00389,2024-10-07,tiktok,Previa,Vídeo corto,0,4807.0,6653.0,448,22,47,38.0,10,5
P00390,2024-10-08,Instagram,Efeméride,Vídeo largo,0,46330.0,51920.0,2126,198,183,182.0,107,38
P00391,2024-10-08,Instagram,Previa,Vídeo corto,0,31347.0,48759.0,1244,107,114,55.0,57,29
P00392,2024-10-08,Instagram,Patrocinador,Vídeo corto,0,32752.0,52919.0,938,47,53,78.0,24,14
P00393,2024-10-08,Instagram,Entrenamiento,Vídeo corto,0,22750.0,34630.0,1330,64,140,83.0,30,12
P00394,2024-10-08,X,Efeméride,Vídeo corto,0,42830.0,55551.0,805,67,64,54.0,39,13
P00395,2024-10-08,Facebook,Cantera,Imagen,0,15797.0,23886.0,82,6,8,5.0,3,1
P00396,2024-10-08,YouTube,Patrocinador,Vídeo corto,0,1764.0,2048.0,30,2,2,1.0,1,0
P00397,2024-10-08,YouTube,Efeméride,Vídeo corto,0,3003.0,3397.0,99,8,5,11.0,5,1
P00398,2024-10-09,X,Entrenamiento,Vídeo largo,0,44836.0,68804.0,632,59,62,26.0,34,15
P00399,2024-10-09,Facebook,Entrenamiento,Carrusel,0,15737.0,23350.0,75,3,5,9.0,1,0
P00400,2024-10-10,Instagram,Institucional,Carrusel,0,46354.0,53918.0,1061,66,55,157.0,29,21
P00401,2024-10-10,Instagram,Fichajes,Vídeo corto,0,14434.0,20056.0,1156,109,101,91.0,50,25
P00402,2024-10-10,Instagram,Efeméride,Vídeo corto,0,36436.0,54181.0,2618,139,251,247.0,68,29
P00403,2024-10-10,Instagram,Entrenamiento,Vídeo corto,0,63132.0,86329.0,2546,197,184,69.0,106,39
P00404,2024-10-10,X,Cantera,Vídeo corto,0,22135.0,28277.0,305,21,18,35.0,12,3
P00405,2024-10-10,X,Entrenamiento,Texto,0,16520.0,22064.0,90,6,4,13.0,3,1
P00406,2024-10-10,X,Efeméride,Imagen,0,18795.0,27540.0,221,16,18,25.0,9,3
P00407,2024-10-10,FACEBOOK,Resumen,Carrusel,0,14849.0,22222.0,288,21,26,12.0,10,4
P00408,2024-10-10,Facebook,Institucional,Imagen,0,6427.0,8532.0,32,3,1,3.0,1,0
P00409,2024-10-10,TikTok,Entrenamiento,Vídeo corto,0,10563.0,16522.0,1037,73,83,90.0,41,11
P00410,2024-10-11,x,Patrocinador,Imagen,0,10646.0,12880.0,71,4,5,11.0,1,1
P00411,2024-10-11,X,Directo,Imagen,0,18592.0,25157.0,350,23,31,15.0,10,7
P00412,2024-10-11,X,Efeméride,Carrusel,0,21580.0,32826.0,247,17,15,19.0,7,4
P00413,2024-10-11,Facebook,Previa,Vídeo corto,0,22107.0,27401.0,387,20,26,57.0,8,5
P00414,2024-10-11,Facebook,Fichajes,Carrusel,0,9483.0,11651.0,121,10,12,0.0,5,2
P00415,2024-10-11,Facebook,Cantera,Vídeo corto,0,21552.0,29919.0,219,12,16,24.0,6,3
P00416,2024-10-11,TikTok,Cantera,Vídeo corto,0,6633.0,8564.0,394,34,19,42.0,17,9
P00417,2024-10-11,TikTok,Cantera,Vídeo corto,0,8811.0,13440.0,461,42,46,35.0,21,7
P00418,2024-10-12,Instagram,Previa,Vídeo corto,1,17071.0,20256.0,605,56,41,18.0,21,13
P00419,2024-10-12,Instagram,Directo,Vídeo largo,1,33672.0,48519.0,1607,110,135,,40,37
P00420,2024-10-12,Instagram,Patrocinador,Vídeo corto,1,15676.0,23826.0,337,27,24,31.0,11,7
P00421,2024-10-12,X,Patrocinador,Texto,1,35605.0,56645.0,56,3,4,7.0,0,1
P00422,2024-10-12,X,Fichajes,Texto,1,15090.0,20357.0,203,15,12,13.0,5,5
P00423,2024-10-12,X,Resumen,Texto,1,16589.0,22288.0,178,16,10,5.0,4,6
P00424,2024-10-12,X,Afición,Imagen,1,21183.0,31775.0,241,16,13,23.0,4,6
P00425,2024-10-12,X,Afición,Vídeo corto,1,27350.0,39516.0,642,36,35,37.0,10,16
P00426,2024-10-12,X,Afición,Imagen,1,12747.0,14415.0,184,14,11,14.0,3,4
P00427,2024-10-12,Facebook,Entrenamiento,Imagen,1,9588.0,14307.0,51,2,4,4.0,0,0
P00428,2024-10-12,Facebook,Resumen,Imagen,1,37789.0,50515.0,383,33,38,0.0,13,9
P00429,2024-10-12,Facebook,Directo,Vídeo corto,1,23346.0,27817.0,323,22,31,33.0,5,5
P00430,2024-10-12,Facebook,Patrocinador,Carrusel,1,41184.0,61161.0,206,18,14,6.0,7,5
P00431,2024-10-12,TikTok,Patrocinador,Vídeo corto,1,7991.0,10476.0,248,21,13,26.0,7,8
P00432,2024-10-13,instagram,Entrenamiento,Texto,0,24124.0,29376.0,527,51,39,58.0,28,12
P00433,2024-10-13,Instagram,Institucional,Vídeo largo,0,36583.0,57879.0,401,29,21,35.0,18,5
P00434,2024-10-13,YouTube,Resumen,Vídeo largo,0,6331.0,8649.0,321,20,32,7.0,13,3
P00435,2024-10-14,Instagram,Patrocinador,Vídeo corto,0,17177.0,23788.0,525,43,45,14.0,24,7
P00436,2024-10-14,Instagram,Institucional,Imagen,0,27539.0,40222.0,573,43,49,10.0,26,9
P00437,2024-10-14,Instagram,Previa,Vídeo corto,0,22109.0,34000.0,-1,107,101,23.0,52,25
P00438,2024-10-14,X,Patrocinador,Imagen,0,43433.0,67097.0,174,12,8,20.0,5,2
P00439,2024-10-14,Facebook,Institucional,Imagen,0,7377.0,9835.0,31,1,2,3.0,0,0
P00440,2024-10-14,YouTube,Resumen,Vídeo largo,0,4615.0,7009.0,127,10,6,8.0,4,2
P00441,2024-10-15,Instagram,Previa,Vídeo largo,0,29099.0,40912.0,464,25,52,41.0,14,4
P00442,2024-10-15,Instagram,Entrenamiento,Vídeo corto,0,33120.0,46311.0,1364,106,151,120.0,55,22
P00443,2024-10-15,X,Patrocinador,Texto,0,9566.0,14185.0,64,5,4,4.0,2,1
P00444,2024-10-15,Facebook,Afición,Carrusel,0,7751.0,11156.0,81,4,8,10.0,2,0
P00445,2024-10-15,Facebook,Cantera,Vídeo corto,0,11852.0,15747.0,176,13,19,8.0,7,2
P00446,2024-10-15,YouTube,Institucional,Vídeo largo,0,8445.0,12595.0,76,6,8,5.0,3,1
P00447,2024-10-16,Instagram,Institucional,Vídeo corto,0,13413.0,18860.0,492,34,28,65.0,19,6
P00448,2024-10-16,X,Entrenamiento,Vídeo corto,0,30253.0,43465.0,669,39,60,71.0,21,8
P00449,2024-10-16,Facebook,Resumen,Imagen,0,57188.0,68507.0,758,47,40,93.0,27,9
P00450,2024-10-16,TikTok,Cantera,Vídeo corto,0,6181.0,9276.0,352,31,17,34.0,16,8
P00451,2024-10-16,YouTube,Efeméride,Vídeo corto,0,,3607.0,123,8,7,14.0,3,1
P00452,2024-10-16,YouTube,Previa,Vídeo largo,0,1228.0,1882.0,23,1,2,3.0,0,0
P00453,2024-10-16,YouTube,Previa,Vídeo largo,0,4008.0,5093.0,108,8,9,9.0,4,1
P00454,2024-10-17,Instagram,Fichajes,Texto,0,20869.0,26524.0,1614,119,158,0.0,66,28
P00455,2024-10-17,Instagram,Efeméride,Carrusel,0,33882.0,42494.0,2185,178,114,90.0,108,27
P00456,2024-10-17,Facebook,Patrocinador,Imagen,0,29429.0,45124.0,78,5,7,7.0,2,1
P00457,2024-10-17,TikTok,Efeméride,Vídeo corto,0,9369.0,12211.0,1038,62,87,27.0,32,14
P00458,2024-10-18,Instagram,Institucional,Imagen,0,13198.0,15483.0,358,26,32,20.0,15,6
P00459,2024-10-18,Instagram,Entrenamiento,Vídeo corto,0,35974.0,50368.0,2454,188,167,108.0,80,46
P00460,2024-10-18,Instagram,Efeméride,Texto,0,37036.0,46307.0,945,55,84,92.0,32,10
P00461,2024-10-18,X,Resumen,Carrusel,0,38192.0,56180.0,1036,63,98,126.0,29,17
P00462,2024-10-18,X,Cantera,Texto,0,16041.0,22566.0,78,4,5,7.0,2,0
P00463,2024-10-18,X,Cantera,Vídeo corto,0,20770.0,28467.0,265,15,16,20.0,8,3
P00464,2024-10-18,YouTube,Patrocinador,Vídeo corto,0,7189.0,10183.0,87,7,4,5.0,4,1
P00465,2024-10-19,Instagram,Resumen,Imagen,1,10730.0,15142.0,569,47,38,59.0,36,4
P00466,2024-10-19,X,Efeméride,Vídeo corto,1,14724.0,17255.0,261,20,22,15.0,12,4
P00467,2024-10-19,X,Previa,Imagen,1,29622.0,36557.0,440,31,22,39.0,22,3
P00468,2024-10-19,X,Resumen,Vídeo largo,1,10312.0,15889.0,278,14,28,14.0,9,2
P00469,2024-10-19,Facebook,Directo,Imagen,1,32702.0,49380.0,469,28,36,43.0,13,5
P00470,2024-10-19,Facebook,Previa,Vídeo corto,1,10900.0,16252.0,256,23,17,17.0,14,3
P00471,2024-10-19,Facebook,Directo,Vídeo corto,1,17422.0,22402.0,368,30,37,1.0,17,6
P00472,2024-10-19,Facebook,Resumen,Vídeo corto,1,24032.0,31558.0,463,34,28,32.0,22,5
P00473,2024-10-19,TikTok,Directo,Vídeo corto,1,12189.0,17599.0,1514,114,107,32.0,81,19
P00474,2024-10-19,TikTok,Directo,Vídeo corto,1,12041.0,14582.0,1271,73,74,74.0,55,6
P00475,2024-10-20,Instagram,Resumen,Carrusel,0,55399.0,64159.0,3167,261,242,91.0,131,81
P00476,2024-10-20,X,Afición,Texto,0,8353.0,10346.0,63,5,4,4.0,1,1
P00477,2024-10-20,X,Cantera,Texto,0,17273.0,20609.0,110,6,11,4.0,3,1
P00478,2024-10-20,X,Institucional,Vídeo largo,0,12065.0,19549.0,90,5,8,11.0,2,1
P00479,2024-10-20,X,Patrocinador,Vídeo corto,0,41927.0,58762.0,413,31,27,39.0,14,6
P00480,2024-10-20,Facebook,Fichajes,Vídeo corto,0,3751.0,4717.0,80,6,4,8.0,3,1
P00481,2024-10-20,Facebook,Cantera,Imagen,0,15525.0,20075.0,99,7,9,1.0,3,1
P00482,2024-10-20,Facebook,Entrenamiento,Carrusel,0,15886.0,22806.0,169,16,12,18.0,10,2
P00483,2024-10-20,TikTok,Cantera,Vídeo corto,0,14231.0,21302.0,883,48,52,80.0,26,12
P00484,2024-10-20,TikTok,Resumen,Vídeo corto,0,,4721.0,450,35,47,0.0,18,6
P00485,2024-10-20,tiktok,Patrocinador,Vídeo corto,0,9876.0,,299,25,19,35.0,12,6
P00486,2024-10-20,YouTube,Institucional,Vídeo largo,0,9545.0,12438.0,134,8,13,6.0,3,2
P00487,2024-10-20,YouTube,Patrocinador,Vídeo corto,0,7252.0,8699.0,160,9,13,22.0,6,1
P00488,2024-10-21,X,Resumen,Texto,0,20056.0,22807.0,329,20,26,17.0,11,4
P00489,2024-10-21,YouTube,Entrenamiento,Vídeo largo,0,1608.0,2342.0,28,1,1,3.0,0,0
P00490,2024-10-22,Instagram,Previa,Imagen,0,571800.0,643320.0,20832,1896,1296,66.0,34,19
P00491,2024-10-22,Instagram,Afición,Carrusel,0,12390.0,18878.0,704,62,62,69.0,29,17
P00492,2024-10-22,Instagram,Patrocinador,Imagen,0,16311.0,23851.0,258,21,13,37.0,10,3
P00493,2024-10-22,X,Patrocinador,Texto,0,75245.0,98146.0,110,9,7,14.0,5,1
P00494,2024-10-22,Facebook,Cantera,Carrusel,0,6009.0,6974.0,52,4,3,2.0,2,0
P00495,2024-10-22,Facebook,Patrocinador,Vídeo corto,0,25017.0,29371.0,384,30,20,44.0,15,7
P00496,2024-10-22,Facebook,Fichajes,Imagen,0,19284.0,31224.0,215,15,24,17.0,8,3
P00497,2024-10-22,Facebook,Entrenamiento,Carrusel,0,32701.0,44949.0,339,20,26,45.0,11,3
P00498,2024-10-23,Instagram,Directo,Imagen,0,41055.0,59180.0,1931,107,158,78.0,67,15
P00499,2024-10-23,Facebook,Entrenamiento,Carrusel,0,17326.0,20485.0,177,10,16,,5,2
P00500,2024-10-23,Facebook,Patrocinador,Vídeo corto,0,25443.0,40741.0,193,12,16,10.0,6,2
P00501,2024-10-23,Facebook,Fichajes,Carrusel,0,13199.0,17341.0,283,19,27,32.0,10,3
P00502,2024-10-23,TikTok,Afición,Vídeo corto,0,7361.0,10762.0,812,78,76,61.0,49,13
P00503,2024-10-23,TikTok,Patrocinador,Vídeo corto,0,4178.0,5041.0,188,15,16,11.0,7,4
P00504,2024-10-23,YouTube,Entrenamiento,Vídeo corto,0,4326.0,5142.0,87,8,9,7.0,3,1
P00505,2024-10-24,X,Previa,Vídeo largo,0,39389.0,50523.0,539,49,54,0.0,26,8
P00506,2024-10-24,X,Efeméride,Texto,0,8546.0,9882.0,87,5,5,10.0,2,0
P00507,2024-10-24,Facebook,Cantera,Carrusel,0,10354.0,12724.0,97,7,8,2.0,2,1
P00508,2024-10-25,INSTAGRAM,Cantera,Vídeo corto,0,27511.0,32072.0,1002,81,85,110.0,44,20
P00509,2024-10-25,Facebook,Afición,Imagen,0,29753.0,48812.0,406,29,38,35.0,16,6
P00510,2024-10-25,TikTok,Patrocinador,Vídeo corto,0,5072.0,6321.0,237,19,14,21.0,9,3
P00511,2024-10-26,Instagram,Previa,Imagen,1,18273.0,25842.0,411,41,29,37.0,11,16
P00512,2024-10-26,Instagram,Previa,Carrusel,1,34791.0,54418.0,1305,72,76,182.0,20,22
P00513,2024-10-26,X,Institucional,Carrusel,1,25036.0,38713.0,189,12,15,21.0,4,3
P00514,2024-10-26,X,Institucional,Texto,1,31658.0,42458.0,89,6,8,8.0,1,2
P00515,2024-10-26,X,Previa,Vídeo corto,1,15056.0,19965.0,199,13,20,21.0,4,4
P00516,2024-10-26,X,Directo,Imagen,1,14190.0,16319.0,342,23,21,18.0,5,8
P00517,2024-10-26,Facebook,Directo,Vídeo largo,1,18616.0,30557.0,134,9,7,12.0,3,2
