aficionado_id,semana,sesiones,duracion_media_min,pantallas_vistas,notificaciones_recibidas,notificaciones_abiertas,compras_entradas,gasto_tienda_eur
AF-34F4154B2A,2025-05-26,7,5.67,7.0,7,6,0,0.0
AF-34F4154B2A,2025-06-02,5,14.89,16.0,4,0,0,0.0
AF-34F4154B2A,2025-06-09,8,6.48,9.0,8,3,0,7.52
AF-4A517DC606,2024-08-12,1,4.02,3.0,6,1,0,0.0
AF-4A517DC606,2024-08-19,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2024-08-26,0,0.0,0.0,4,0,0,0.0
AF-4A517DC606,2024-09-02,0,0.0,0.0,3,0,0,0.0
AF-4A517DC606,2024-09-09,1,2.47,2.0,5,3,0,0.0
AF-4A517DC606,2024-09-16,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2024-09-23,0,0.0,0.0,2,0,0,0.0
AF-4A517DC606,2024-09-30,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2024-10-07,1,2.93,2.0,3,1,0,0.0
AF-4A517DC606,2024-10-14,1,4.54,6.0,2,0,0,0.0
AF-4A517DC606,2024-10-21,1,4.25,2.0,4,0,0,0.0
AF-4A517DC606,2024-10-28,0,0.0,0.0,3,0,0,0.0
AF-4A517DC606,2024-11-04,0,0.0,0.0,2,0,0,0.0
AF-4A517DC606,2024-11-11,0,0.0,0.0,2,0,0,0.0
AF-4A517DC606,2024-11-18,0,0.0,0.0,6,0,0,0.0
AF-4A517DC606,2024-11-25,0,0.0,0.0,6,0,0,0.0
AF-4A517DC606,2024-12-02,0,0.0,0.0,6,0,0,0.0
AF-4A517DC606,2024-12-09,0,0.0,0.0,3,0,0,0.0
AF-4A517DC606,2024-12-16,0,0.0,0.0,2,0,0,0.0
AF-4A517DC606,2024-12-23,1,5.63,15.0,3,1,0,0.0
AF-4A517DC606,2024-12-30,1,4.45,4.0,4,2,0,0.0
AF-4A517DC606,2025-01-06,0,0.0,0.0,2,0,0,0.0
AF-4A517DC606,2025-01-13,2,3.23,3.0,4,2,0,0.0
AF-4A517DC606,2025-01-20,0,0.0,0.0,3,0,0,0.0
AF-4A517DC606,2025-01-27,1,12.58,22.0,5,3,0,0.0
AF-4A517DC606,2025-02-03,1,0.3,1.0,5,1,0,0.0
AF-4A517DC606,2025-02-10,1,6.7,5.0,3,2,0,0.0
AF-4A517DC606,2025-02-17,2,2.07,7.0,2,0,1,0.0
AF-4A517DC606,2025-02-24,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2025-03-03,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2025-03-10,0,0.0,0.0,2,0,0,0.0
AF-4A517DC606,2025-03-17,2,8.4,12.0,4,2,0,0.0
AF-4A517DC606,2025-03-24,1,5.98,6.0,8,2,0,0.0
AF-4A517DC606,2025-03-31,1,3.21,7.0,4,1,0,0.0
AF-4A517DC606,2025-04-07,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2025-04-14,1,6.05,6.0,7,2,0,0.0
AF-4A517DC606,2025-04-21,2,2.85,3.0,7,1,0,0.0
AF-4A517DC606,2025-04-28,0,0.0,0.0,6,0,0,0.0
AF-4A517DC606,2025-05-05,0,0.0,0.0,5,0,0,0.0
AF-4A517DC606,2025-05-12,1,2.52,2.0,2,1,0,0.0
AF-4A517DC606,2025-05-19,0,0.0,0.0,4,0,0,0.0
AF-4A517DC606,2025-05-26,0,0.0,0.0,3,0,0,0.0
AF-4A517DC606,2025-06-02,0,0.0,0.0,4,0,0,0.0
AF-4A517DC606,2025-06-09,1,7.99,9.0,3,0,0,0.0
AF-2C5E0CD6CB,2024-08-12,18,3.87,5.0,7,2,1,0.0
AF-2C5E0CD6CB,2024-08-19,10,9.65,8.0,5,1,0,0.0
AF-2C5E0CD6CB,2024-08-26,4,14.62,26.0,3,3,1,0.0
AF-2C5E0CD6CB,2024-09-02,18,25.85,34.0,6,4,0,0.0
AF-2C5E0CD6CB,2024-09-09,4,6.17,4.0,7,5,0,0.0
AF-2C5E0CD6CB,2024-09-16,6,13.34,19.0,7,5,0,0.0
AF-2C5E0CD6CB,2024-09-23,4,17.25,26.0,5,5,0,0.0
AF-2C5E0CD6CB,2024-09-30,8,12.65,23.0,3,1,1,0.0
AF-2C5E0CD6CB,2024-10-07,7,10.39,10.0,4,3,0,0.0
AF-2C5E0CD6CB,2024-10-14,11,15.59,19.0,2,1,0,0.0
AF-2C5E0CD6CB,2024-10-21,10,38.39,64.0,5,4,0,0.0
AF-2C5E0CD6CB,2024-10-28,1,17.8,27.0,7,3,0,0.0
AF-2C5E0CD6CB,2024-11-04,10,12.48,17.0,3,2,0,0.0
AF-2C5E0CD6CB,2024-11-11,6,22.21,38.0,6,4,0,14.07
AF-2C5E0CD6CB,2024-11-18,9,3.62,3.0,7,3,0,0.0
AF-2C5E0CD6CB,2024-11-25,12,11.14,13.0,5,3,0,0.0
AF-2C5E0CD6CB,2024-12-02,8,13.72,21.0,5,4,0,0.0
AF-2C5E0CD6CB,2024-12-09,3,1.88,1.0,6,2,0,0.0
AF-2C5E0CD6CB,2024-12-16,8,7.55,5.0,7,5,0,0.0
AF-2C5E0CD6CB,2024-12-23,3,4.67,5.0,5,4,0,0.0
AF-2C5E0CD6CB,2024-12-30,11,9.71,15.0,6,3,0,0.0
AF-2C5E0CD6CB,2025-01-06,4,12.11,18.0,6,4,0,0.0
AF-2C5E0CD6CB,2025-01-13,6,5.63,9.0,5,4,0,0.0
AF-2C5E0CD6CB,2025-01-20,6,14.35,17.0,2,1,0,0.0
AF-2C5E0CD6CB,2025-01-27,9,15.79,22.0,8,5,0,0.0
AF-2C5E0CD6CB,2025-02-03,5,6.33,10.0,4,3,0,0.0
AF-2C5E0CD6CB,2025-02-10,6,0.75,2.0,3,2,0,0.0
AF-2C5E0CD6CB,2025-02-17,13,11.55,14.0,8,6,0,0.0
AF-2C5E0CD6CB,2025-02-24,8,15.62,20.0,3,1,0,0.0
AF-2C5E0CD6CB,2025-03-03,11,8.51,10.0,4,2,0,0.0
AF-2C5E0CD6CB,2025-03-10,9,23.87,38.0,8,2,1,0.0
AF-2C5E0CD6CB,2025-03-17,10,3.82,7.0,5,4,0,0.0
AF-2C5E0CD6CB,2025-03-24,11,9.48,11.0,8,3,0,0.0
AF-2C5E0CD6CB,2025-03-31,7,3.23,5.0,3,1,0,0.0
AF-2C5E0CD6CB,2025-04-07,5,7.06,7.0,3,3,0,0.0
AF-2C5E0CD6CB,2025-04-14,8,10.45,14.0,2,1,0,0.0
AF-2C5E0CD6CB,2025-04-21,7,14.36,28.0,8,6,0,0.0
AF-2C5E0CD6CB,2025-04-28,10,2.78,7.0,2,1,0,0.0
AF-2C5E0CD6CB,2025-05-05,6,7.43,14.0,4,2,0,0.0
AF-2C5E0CD6CB,2025-05-12,5,12.11,15.0,2,2,0,0.0
AF-2C5E0CD6CB,2025-05-19,7,1.79,1.0,3,1,0,0.0
AF-2C5E0CD6CB,2025-05-26,6,5.49,4.0,2,1,0,0.0
AF-2C5E0CD6CB,2025-06-02,6,7.3,7.0,4,1,0,0.0
AF-2C5E0CD6CB,2025-06-09,12,3.74,2.0,7,5,0,0.0
AF-32A91B7529,2024-08-12,3,3.45,4.0,8,3,0,0.0
AF-32A91B7529,2024-08-19,1,8.08,17.0,7,2,0,0.0
AF-32A91B7529,2024-08-26,2,3.25,6.0,6,3,0,0.0
AF-32A91B7529,2024-09-02,5,10.75,14.0,7,3,0,0.0
AF-32A91B7529,2024-09-09,4,3.44,6.0,2,0,0,0.0
AF-32A91B7529,2024-09-16,1,3.47,3.0,7,3,0,0.0
AF-32A91B7529,2024-09-23,5,10.65,18.0,5,1,0,0.0
AF-32A91B7529,2024-09-30,3,1.25,2.0,8,2,1,0.0
AF-32A91B7529,2024-10-07,2,0.9,1.0,6,2,0,0.0
AF-32A91B7529,2024-10-14,6,1.33,3.0,2,2,0,0.0
AF-32A91B7529,2024-10-21,1,3.9,9.0,2,0,0,0.0
AF-32A91B7529,2024-10-28,1,7.48,5.0,7,3,0,0.0
AF-32A91B7529,2024-11-04,3,9.31,8.0,2,0,0,0.0
AF-32A91B7529,2024-11-11,2,3.08,4.0,8,4,0,0.0
AF-32A91B7529,2024-11-18,3,3.46,4.0,3,1,1,0.0
AF-32A91B7529,2024-11-25,2,1.42,4.0,6,2,0,0.0
AF-32A91B7529,2024-12-02,3,7.06,8.0,5,1,0,0.0
AF-32A91B7529,2024-12-09,2,2.81,1.0,8,3,0,0.0
AF-32A91B7529,2024-12-16,2,14.55,15.0,2,0,0,0.0
AF-32A91B7529,2024-12-23,1,1.63,1.0,4,0,0,0.0
AF-32A91B7529,2024-12-30,5,9.12,21.0,3,2,0,0.0
AF-32A91B7529,2025-01-06,5,3.02,5.0,7,1,0,0.0
AF-32A91B7529,2025-01-13,2,6.2,8.0,4,3,0,0.0
AF-32A91B7529,2025-01-20,6,10.42,19.0,2,1,0,0.0
AF-32A91B7529,2025-01-27,4,9.8,19.0,4,0,0,0.0
AF-32A91B7529,2025-02-03,2,8.06,7.0,3,2,0,0.0
AF-32A91B7529,2025-02-10,5,3.18,3.0,5,3,1,0.0
AF-32A91B7529,2025-02-17,2,5.12,7.0,7,3,0,0.0
AF-32A91B7529,2025-02-24,4,3.81,5.0,4,1,0,0.0
AF-32A91B7529,2025-03-03,1,4.9,4.0,8,1,0,0.0
AF-32A91B7529,2025-03-10,2,5.79,11.0,5,1,0,0.0
AF-32A91B7529,2025-03-17,6,8.73,9.0,8,3,0,0.0
AF-32A91B7529,2025-03-24,2,3.76,5.0,5,3,0,0.0
AF-32A91B7529,2025-03-31,1,12.0,15.0,6,2,0,0.0
AF-32A91B7529,2025-04-07,2,5.22,7.0,4,1,0,0.0
AF-32A91B7529,2025-04-14,2,3.03,6.0,2,1,0,0.0
AF-32A91B7529,2025-04-21,3,1.86,4.0,2,0,0,0.0
AF-32A91B7529,2025-04-28,4,12.22,12.0,2,1,0,0.0
AF-32A91B7529,2025-05-05,5,2.1,1.0,2,1,0,0.0
AF-32A91B7529,2025-05-12,4,2.11,1.0,7,3,0,0.0
AF-32A91B7529,2025-05-19,1,2.17,2.0,5,1,0,0.0
AF-32A91B7529,2025-05-26,4,7.08,19.0,3,0,0,0.0
AF-32A91B7529,2025-06-02,4,6.21,7.0,8,3,0,0.0
AF-32A91B7529,2025-06-09,4,6.56,2.0,4,2,1,0.55
AF-6208D16BFB,2024-08-12,1,6.94,9.0,4,1,0,0.0
AF-6208D16BFB,2024-08-19,2,3.1,6.0,6,3,0,0.0
AF-6208D16BFB,2024-08-26,4,2.81,4.0,3,2,0,0.0
AF-6208D16BFB,2024-09-02,2,2.43,2.0,7,1,0,0.0
AF-6208D16BFB,2024-09-09,1,5.93,5.0,4,2,0,0.0
AF-6208D16BFB,2024-09-16,0,0.0,0.0,4,0,0,0.0
AF-6208D16BFB,2024-09-23,1,4.99,5.0,2,0,0,0.0
AF-6208D16BFB,2024-09-30,4,3.15,1.0,2,1,0,0.0
AF-6208D16BFB,2024-10-07,1,2.15,4.0,5,0,0,0.0
AF-6208D16BFB,2024-10-14,1,2.28,2.0,6,4,0,0.0
AF-6208D16BFB,2024-10-21,3,4.38,4.0,2,1,0,0.0
AF-6208D16BFB,2024-10-28,0,0.0,0.0,5,0,0,0.0
AF-6208D16BFB,2024-11-04,0,0.0,0.0,3,0,0,0.0
AF-6208D16BFB,2024-11-11,1,2.41,2.0,7,2,0,0.0
AF-6208D16BFB,2024-11-18,1,1.03,3.0,6,2,0,0.0
AF-6208D16BFB,2024-11-25,4,2.56,2.0,2,0,1,0.0
AF-6208D16BFB,2024-12-02,0,0.0,0.0,3,0,0,0.0
AF-6208D16BFB,2024-12-09,1,9.43,13.0,7,1,0,0.0
AF-6208D16BFB,2024-12-16,2,9.65,18.0,4,0,0,0.0
AF-6208D16BFB,2024-12-23,3,4.58,4.0,7,1,0,0.0
AF-6208D16BFB,2024-12-30,0,0.0,0.0,2,0,0,0.0
AF-6208D16BFB,2025-01-06,1,1.98,1.0,3,1,0,0.0
AF-6208D16BFB,2025-01-13,5,2.38,4.0,7,1,0,0.0
AF-6208D16BFB,2025-01-20,0,0.0,0.0,3,0,0,0.0
AF-6208D16BFB,2025-01-27,3,3.22,3.0,2,1,0,0.0
AF-6208D16BFB,2025-02-03,2,0.3,2.0,4,0,0,0.0
AF-6208D16BFB,2025-02-10,1,3.05,4.0,5,1,0,0.0
AF-6208D16BFB,2025-02-17,3,1.51,1.0,2,0,0,0.0
AF-6208D16BFB,2025-02-24,0,0.0,0.0,3,0,0,0.0
AF-6208D16BFB,2025-03-03,2,4.46,4.0,7,1,0,0.0
AF-6208D16BFB,2025-03-10,4,9.89,7.0,5,2,0,0.0
AF-6208D16BFB,2025-03-17,2,3.68,4.0,5,1,0,0.0
AF-6208D16BFB,2025-03-24,1,1.07,1.0,4,2,0,0.0
AF-6208D16BFB,2025-03-31,2,4.72,9.0,8,2,0,0.0
AF-6208D16BFB,2025-04-07,0,0.0,0.0,6,0,0,0.0
AF-6208D16BFB,2025-04-14,0,0.0,0.0,5,0,0,0.0
AF-6208D16BFB,2025-04-21,0,0.0,0.0,6,0,0,0.0
AF-6208D16BFB,2025-04-28,2,11.57,17.0,5,1,0,0.0
AF-6208D16BFB,2025-05-05,0,0.0,0.0,3,0,0,0.0
AF-6208D16BFB,2025-05-12,3,0.55,1.0,7,0,0,0.0
AF-6208D16BFB,2025-05-19,1,1.5,2.0,3,0,0,0.0
AF-6208D16BFB,2025-05-26,0,0.0,0.0,2,0,0,0.0
AF-6208D16BFB,2025-06-02,2,2.6,4.0,2,0,0,0.0
AF-6208D16BFB,2025-06-09,0,0.0,0.0,4,0,0,0.0
AF-6D7CB56261,2024-08-12,1,1.73,1.0,4,0,0,0.0
AF-6D7CB56261,2024-08-19,1,5.19,7.0,4,0,0,0.0
AF-6D7CB56261,2024-08-26,0,0.0,0.0,4,0,0,0.0
AF-6D7CB56261,2024-09-02,0,0.0,0.0,5,0,0,0.0
AF-6D7CB56261,2024-09-09,0,0.0,0.0,5,0,0,0.0
AF-6D7CB56261,2024-09-16,0,0.0,0.0,2,0,0,0.0
AF-6D7CB56261,2024-09-23,1,5.9,3.0,3,0,0,0.0
AF-6D7CB56261,2024-09-30,1,5.74,3.0,7,1,0,0.0
AF-6D7CB56261,2024-10-07,1,5.29,7.0,3,1,0,0.0
AF-6D7CB56261,2024-10-14,2,8.47,11.0,6,2,0,0.0
AF-6D7CB56261,2024-10-21,0,0.0,0.0,2,0,0,0.0
AF-6D7CB56261,2024-10-28,0,0.0,0.0,3,0,0,0.0
AF-6D7CB56261,2024-11-04,0,0.0,0.0,6,0,0,0.0
AF-6D7CB56261,2024-11-11,2,1.58,2.0,7,2,0,0.0
AF-6D7CB56261,2024-11-18,0,0.0,0.0,5,0,0,0.0
AF-6D7CB56261,2024-11-25,3,4.33,7.0,5,2,1,0.0
AF-6D7CB56261,2024-12-02,4,3.6,7.0,2,1,0,0.0
AF-6D7CB56261,2024-12-09,0,0.0,0.0,3,0,0,0.0
AF-6D7CB56261,2024-12-16,1,5.02,11.0,5,1,0,0.0
AF-6D7CB56261,2024-12-23,2,1.75,1.0,4,2,0,0.0
AF-6D7CB56261,2024-12-30,0,0.0,0.0,4,0,0,0.0
AF-6D7CB56261,2025-01-06,4,3.36,3.0,3,1,0,0.0
AF-6D7CB56261,2025-01-13,2,9.83,13.0,4,1,0,0.0
AF-6D7CB56261,2025-01-20,1,2.28,1.0,5,0,0,0.0
AF-6D7CB56261,2025-01-27,1,1.84,4.0,7,2,0,0.0
AF-6D7CB56261,2025-02-03,0,0.0,0.0,5,0,0,0.0
AF-6D7CB56261,2025-02-10,2,2.68,3.0,2,1,0,0.0
AF-6D7CB56261,2025-02-17,1,4.56,13.0,3,0,0,0.0
AF-6D7CB56261,2025-02-24,1,1.99,1.0,4,2,0,0.0
AF-6D7CB56261,2025-03-03,0,0.0,0.0,3,0,0,0.0
AF-6D7CB56261,2025-03-10,2,0.53,1.0,3,2,0,0.0
AF-6D7CB56261,2025-03-17,0,0.0,0.0,4,0,0,0.0
AF-6D7CB56261,2025-03-24,1,9.6,13.0,2,0,0,0.0
AF-6D7CB56261,2025-03-31,0,0.0,0.0,5,0,0,0.0
AF-6D7CB56261,2025-04-07,0,0.0,0.0,4,0,0,0.0
AF-6D7CB56261,2025-04-14,2,10.2,9.0,8,0,0,0.0
AF-6D7CB56261,2025-04-21,2,2.97,2.0,5,0,0,0.0
AF-6D7CB56261,2025-04-28,1,4.65,9.0,2,1,0,0.0
AF-6D7CB56261,2025-05-05,1,1.99,2.0,2,0,0,0.0
AF-6D7CB56261,2025-05-12,4,6.75,6.0,4,1,0,0.0
AF-6D7CB56261,2025-05-19,1,3.3,3.0,4,3,0,0.0
AF-6D7CB56261,2025-05-26,3,8.01,16.0,3,1,0,0.0
AF-6D7CB56261,2025-06-02,1,1.89,3.0,7,1,0,0.0
AF-6D7CB56261,2025-06-09,1,0.46,1.0,5,2,0,0.0
AF-22BE0089F9,2024-08-12,7,29.54,39.0,8,3,0,0.0
AF-22BE0089F9,2024-08-19,5,8.18,5.0,5,2,0,0.0
AF-22BE0089F9,2024-08-26,5,11.39,15.0,5,2,0,0.0
AF-22BE0089F9,2024-09-02,7,2.37,4.0,2,2,0,0.0
AF-22BE0089F9,2024-09-09,3,5.59,10.0,4,3,0,0.0
AF-22BE0089F9,2024-09-16,3,45.0,65.0,8,5,0,0.0
AF-22BE0089F9,2024-09-23,4,16.62,24.0,7,4,0,0.0
AF-22BE0089F9,2024-09-30,10,10.24,19.0,8,5,0,0.0
AF-22BE0089F9,2024-10-07,8,11.85,12.0,3,2,0,0.0
AF-22BE0089F9,2024-10-14,6,0.55,1.0,3,2,0,0.0
AF-22BE0089F9,2024-10-21,6,9.7,17.0,5,4,0,0.0
AF-22BE0089F9,2024-10-28,5,6.0,6.0,7,3,0,0.0
AF-22BE0089F9,2024-11-04,4,7.86,15.0,3,1,0,0.0
AF-22BE0089F9,2024-11-11,13,9.99,19.0,5,3,0,0.0
AF-22BE0089F9,2024-11-18,9,1.3,3.0,6,3,1,0.0
AF-22BE0089F9,2024-11-25,6,2.77,4.0,5,3,0,0.0
AF-22BE0089F9,2024-12-02,4,23.65,27.0,8,7,0,0.0
AF-22BE0089F9,2024-12-09,1,9.12,19.0,4,2,0,0.0
AF-22BE0089F9,2024-12-16,9,13.54,17.0,5,3,0,0.0
AF-22BE0089F9,2024-12-23,6,7.01,9.0,6,3,0,0.0
AF-22BE0089F9,2024-12-30,11,9.05,10.0,4,2,0,0.0
AF-22BE0089F9,2025-01-06,13,8.37,17.0,4,3,0,0.0
AF-22BE0089F9,2025-01-13,5,6.34,2.0,4,3,0,0.0
AF-22BE0089F9,2025-01-20,6,9.9,13.0,7,6,0,0.0
AF-22BE0089F9,2025-01-27,10,17.14,31.0,5,3,0,0.0
AF-22BE0089F9,2025-02-03,0,0.0,0.0,4,0,0,0.0
AF-22BE0089F9,2025-02-10,10,3.29,8.0,5,3,0,0.0
AF-22BE0089F9,2025-02-17,8,6.03,6.0,2,2,1,0.0
AF-22BE0089F9,2025-02-24,4,5.97,18.0,7,4,0,0.0
AF-22BE0089F9,2025-03-03,9,7.37,9.0,3,2,0,15.07
AF-22BE0089F9,2025-03-10,4,19.55,27.0,7,5,0,0.0
AF-22BE0089F9,2025-03-17,8,3.97,7.0,4,3,0,0.0
AF-22BE0089F9,2025-03-24,6,7.48,4.0,7,6,0,0.0
AF-22BE0089F9,2025-03-31,5,12.39,17.0,7,1,1,0.0
AF-22BE0089F9,2025-04-07,3,2.74,3.0,8,4,0,0.0
AF-22BE0089F9,2025-04-14,8,9.3,12.0,4,2,0,0.0
AF-22BE0089F9,2025-04-21,10,17.37,24.0,4,2,0,0.0
AF-22BE0089F9,2025-04-28,7,11.48,30.0,8,5,0,0.0
AF-22BE0089F9,2025-05-05,7,2.19,7.0,4,1,0,0.0
AF-22BE0089F9,2025-05-12,5,9.33,13.0,7,3,0,0.0
AF-22BE0089F9,2025-05-19,4,4.39,7.0,8,4,0,0.0
AF-22BE0089F9,2025-05-26,8,11.58,19.0,7,4,0,0.0
AF-22BE0089F9,2025-06-02,9,10.55,15.0,8,3,0,0.0
AF-22BE0089F9,2025-06-09,6,9.85,20.0,5,2,0,0.0
AF-600BB58746,2024-08-12,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2024-08-19,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2024-08-26,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-09-02,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-09-09,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2024-09-16,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-09-23,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2024-09-30,0,0.0,0.0,2,0,0,0.0
AF-600BB58746,2024-10-07,1,1.86,2.0,8,0,0,0.0
AF-600BB58746,2024-10-14,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2024-10-21,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2024-10-28,0,0.0,0.0,2,0,0,0.0
AF-600BB58746,2024-11-04,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-11-11,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-11-18,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-11-25,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-12-02,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2024-12-09,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2024-12-16,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2024-12-23,1,2.73,2.0,4,0,0,0.0
AF-600BB58746,2024-12-30,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-01-06,1,1.79,1.0,4,2,0,0.0
AF-600BB58746,2025-01-13,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2025-01-20,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2025-01-27,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-02-03,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-02-10,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-02-17,0,0.0,0.0,2,0,0,0.0
AF-600BB58746,2025-02-24,0,0.0,0.0,4,0,0,0.0
AF-600BB58746,2025-03-03,0,0.0,0.0,4,0,0,0.0
AF-600BB58746,2025-03-10,0,0.0,0.0,2,0,0,0.0
AF-600BB58746,2025-03-17,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-03-24,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2025-03-31,0,0.0,0.0,5,0,0,0.0
AF-600BB58746,2025-04-07,1,1.86,3.0,6,0,0,0.0
AF-600BB58746,2025-04-14,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-04-21,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2025-04-28,2,3.12,6.0,2,1,0,0.0
AF-600BB58746,2025-05-05,0,0.0,0.0,2,0,0,0.0
AF-600BB58746,2025-05-12,0,0.0,0.0,6,0,0,0.0
AF-600BB58746,2025-05-19,0,0.0,0.0,3,0,0,0.0
AF-600BB58746,2025-05-26,0,0.0,0.0,4,0,0,0.0
AF-600BB58746,2025-06-02,1,3.98,6.0,2,2,0,0.0
AF-600BB58746,2025-06-09,2,5.4,8.0,4,1,0,0.0
AF-4A556848A6,2024-08-12,8,7.47,8.0,3,2,0,99.9
AF-4A556848A6,2024-08-19,2,9.8,15.0,8,4,0,0.0
AF-4A556848A6,2024-08-26,3,6.52,10.0,3,1,1,0.0
AF-4A556848A6,2024-09-02,3,5.83,6.0,8,5,0,0.0
AF-4A556848A6,2024-09-09,2,1.73,1.0,2,1,0,0.0
AF-4A556848A6,2024-09-16,4,3.36,4.0,3,1,0,0.0
AF-4A556848A6,2024-09-23,1,5.38,11.0,5,2,0,0.0
AF-4A556848A6,2024-09-30,3,10.63,23.0,2,0,0,0.0
AF-4A556848A6,2024-10-07,4,3.54,3.0,6,2,0,0.0
AF-4A556848A6,2024-10-14,5,10.2,20.0,3,1,0,0.0
AF-4A556848A6,2024-10-21,2,5.1,2.0,7,1,0,0.0
AF-4A556848A6,2024-10-28,2,6.32,8.0,2,0,0,0.0
AF-4A556848A6,2024-11-04,1,1.34,2.0,6,3,1,0.0
AF-4A556848A6,2024-11-11,3,7.38,9.0,7,3,1,0.0
AF-4A556848A6,2024-11-18,4,6.7,8.0,8,0,0,0.0
AF-4A556848A6,2024-11-25,10,11.9,14.0,2,2,1,0.0
AF-4A556848A6,2024-12-02,8,6.33,8.0,4,3,0,0.0
AF-4A556848A6,2024-12-09,2,5.55,5.0,8,3,0,0.0
AF-4A556848A6,2024-12-16,4,3.63,2.0,6,2,0,0.0
AF-4A556848A6,2024-12-23,6,3.74,5.0,7,5,0,0.0
AF-4A556848A6,2024-12-30,7,2.51,2.0,7,4,0,0.0
AF-4A556848A6,2025-01-06,6,9.42,11.0,8,2,0,0.0
AF-4A556848A6,2025-01-13,2,3.13,11.0,6,2,0,0.0
AF-4A556848A6,2025-01-20,6,8.65,9.0,6,2,0,0.0
AF-4A556848A6,2025-01-27,4,8.98,15.0,6,5,0,0.0
AF-4A556848A6,2025-02-03,2,3.7,5.0,6,1,0,0.0
AF-4A556848A6,2025-02-10,4,2.24,1.0,4,4,0,0.0
AF-4A556848A6,2025-02-17,2,11.32,12.0,6,4,0,0.0
AF-4A556848A6,2025-02-24,4,7.53,15.0,4,2,1,0.0
AF-4A556848A6,2025-03-03,3,8.07,8.0,5,1,1,0.0
AF-4A556848A6,2025-03-10,6,2.07,3.0,2,0,0,0.0
AF-4A556848A6,2025-03-17,3,6.26,12.0,2,0,0,0.0
AF-4A556848A6,2025-03-24,0,0.0,0.0,3,0,0,0.0
AF-4A556848A6,2025-03-31,6,14.45,21.0,7,2,0,0.0
AF-4A556848A6,2025-04-07,2,5.79,7.0,7,3,0,0.0
AF-4A556848A6,2025-04-14,9,14.38,23.0,8,4,0,0.0
AF-4A556848A6,2025-04-21,7,4.52,4.0,2,0,0,0.0
AF-4A556848A6,2025-04-28,3,5.61,6.0,6,1,0,0.0
AF-4A556848A6,2025-05-05,6,5.32,8.0,5,3,0,0.0
AF-4A556848A6,2025-05-12,2,21.2,31.0,7,2,0,0.0
AF-4A556848A6,2025-05-19,4,9.0,6.0,6,4,0,0.0
AF-4A556848A6,2025-05-26,5,2.61,1.0,7,2,0,0.0
AF-4A556848A6,2025-06-02,6,4.6,8.0,4,0,0,0.0
AF-4A556848A6,2025-06-09,2,1.56,2.0,5,2,0,0.0
AF-402AD584CD,2024-08-12,2,4.67,5.0,6,0,0,0.0
AF-402AD584CD,2024-08-19,0,0.0,0.0,2,0,0,0.0
AF-402AD584CD,2024-08-26,4,4.14,7.0,5,0,0,0.0
AF-402AD584CD,2024-09-02,5,3.4,4.0,8,3,0,0.0
AF-402AD584CD,2024-09-09,4,5.43,11.0,6,3,0,0.0
AF-402AD584CD,2024-09-16,1,5.34,12.0,8,0,0,0.0
AF-402AD584CD,2024-09-23,2,3.73,10.0,7,2,0,0.0
AF-402AD584CD,2024-09-30,5,10.17,15.0,6,2,0,0.0
AF-402AD584CD,2024-10-07,1,9.85,13.0,6,2,0,0.0
AF-402AD584CD,2024-10-14,11,2.06,3.0,3,2,0,0.0
AF-402AD584CD,2024-10-21,4,4.48,9.0,8,4,1,0.0
AF-402AD584CD,2024-10-28,3,8.09,15.0,5,3,0,0.0
AF-402AD584CD,2024-11-04,1,2.42,2.0,3,1,0,0.0
AF-402AD584CD,2024-11-11,3,4.37,9.0,8,3,0,0.0
