aficionado_id,segmento_real,tramo_edad,sexo,tipo_abono,antiguedad_anios,provincia
AF-18E12F0877,Aficionado latente,25-34,Mujer,No socio,6.0,A Coruña
AF-7E9BA07756,Consumidor de resultados,25-34,Hombre,No socio,3.0,Asturias
AF-8E61A08FF2,Hincha digital intensivo,18-24,Mujer,Abonado,4.0,A Coruña
AF-3E86F37048,Consumidor de resultados,18-24,Mujer,Socio digital,11.0,Madrid
AF-C2C72E4F69,Consumidor de resultados,18-24,Mujer,No socio,4.0,A Coruña
AF-5F0A0060C9,Consumidor de resultados,45-54,Mujer,Abonado,18.0,A Coruña
AF-55F2EBDC8C,Aficionado latente,25-34,Mujer,Abonado,6.0,A Coruña
AF-ECFDDC9758,Comprador de servicios,25-34,Mujer,Socio digital,2.0,Ourense
AF-67613077CA,Hincha digital intensivo,35-44,Hombre,Abonado,19.0,Pontevedra
AF-D2552496E5,Comprador de servicios,55+,Hombre,Socio digital,8.0,A Coruña
AF-59B8D10F7D,Consumidor de resultados,35-44,Hombre,Socio digital,2.0,Pontevedra
AF-D8F0A475CF,Comprador de servicios,35-44,Mujer,Abonado,10.0,A Coruña
AF-6CD8CF4A21,Consumidor de resultados,35-44,Hombre,No socio,16.0,A Coruña
AF-C9F39C1ED2,Consumidor de resultados,25-34,Mujer,No socio,14.0,A Coruña
AF-7DDE00B981,Hincha digital intensivo,25-34,Hombre,No socio,3.0,A Coruña
AF-5D7E6788EA,Aficionado latente,25-34,Mujer,No socio,2.0,A Coruña
AF-29C3C53493,Aficionado latente,25-34,Hombre,Socio digital,5.0,A Coruña
AF-AB085FFE9D,Hincha digital intensivo,25-34,Hombre,Socio digital,3.0,Pontevedra
AF-CED4C7BE18,Hincha digital intensivo,25-34,Hombre,No socio,5.0,A Coruña
AF-720D45D3AD,Comprador de servicios,25-34,Hombre,Abonado,11.0,A Coruña
AF-9796D898E8,Consumidor de resultados,55+,Hombre,Socio digital,10.0,Barcelona
AF-8462CBCD11,Consumidor de resultados,35-44,Hombre,Socio digital,6.0,A Coruña
AF-7BDAD8F932,Consumidor de resultados,25-34,Hombre,Socio digital,5.0,Madrid
AF-03762F3BB4,Aficionado latente,35-44,Hombre,No socio,5.0,A Coruña
AF-20A9CA7871,Aficionado latente,25-34,Mujer,No socio,10.0,Ourense
AF-8E88BA8A16,Comprador de servicios,25-34,Hombre,Abonado,8.0,Asturias
AF-EECCE260D9,Hincha digital intensivo,35-44,Hombre,No socio,3.0,A Coruña
AF-FCAD3EDDDB,Comprador de servicios,35-44,Hombre,Abonado,4.0,Ourense
AF-0111738FFA,Aficionado latente,35-44,Hombre,Abonado,6.0,Madrid
AF-84A6606C05,Hincha digital intensivo,25-34,Hombre,No socio,9.0,A Coruña
AF-726BAB374E,Aficionado latente,25-34,Hombre,Abonado,6.0,Pontevedra
AF-D41FD58C26,Consumidor de resultados,55+,Mujer,No socio,2.0,A Coruña
AF-458AB9E5A2,Consumidor de resultados,18-24,Mujer,Socio digital,7.0,A Coruña
AF-904A34E3A4,Comprador de servicios,45-54,Hombre,Abonado,5.0,Pontevedra
AF-00BC714C5D,Comprador de servicios,25-34,Hombre,Abonado,11.0,Ourense
AF-D9DDFDB5D5,Comprador de servicios,35-44,Hombre,No socio,3.0,A Coruña
AF-0B4AC5DB6A,Aficionado latente,45-54,Hombre,Socio digital,21.0,Pontevedra
AF-7ED928D619,Consumidor de resultados,25-34,Hombre,Abonado,2.0,A Coruña
AF-DD0CD0D166,Aficionado latente,35-44,Mujer,No socio,3.0,Madrid
AF-73B3943BA2,Hincha digital intensivo,18-24,Hombre,Abonado,3.0,Lugo
AF-BA66C3835B,Comprador de servicios,35-44,Mujer,Abonado,4.0,A Coruña
AF-2815D39260,Comprador de servicios,45-54,Hombre,Abonado,8.0,Madrid
AF-60831D4818,Consumidor de resultados,45-54,Hombre,No socio,6.0,Pontevedra
AF-C9CBEEA8D8,Comprador de servicios,35-44,Mujer,Abonado,6.0,Otras
AF-B4C295C57A,Comprador de servicios,35-44,Mujer,Abonado,10.0,A Coruña
AF-7B0CB7D7CC,Aficionado latente,18-24,Hombre,No socio,6.0,Otras
AF-D526264E23,Aficionado latente,55+,Mujer,Abonado,4.0,Otras
AF-EB8E9EE952,Aficionado latente,18-24,Mujer,Abonado,6.0,A Coruña
AF-888DAD15D5,Comprador de servicios,35-44,Hombre,Abonado,16.0,Asturias
AF-B65CAD3B6D,Consumidor de resultados,25-34,Hombre,No socio,7.0,Pontevedra
AF-2943D09E9B,Hincha digital intensivo,25-34,Mujer,Abonado,2.0,Asturias
AF-4751412723,Hincha digital intensivo,25-34,Hombre,Socio digital,8.0,A Coruña
AF-059CA66583,Consumidor de resultados,55+,Mujer,No socio,2.0,A Coruña
AF-27EBA3089B,Aficionado latente,25-34,Mujer,No socio,10.0,A Coruña
AF-2628656763,Consumidor de resultados,45-54,Hombre,Socio digital,12.0,A Coruña
AF-D39637D5B4,Hincha digital intensivo,18-24,Mujer,Socio digital,6.0,A Coruña
AF-4102267151,Comprador de servicios,35-44,Hombre,Abonado,11.0,Lugo
AF-7E033842E2,Comprador de servicios,35-44,Mujer,Abonado,2.0,Pontevedra
AF-9C32E89097,Hincha digital intensivo,18-24,Mujer,No socio,4.0,Lugo
AF-A963AD08D2,Consumidor de resultados,25-34,Mujer,Socio digital,12.0,A Coruña
AF-E8A89D0519,Hincha digital intensivo,18-24,Mujer,Abonado,9.0,Barcelona
AF-D4A8A1E4BD,Comprador de servicios,35-44,Hombre,Socio digital,6.0,A Coruña
AF-9E7489D6B8,Consumidor de resultados,35-44,Hombre,No socio,1.0,A Coruña
AF-4FB4571648,Consumidor de resultados,35-44,Mujer,No socio,9.0,A Coruña
AF-553ACB8B1B,Consumidor de resultados,45-54,Mujer,No socio,4.0,Lugo
AF-5987FC9E2D,Aficionado latente,35-44,Mujer,No socio,4.0,Otras
AF-DB0819D155,Hincha digital intensivo,18-24,Mujer,No socio,4.0,A Coruña
AF-B09FB446E3,Hincha digital intensivo,45-54,Hombre,Abonado,1.0,Ourense
AF-F205E2718D,Consumidor de resultados,55+,Mujer,Socio digital,5.0,Lugo
AF-BAE512B0EB,Aficionado latente,35-44,Mujer,No socio,12.0,A Coruña
AF-F2C8071FFD,Hincha digital intensivo,35-44,Hombre,Abonado,6.0,A Coruña
AF-78B842C605,Consumidor de resultados,45-54,Hombre,Abonado,0.0,A Coruña
AF-5F45F8E1B7,Aficionado latente,18-24,Hombre,No socio,14.0,Pontevedra
AF-BED79B928A,Aficionado latente,25-34,Hombre,Socio digital,16.0,Otras
AF-7BDE69CEED,Consumidor de resultados,35-44,Hombre,Socio digital,11.0,Pontevedra
AF-1E19BCA10C,Hincha digital intensivo,55+,Mujer,Abonado,10.0,Ourense
AF-1026E625A3,Comprador de servicios,25-34,Hombre,Abonado,21.0,A Coruña
AF-C2E44A7EF9,Comprador de servicios,35-44,Hombre,Abonado,12.0,A Coruña
AF-793B7228F8,Comprador de servicios,55+,Mujer,Socio digital,4.0,Pontevedra
AF-D30DFE1CA4,Aficionado latente,18-24,Hombre,No socio,5.0,Ourense
AF-C6A3BFEBC0,Comprador de servicios,35-44,Hombre,Abonado,7.0,Pontevedra
AF-992EB0EF4C,Consumidor de resultados,25-34,Hombre,Abonado,2.0,A Coruña
AF-E233B7A0A7,Hincha digital intensivo,25-34,Mujer,Abonado,7.0,Asturias
AF-D2CFE82CF0,Hincha digital intensivo,18-24,Hombre,Abonado,13.0,Lugo
AF-2A8FDD834A,Hincha digital intensivo,25-34,Hombre,Socio digital,7.0,Pontevedra
AF-38D0EEF4F8,Comprador de servicios,45-54,Mujer,Abonado,2.0,Madrid
AF-4E9B4E9B17,Consumidor de resultados,55+,Hombre,No socio,3.0,A Coruña
AF-B5B9EBE6AB,Aficionado latente,55+,Hombre,No socio,8.0,A Coruña
AF-A9D038F2CA,Comprador de servicios,45-54,Mujer,Abonado,1.0,Otras
AF-701BFB20FC,Consumidor de resultados,25-34,Hombre,No socio,7.0,Otras
AF-19E26A1D9B,Hincha digital intensivo,55+,Hombre,No socio,24.0,A Coruña
AF-34A6D1DFE1,Comprador de servicios,35-44,Hombre,Abonado,7.0,A Coruña
AF-6CF7ED4E31,Aficionado latente,45-54,Hombre,Abonado,9.0,Pontevedra
AF-D4812056DA,Consumidor de resultados,25-34,Hombre,No socio,2.0,A Coruña
AF-1B37904844,Consumidor de resultados,45-54,Hombre,No socio,7.0,A Coruña
AF-1861F92B84,Aficionado latente,25-34,Hombre,Socio digital,7.0,Madrid
AF-2766DA3912,Aficionado latente,25-34,Hombre,No socio,2.0,Lugo
AF-BBA4AD9A29,Aficionado latente,25-34,Hombre,No socio,4.0,A Coruña
AF-CB502B2653,Hincha digital intensivo,25-34,Mujer,No socio,4.0,Otras
AF-615A26D23B,Aficionado latente,18-24,Mujer,Abonado,7.0,A Coruña
AF-508301F7A4,Consumidor de resultados,45-54,Mujer,Socio digital,7.0,A Coruña
AF-E506FB0B5B,Consumidor de resultados,45-54,Hombre,No socio,12.0,Ourense
AF-873F9F3CFE,Consumidor de resultados,25-34,Hombre,No socio,9.0,A Coruña
AF-12FA143294,Hincha digital intensivo,45-54,Hombre,No socio,7.0,A Coruña
AF-B8AE9590A6,Comprador de servicios,35-44,Hombre,Abonado,22.0,Lugo
AF-AE86BFAAA9,Comprador de servicios,35-44,Hombre,No socio,11.0,A Coruña
AF-FEB5BD5D9D,Aficionado latente,55+,Mujer,No socio,17.0,A Coruña
AF-84C284C488,Consumidor de resultados,55+,Mujer,No socio,8.0,A Coruña
AF-B5037B172D,Hincha digital intensivo,25-34,Hombre,No socio,1.0,A Coruña
AF-C93EC18D53,Comprador de servicios,25-34,Hombre,Abonado,4.0,Asturias
AF-0EF78F399C,Aficionado latente,18-24,Mujer,No socio,4.0,Madrid
AF-EC06C49A1E,Consumidor de resultados,55+,Mujer,Abonado,5.0,A Coruña
AF-37BE65B678,Aficionado latente,25-34,Hombre,No socio,10.0,A Coruña
AF-41088CF5D8,Comprador de servicios,45-54,Mujer,Abonado,5.0,A Coruña
AF-4FA4691EDF,Consumidor de resultados,18-24,Mujer,Abonado,6.0,Otras
AF-6461685C3C,Aficionado latente,25-34,Hombre,No socio,15.0,Madrid
AF-EEC77204DC,Consumidor de resultados,55+,Hombre,Abonado,12.0,Pontevedra
AF-99901FA73C,Aficionado latente,25-34,Mujer,No socio,7.0,Lugo
AF-C9372170CB,Consumidor de resultados,25-34,Hombre,Socio digital,10.0,Ourense
AF-C4F0A7B022,Comprador de servicios,35-44,Hombre,Abonado,7.0,A Coruña
AF-89CA51108A,Comprador de servicios,35-44,Hombre,Abonado,12.0,Otras
AF-70D7A6AB31,Consumidor de resultados,25-34,Hombre,No socio,5.0,Madrid
AF-B80470AFFF,Hincha digital intensivo,35-44,Mujer,Socio digital,6.0,Ourense
AF-A163928B6B,Consumidor de resultados,35-44,Hombre,Abonado,8.0,Barcelona
AF-D98676D7FD,Aficionado latente,45-54,Hombre,No socio,13.0,Otras
AF-60DBB8ECB0,Hincha digital intensivo,18-24,Hombre,Socio digital,5.0,A Coruña
AF-8A34A140DF,Consumidor de resultados,25-34,Hombre,No socio,12.0,A Coruña
AF-07F9EEAB2B,Hincha digital intensivo,25-34,Hombre,No socio,2.0,Pontevedra
AF-DB9356FFA0,Consumidor de resultados,55+,Hombre,Abonado,6.0,Otras
AF-0BE48FF27F,Hincha digital intensivo,35-44,Mujer,Abonado,4.0,Otras
AF-19D6808718,Consumidor de resultados,45-54,Mujer,No socio,17.0,A Coruña
AF-96BF5E6760,Hincha digital intensivo,25-34,Hombre,No socio,3.0,A Coruña
AF-0FCB0832DC,Hincha digital intensivo,25-34,Hombre,No socio,10.0,A Coruña
AF-F4FDAB6E70,Aficionado latente,25-34,Hombre,Socio digital,9.0,Pontevedra
AF-4365D154DA,Consumidor de resultados,45-54,Mujer,No socio,5.0,A Coruña
AF-704845ED89,Consumidor de resultados,35-44,Hombre,No socio,12.0,Otras
AF-DAAB6FFE3D,Consumidor de resultados,25-34,Hombre,Abonado,2.0,A Coruña
AF-F0194A4D43,Consumidor de resultados,45-54,Hombre,No socio,13.0,A Coruña
AF-FAA97FC643,Aficionado latente,18-24,Mujer,Socio digital,7.0,Pontevedra
AF-03D634CA98,Aficionado latente,35-44,Hombre,No socio,4.0,Pontevedra
AF-22943BFCEF,Aficionado latente,35-44,Hombre,Socio digital,5.0,Madrid
AF-4A93FE6190,Consumidor de resultados,35-44,Hombre,No socio,13.0,Lugo
AF-483CA29082,Consumidor de resultados,35-44,Hombre,No socio,3.0,Barcelona
AF-B76471C88F,Consumidor de resultados,45-54,Hombre,Socio digital,4.0,Pontevedra
AF-499D2E6E40,Aficionado latente,25-34,Hombre,No socio,15.0,Otras
AF-0D057E3DE5,Consumidor de resultados,35-44,Mujer,No socio,2.0,A Coruña
AF-39084F7A21,Consumidor de resultados,18-24,Mujer,Socio digital,5.0,Lugo
AF-30BE22DFD7,Consumidor de resultados,25-34,Mujer,No socio,9.0,A Coruña
AF-BFACCABAAF,Consumidor de resultados,18-24,Mujer,Socio digital,2.0,A Coruña
AF-51866E949E,Comprador de servicios,45-54,Hombre,Abonado,10.0,Madrid
AF-9EBE1888BD,Hincha digital intensivo,18-24,Hombre,Abonado,9.0,A Coruña
AF-FF88D0731A,Aficionado latente,55+,Mujer,No socio,17.0,A Coruña
AF-130B2A515C,Comprador de servicios,35-44,Hombre,Abonado,5.0,Pontevedra
AF-3670E00446,Comprador de servicios,45-54,Mujer,Abonado,3.0,A Coruña
AF-F03361363C,Consumidor de resultados,18-24,Mujer,No socio,10.0,Madrid
AF-25D59959DF,Comprador de servicios,35-44,Hombre,Abonado,4.0,A Coruña
AF-279F89F604,Aficionado latente,25-34,Hombre,No socio,5.0,Madrid
AF-4873F34A84,Comprador de servicios,25-34,Hombre,Abonado,8.0,A Coruña
AF-2716298DF0,Hincha digital intensivo,25-34,Hombre,Socio digital,3.0,A Coruña
AF-2B0497B464,Comprador de servicios,45-54,Mujer,Abonado,18.0,Ourense
AF-ED86437C03,Consumidor de resultados,35-44,Hombre,No socio,5.0,Pontevedra
AF-853D36E33D,Comprador de servicios,45-54,Mujer,Socio digital,9.0,Pontevedra
AF-CAD73F7733,Aficionado latente,25-34,Hombre,Socio digital,14.0,A Coruña
AF-FABEBEC4A8,Consumidor de resultados,25-34,Hombre,No socio,7.0,Ourense
AF-605939DEF4,Hincha digital intensivo,55+,Hombre,Socio digital,6.0,Lugo
AF-D5A6C63BAF,Comprador de servicios,35-44,Hombre,Abonado,12.0,Pontevedra
AF-61616B8224,Aficionado latente,25-34,Hombre,Socio digital,7.0,Lugo
AF-B0AF6EF266,Comprador de servicios,45-54,Hombre,Socio digital,4.0,Otras
AF-33F3C6A6EB,Consumidor de resultados,55+,Hombre,Abonado,3.0,A Coruña
AF-992B008339,Comprador de servicios,55+,Hombre,Abonado,2.0,Pontevedra
AF-CCA56DB742,Consumidor de resultados,25-34,Mujer,Abonado,7.0,Madrid
AF-73A82986B4,Aficionado latente,35-44,Mujer,Abonado,7.0,A Coruña
AF-411CCC972A,Hincha digital intensivo,25-34,Hombre,Socio digital,11.0,A Coruña
AF-BC2E7E9522,Comprador de servicios,45-54,Hombre,Socio digital,9.0,Lugo
AF-C97ADEEAFA,Consumidor de resultados,18-24,Hombre,No socio,6.0,A Coruña
AF-7A0C082147,Aficionado latente,35-44,Hombre,Socio digital,5.0,A Coruña
AF-B865AC68B8,Consumidor de resultados,35-44,Hombre,Socio digital,5.0,Madrid
AF-6D6D5DD585,Consumidor de resultados,55+,Hombre,Abonado,8.0,Lugo
AF-A5BCAA21AA,Hincha digital intensivo,25-34,Mujer,Socio digital,4.0,Madrid
AF-2709F3A6AE,Consumidor de resultados,45-54,Hombre,Socio digital,5.0,Pontevedra
AF-D67A3466DB,Consumidor de resultados,45-54,Hombre,Abonado,7.0,Pontevedra
AF-666FF1AF72,Aficionado latente,55+,Hombre,Abonado,9.0,Lugo
AF-9B396B4AC8,Hincha digital intensivo,25-34,Hombre,No socio,3.0,A Coruña
AF-C8F99B68A8,Consumidor de resultados,25-34,Hombre,No socio,1.0,A Coruña
AF-4E051C1234,Aficionado latente,35-44,Hombre,No socio,9.0,Pontevedra
AF-CCAD65DC85,Consumidor de resultados,18-24,Hombre,No socio,6.0,Madrid
AF-E58B5E305C,Hincha digital intensivo,18-24,Mujer,Socio digital,15.0,A Coruña
AF-2D318F03BF,Aficionado latente,35-44,Hombre,Socio digital,8.0,A Coruña
AF-A71DF0D306,Comprador de servicios,35-44,Hombre,Abonado,0.0,A Coruña
AF-E94D66D8D3,Hincha digital intensivo,25-34,Mujer,Socio digital,9.0,A Coruña
AF-6085D9B28F,Comprador de servicios,35-44,Hombre,Abonado,3.0,A Coruña
AF-750D117732,Consumidor de resultados,35-44,Hombre,Socio digital,8.0,A Coruña
AF-4ACB7D54DA,Hincha digital intensivo,25-34,Hombre,No socio,6.0,Madrid
AF-2C73FA4BD9,Hincha digital intensivo,35-44,Hombre,No socio,12.0,Otras
AF-84880B8446,Aficionado latente,45-54,Hombre,Socio digital,6.0,A Coruña
AF-31846F2740,Aficionado latente,55+,Mujer,No socio,7.0,Pontevedra
AF-3EC455D7F5,Hincha digital intensivo,45-54,Mujer,Abonado,2.0,Otras
AF-EF7CDBE0E4,Aficionado latente,55+,Hombre,No socio,12.0,A Coruña
AF-B2117015C6,Comprador de servicios,35-44,Mujer,No socio,3.0,Madrid
AF-7425A4BA73,Comprador de servicios,45-54,Hombre,Abonado,4.0,Asturias
AF-97461CE226,Aficionado latente,18-24,Hombre,Abonado,3.0,A Coruña
AF-26725729A2,Hincha digital intensivo,25-34,Hombre,No socio,6.0,Pontevedra
AF-E643716928,Aficionado latente,45-54,Mujer,Abonado,4.0,Lugo
AF-EE669B5438,Aficionado latente,55+,Hombre,Socio digital,3.0,Pontevedra
AF-942B80F7DF,Comprador de servicios,35-44,Mujer,Abonado,11.0,A Coruña
AF-9B38096B16,Consumidor de resultados,55+,Hombre,No socio,11.0,Ourense
AF-A2B6DEE9D6,Aficionado latente,18-24,Mujer,Abonado,4.0,Madrid
AF-7211CAF04E,Consumidor de resultados,25-34,Hombre,No socio,6.0,Asturias
AF-32B6B8F809,Comprador de servicios,35-44,Hombre,Abonado,2.0,A Coruña
AF-6031C61A44,Consumidor de resultados,45-54,Hombre,No socio,6.0,A Coruña
AF-6D0E90AC99,Consumidor de resultados,18-24,Hombre,Socio digital,6.0,Asturias
AF-2FB03E3AE9,Consumidor de resultados,18-24,Hombre,Socio digital,6.0,Pontevedra
AF-A1D89D1E17,Aficionado latente,45-54,Mujer,No socio,8.0,A Coruña
AF-74C32E08F3,Comprador de servicios,45-54,Hombre,Socio digital,1.0,Madrid
AF-7A81E970BD,Aficionado latente,25-34,Hombre,No socio,8.0,A Coruña
AF-5D71B1690F,Comprador de servicios,55+,Hombre,Socio digital,13.0,Madrid
AF-AD1ABBB16A,Hincha digital intensivo,35-44,Hombre,No socio,14.0,A Coruña
AF-9DB67598D7,Comprador de servicios,55+,Hombre,Abonado,5.0,A Coruña
AF-AC49CE43FC,Comprador de servicios,25-34,Mujer,Abonado,12.0,Madrid
AF-89D81DE43B,Hincha digital intensivo,18-24,Mujer,Socio digital,16.0,A Coruña
AF-4F09C94F6B,Consumidor de resultados,45-54,Hombre,No socio,2.0,A Coruña
AF-B2B8EF2BE1,Consumidor de resultados,35-44,Mujer,No socio,11.0,A Coruña
AF-837767BE25,Consumidor de resultados,55+,Hombre,No socio,9.0,Madrid
AF-49B98FC918,Consumidor de resultados,55+,Mujer,Abonado,8.0,Barcelona
AF-4A5049FDAB,Aficionado latente,25-34,Hombre,Abonado,19.0,A Coruña
AF-F80DBCEDBE,Comprador de servicios,55+,Hombre,Abonado,7.0,Ourense
AF-F5D77309A8,Consumidor de resultados,45-54,Mujer,Abonado,7.0,A Coruña
AF-D019E6F21E,Consumidor de resultados,18-24,Mujer,No socio,3.0,Madrid
AF-D65191B26C,Hincha digital intensivo,35-44,Hombre,No socio,6.0,Pontevedra
AF-076E09C67B,Comprador de servicios,45-54,Hombre,No socio,8.0,Madrid
AF-EDC9062F13,Consumidor de resultados,45-54,Hombre,No socio,5.0,Ourense
AF-785C76ACA5,Consumidor de resultados,55+,Hombre,Socio digital,14.0,A Coruña
AF-4964E872B3,Aficionado latente,55+,Hombre,No socio,7.0,Madrid
AF-85017B25B8,Aficionado latente,18-24,Hombre,Abonado,5.0,Pontevedra
AF-ECAE472D86,Hincha digital intensivo,18-24,Mujer,Socio digital,2.0,A Coruña
AF-9F6CAF40B7,Hincha digital intensivo,25-34,Hombre,No socio,10.0,A Coruña
AF-12623AE27D,Comprador de servicios,35-44,Hombre,Abonado,20.0,Madrid
AF-2D0CAF1507,Hincha digital intensivo,35-44,Hombre,Socio digital,7.0,A Coruña
AF-41E7C879CB,Comprador de servicios,25-34,Hombre,Abonado,3.0,A Coruña
AF-A4EEECF670,Hincha digital intensivo,25-34,Hombre,No socio,10.0,A Coruña
AF-445D60A9A5,Hincha digital intensivo,18-24,Mujer,Abonado,11.0,Lugo
AF-D33A020946,Hincha digital intensivo,25-34,Hombre,Socio digital,8.0,A Coruña
AF-71DE95CC9E,Comprador de servicios,35-44,Hombre,Abonado,5.0,A Coruña
AF-20F26FED39,Aficionado latente,18-24,Hombre,Abonado,6.0,Ourense
AF-A16A59BF40,Aficionado latente,25-34,Hombre,No socio,10.0,A Coruña
AF-E6B1572580,Comprador de servicios,35-44,Hombre,No socio,11.0,A Coruña
AF-5AB22884B3,Hincha digital intensivo,25-34,Hombre,Abonado,2.0,A Coruña
AF-D5545C86D5,Hincha digital intensivo,45-54,Hombre,No socio,9.0,A Coruña
AF-E8471D527C,Aficionado latente,35-44,Mujer,No socio,12.0,A Coruña
AF-623F68C917,Aficionado latente,18-24,Hombre,No socio,10.0,Asturias
AF-5ED170D014,Comprador de servicios,35-44,Hombre,Abonado,4.0,A Coruña
AF-7757FC21A2,Consumidor de resultados,35-44,Hombre,Socio digital,13.0,Otras
AF-8F88B5FC29,Hincha digital intensivo,25-34,Mujer,Abonado,7.0,A Coruña
AF-262CEEA441,Hincha digital intensivo,35-44,Hombre,No socio,12.0,Barcelona
AF-09F8233C0A,Consumidor de resultados,45-54,Hombre,No socio,7.0,A Coruña
AF-47DD2669D9,Comprador de servicios,45-54,Hombre,Abonado,19.0,A Coruña
AF-806A463418,Comprador de servicios,55+,Mujer,Abonado,13.0,A Coruña
AF-E0A8AA3606,Consumidor de resultados,25-34,Mujer,No socio,3.0,Otras
AF-61B7EE7B98,Comprador de servicios,45-54,Mujer,Abonado,7.0,A Coruña
AF-118042060B,Consumidor de resultados,35-44,Mujer,Socio digital,11.0,Pontevedra
AF-3EB5B4557D,Aficionado latente,18-24,Mujer,No socio,3.0,Pontevedra
AF-4EC82DA97D,Hincha digital intensivo,25-34,Hombre,Socio digital,6.0,A Coruña
AF-04D0F10B98,Consumidor de resultados,25-34,Hombre,Socio digital,6.0,Pontevedra
AF-C245DC3177,Aficionado latente,35-44,Hombre,No socio,5.0,Ourense
AF-04DBEBA3C5,Comprador de servicios,25-34,Hombre,Abonado,6.0,Barcelona
AF-B6CE9C5AFC,Consumidor de resultados,25-34,Mujer,No socio,14.0,Barcelona
AF-4FEBC00860,Consumidor de resultados,45-54,Hombre,Abonado,1.0,Lugo
AF-946C2AC3B0,Consumidor de resultados,55+,Hombre,No socio,9.0,Madrid
AF-F7815FC299,Hincha digital intensivo,35-44,Mujer,Socio digital,26.0,A Coruña
AF-228374CD90,Hincha digital intensivo,25-34,Mujer,No socio,1.0,Pontevedra
AF-69E234ECF6,Consumidor de resultados,45-54,Hombre,Abonado,7.0,A Coruña
AF-5057911E8E,Aficionado latente,25-34,Hombre,Abonado,19.0,A Coruña
AF-027ECD0846,Consumidor de resultados,35-44,Mujer,Abonado,10.0,A Coruña
AF-3D1827CA97,Consumidor de resultados,35-44,Mujer,No socio,14.0,Asturias
AF-3A97ABB22B,Comprador de servicios,25-34,Hombre,Abonado,3.0,Pontevedra
AF-C487B546D4,Comprador de servicios,25-34,Mujer,Socio digital,12.0,Ourense
AF-17D1B3DB60,Hincha digital intensivo,18-24,Hombre,Abonado,29.0,Pontevedra
AF-CB99CADC91,Hincha digital intensivo,18-24,Hombre,Socio digital,10.0,A Coruña
AF-0F2D8761CA,Hincha digital intensivo,25-34,Hombre,No socio,7.0,A Coruña
AF-0A5B837F85,Consumidor de resultados,25-34,Mujer,No socio,5.0,Pontevedra
AF-02C82EFF49,Consumidor de resultados,35-44,Hombre,No socio,2.0,Pontevedra
AF-D1FA14B7A6,Consumidor de resultados,55+,Mujer,Abonado,6.0,A Coruña
AF-B6A9ABC3B4,Hincha digital intensivo,35-44,Mujer,Abonado,2.0,Otras
AF-FB5CBC2F98,Hincha digital intensivo,35-44,Hombre,Socio digital,12.0,A Coruña
AF-1A96AEB0B6,Comprador de servicios,55+,Mujer,Abonado,12.0,Otras
AF-7730FD8905,Consumidor de resultados,55+,Hombre,No socio,5.0,Barcelona
AF-B6E1A8468B,Comprador de servicios,35-44,Mujer,Abonado,6.0,Barcelona
AF-643B8C46A6,Aficionado latente,35-44,Hombre,No socio,3.0,Pontevedra
AF-8A1E1404DE,Comprador de servicios,45-54,Hombre,Abonado,11.0,Madrid
AF-784620D50D,Consumidor de resultados,18-24,Hombre,Socio digital,13.0,Madrid
AF-90A22B1047,Consumidor de resultados,35-44,Hombre,No socio,2.0,Lugo
AF-95C66B4A9F,Hincha digital intensivo,18-24,Hombre,Socio digital,2.0,A Coruña
AF-565236F9D3,Hincha digital intensivo,35-44,Hombre,No socio,1.0,Pontevedra
AF-4534C1FDBB,Consumidor de resultados,25-34,Hombre,No socio,7.0,Lugo
AF-771D836FA3,Comprador de servicios,18-24,Mujer,Abonado,14.0,Madrid
AF-2C86A8F215,Comprador de servicios,45-54,Mujer,No socio,5.0,A Coruña
AF-39AB1EBECF,Aficionado latente,45-54,Mujer,No socio,11.0,A Coruña
AF-9AEC85D6A7,Comprador de servicios,35-44,Mujer,Socio digital,6.0,Ourense
AF-2135549A0A,Aficionado latente,35-44,Mujer,Abonado,8.0,Madrid
AF-E25A1063D1,Consumidor de resultados,55+,Mujer,No socio,3.0,A Coruña
AF-06E796FFEA,Comprador de servicios,45-54,Hombre,Abonado,3.0,A Coruña
AF-063725924D,Hincha digital intensivo,35-44,Hombre,Socio digital,4.0,A Coruña
AF-3005BC14AD,Aficionado latente,35-44,Hombre,Socio digital,7.0,Pontevedra
AF-7168C9948C,Aficionado latente,55+,Hombre,No socio,12.0,Madrid
AF-22BCC89F0E,Consumidor de resultados,45-54,Hombre,Abonado,10.0,Lugo
AF-783CEED859,Consumidor de resultados,55+,Mujer,Abonado,9.0,Pontevedra
AF-3C8BF629BC,Comprador de servicios,35-44,Hombre,Abonado,15.0,Madrid
AF-7E6B957EEC,Aficionado latente,45-54,Hombre,No socio,5.0,A Coruña
AF-EDE444A92F,Consumidor de resultados,55+,Hombre,No socio,3.0,Barcelona
AF-43EE528EDF,Aficionado latente,25-34,Mujer,Abonado,5.0,A Coruña
AF-BDA0BD8B3A,Aficionado latente,45-54,Mujer,Socio digital,2.0,A Coruña
AF-8ACBF0FB02,Aficionado latente,18-24,Hombre,No socio,8.0,A Coruña
AF-C0C696BEE6,Comprador de servicios,35-44,Mujer,Abonado,7.0,A Coruña
AF-5726AA5B69,Hincha digital intensivo,18-24,Hombre,No socio,1.0,Asturias
AF-61D4F0275F,Consumidor de resultados,55+,Mujer,No socio,5.0,A Coruña
AF-FD169E6D4F,Consumidor de resultados,18-24,Hombre,No socio,20.0,Madrid
