post_id,fecha,plataforma,tipo_contenido,formato,es_dia_partido,alcance,impresiones,likes,comentarios,compartidos,guardados,comentarios_positivos,comentarios_negativos,interacciones,engagement_rate,atipico
P00402,2024-10-10,Instagram,Efeméride,Vídeo corto,0,36436.0,54181.0,2618.0,139,251,247.0,68,29,3255.0,0.08933472389944011,False
P00403,2024-10-10,Instagram,Entrenamiento,Vídeo corto,0,63132.0,86329.0,2546.0,197,184,69.0,106,39,2996.0,0.04745612367737439,False
P00404,2024-10-10,X,Cantera,Vídeo corto,0,22135.0,28277.0,305.0,21,18,35.0,12,3,379.0,0.017122204653264063,False
P00405,2024-10-10,X,Entrenamiento,Texto,0,16520.0,22064.0,90.0,6,4,13.0,3,1,113.0,0.006840193704600484,False
P00406,2024-10-10,X,Efeméride,Imagen,0,18795.0,27540.0,221.0,16,18,25.0,9,3,280.0,0.0148975791433892,False
P00407,2024-10-10,Facebook,Resumen,Carrusel,0,14849.0,22222.0,288.0,21,26,12.0,10,4,347.0,0.023368577008552764,False
P00408,2024-10-10,Facebook,Institucional,Imagen,0,6427.0,8532.0,32.0,3,1,3.0,1,0,39.0,0.006068149992220321,False
P00409,2024-10-10,TikTok,Entrenamiento,Vídeo corto,0,10563.0,16522.0,1037.0,73,83,90.0,41,11,1283.0,0.1214617059547477,False
P00410,2024-10-11,X,Patrocinador,Imagen,0,10646.0,12880.0,71.0,4,5,11.0,1,1,91.0,0.008547811384557581,False
P00411,2024-10-11,X,Directo,Imagen,0,18592.0,25157.0,350.0,23,31,15.0,10,7,419.0,0.02253657487091222,False
P00412,2024-10-11,X,Efeméride,Carrusel,0,21580.0,32826.0,247.0,17,15,19.0,7,4,298.0,0.01380908248378128,False
P00413,2024-10-11,Facebook,Previa,Vídeo corto,0,22107.0,27401.0,387.0,20,26,57.0,8,5,490.0,0.022164925136834487,False
P00414,2024-10-11,Facebook,Fichajes,Carrusel,0,9483.0,11651.0,121.0,10,12,0.0,5,2,143.0,0.01507961615522514,False
P00415,2024-10-11,Facebook,Cantera,Vídeo corto,0,21552.0,29919.0,219.0,12,16,24.0,6,3,271.0,0.012574239049740163,False
P00416,2024-10-11,TikTok,Cantera,Vídeo corto,0,6633.0,8564.0,394.0,34,19,42.0,17,9,489.0,0.07372229760289462,False
P00417,2024-10-11,TikTok,Cantera,Vídeo corto,0,8811.0,13440.0,461.0,42,46,35.0,21,7,584.0,0.06628078538190897,False
P00418,2024-10-12,Instagram,Previa,Vídeo corto,1,17071.0,20256.0,605.0,56,41,18.0,21,13,720.0,0.04217679104914768,False
P00419,2024-10-12,Instagram,Directo,Vídeo largo,1,33672.0,48519.0,1607.0,110,135,93.5,40,37,1945.5,0.05777797576621525,False
P00420,2024-10-12,Instagram,Patrocinador,Vídeo corto,1,15676.0,23826.0,337.0,27,24,31.0,11,7,419.0,0.026728757336055117,False
P00421,2024-10-12,X,Patrocinador,Texto,1,35605.0,56645.0,56.0,3,4,7.0,0,1,70.0,0.001966016008987502,False
P00422,2024-10-12,X,Fichajes,Texto,1,15090.0,20357.0,203.0,15,12,13.0,5,5,243.0,0.01610337972166998,False
P00423,2024-10-12,X,Resumen,Texto,1,16589.0,22288.0,178.0,16,10,5.0,4,6,209.0,0.012598709988546628,False
P00424,2024-10-12,X,Afición,Imagen,1,21183.0,31775.0,241.0,16,13,23.0,4,6,293.0,0.013831846291837795,False
P00425,2024-10-12,X,Afición,Vídeo corto,1,27350.0,39516.0,642.0,36,35,37.0,10,16,750.0,0.027422303473491772,False
P00426,2024-10-12,X,Afición,Imagen,1,12747.0,14415.0,184.0,14,11,14.0,3,4,223.0,0.01749431238722837,False
P00427,2024-10-12,Facebook,Entrenamiento,Imagen,1,9588.0,14307.0,51.0,2,4,4.0,0,0,61.0,0.006362119315811431,False
P00428,2024-10-12,Facebook,Resumen,Imagen,1,37789.0,50515.0,383.0,33,38,0.0,13,9,454.0,0.012014078170896293,False
P00429,2024-10-12,Facebook,Directo,Vídeo corto,1,23346.0,27817.0,323.0,22,31,33.0,5,5,409.0,0.01751906108112739,False
P00430,2024-10-12,Facebook,Patrocinador,Carrusel,1,41184.0,61161.0,206.0,18,14,6.0,7,5,244.0,0.005924630924630925,False
P00431,2024-10-12,TikTok,Patrocinador,Vídeo corto,1,7991.0,10476.0,248.0,21,13,26.0,7,8,308.0,0.038543361281441625,False
P00432,2024-10-13,Instagram,Entrenamiento,Texto,0,24124.0,29376.0,527.0,51,39,58.0,28,12,675.0,0.027980434422152214,False
P00433,2024-10-13,Instagram,Institucional,Vídeo largo,0,36583.0,57879.0,401.0,29,21,35.0,18,5,486.0,0.013284859087554328,False
P00434,2024-10-13,YouTube,Resumen,Vídeo largo,0,6331.0,8649.0,321.0,20,32,7.0,13,3,380.0,0.06002211341020376,False
P00435,2024-10-14,Instagram,Patrocinador,Vídeo corto,0,17177.0,23788.0,525.0,43,45,14.0,24,7,627.0,0.03650229958665657,False
P00436,2024-10-14,Instagram,Institucional,Imagen,0,27539.0,40222.0,573.0,43,49,10.0,26,9,675.0,0.02451069392497912,False
P00437,2024-10-14,Instagram,Previa,Vídeo corto,0,22109.0,34000.0,1237.0,107,101,23.0,52,25,1468.0,0.0663982993351124,False
P00438,2024-10-14,X,Patrocinador,Imagen,0,43433.0,67097.0,174.0,12,8,20.0,5,2,214.0,0.004927129141436235,False
P00439,2024-10-14,Facebook,Institucional,Imagen,0,7377.0,9835.0,31.0,1,2,3.0,0,0,37.0,0.005015588992815507,False
P00440,2024-10-14,YouTube,Resumen,Vídeo largo,0,4615.0,7009.0,127.0,10,6,8.0,4,2,151.0,0.03271939328277357,False
P00441,2024-10-15,Instagram,Previa,Vídeo largo,0,29099.0,40912.0,464.0,25,52,41.0,14,4,582.0,0.02000068730884223,False
P00442,2024-10-15,Instagram,Entrenamiento,Vídeo corto,0,33120.0,46311.0,1364.0,106,151,120.0,55,22,1741.0,0.05256642512077295,False
P00443,2024-10-15,X,Patrocinador,Texto,0,9566.0,14185.0,64.0,5,4,4.0,2,1,77.0,0.008049341417520384,False
P00444,2024-10-15,Facebook,Afición,Carrusel,0,7751.0,11156.0,81.0,4,8,10.0,2,0,103.0,0.01328860792155851,False
P00445,2024-10-15,Facebook,Cantera,Vídeo corto,0,11852.0,15747.0,176.0,13,19,8.0,7,2,216.0,0.01822477219034762,False
P00446,2024-10-15,YouTube,Institucional,Vídeo largo,0,8445.0,12595.0,76.0,6,8,5.0,3,1,95.0,0.011249259917110717,False
P00447,2024-10-16,Instagram,Institucional,Vídeo corto,0,13413.0,18860.0,492.0,34,28,65.0,19,6,619.0,0.046149258182360396,False
P00448,2024-10-16,X,Entrenamiento,Vídeo corto,0,30253.0,43465.0,669.0,39,60,71.0,21,8,839.0,0.027732786831058075,False
P00449,2024-10-16,Facebook,Resumen,Imagen,0,57188.0,68507.0,758.0,47,40,93.0,27,9,938.0,0.016402042386514652,False
P00450,2024-10-16,TikTok,Cantera,Vídeo corto,0,6181.0,9276.0,352.0,31,17,34.0,16,8,434.0,0.07021517553793885,False
P00451,2024-10-16,YouTube,Efeméride,Vídeo corto,0,5873.0,3607.0,123.0,8,7,14.0,3,1,152.0,0.025881151030137918,False
P00452,2024-10-16,YouTube,Previa,Vídeo largo,0,1228.0,1882.0,23.0,1,2,3.0,0,0,29.0,0.023615635179153095,False
P00453,2024-10-16,YouTube,Previa,Vídeo largo,0,4008.0,5093.0,108.0,8,9,9.0,4,1,134.0,0.03343313373253493,False
P00454,2024-10-17,Instagram,Fichajes,Texto,0,20869.0,26524.0,1614.0,119,158,0.0,66,28,1891.0,0.09061287076524989,False
P00455,2024-10-17,Instagram,Efeméride,Carrusel,0,33882.0,42494.0,2185.0,178,114,90.0,108,27,2567.0,0.07576294197509002,False
P00456,2024-10-17,Facebook,Patrocinador,Imagen,0,29429.0,45124.0,78.0,5,7,7.0,2,1,97.0,0.00329606850385674,False
P00457,2024-10-17,TikTok,Efeméride,Vídeo corto,0,9369.0,12211.0,1038.0,62,87,27.0,32,14,1214.0,0.12957626214110363,False
P00458,2024-10-18,Instagram,Institucional,Imagen,0,13198.0,15483.0,358.0,26,32,20.0,15,6,436.0,0.03303530838005758,False
P00459,2024-10-18,Instagram,Entrenamiento,Vídeo corto,0,35974.0,50368.0,2454.0,188,167,108.0,80,46,2917.0,0.0810863401345416,False
P00460,2024-10-18,Instagram,Efeméride,Texto,0,37036.0,46307.0,945.0,55,84,92.0,32,10,1176.0,0.03175288908089426,False
P00461,2024-10-18,X,Resumen,Carrusel,0,38192.0,56180.0,1036.0,63,98,126.0,29,17,1323.0,0.034640762463343105,False
P00462,2024-10-18,X,Cantera,Texto,0,16041.0,22566.0,78.0,4,5,7.0,2,0,94.0,0.005859983791534193,False
P00463,2024-10-18,X,Cantera,Vídeo corto,0,20770.0,28467.0,265.0,15,16,20.0,8,3,316.0,0.015214251324025036,False
P00464,2024-10-18,YouTube,Patrocinador,Vídeo corto,0,7189.0,10183.0,87.0,7,4,5.0,4,1,103.0,0.014327444707191543,False
P00465,2024-10-19,Instagram,Resumen,Imagen,1,10730.0,15142.0,569.0,47,38,59.0,36,4,713.0,0.06644920782851817,False
P00466,2024-10-19,X,Efeméride,Vídeo corto,1,14724.0,17255.0,261.0,20,22,15.0,12,4,318.0,0.021597392013039934,False
P00467,2024-10-19,X,Previa,Imagen,1,29622.0,36557.0,440.0,31,22,39.0,22,3,532.0,0.017959624603335358,False
P00468,2024-10-19,X,Resumen,Vídeo largo,1,10312.0,15889.0,278.0,14,28,14.0,9,2,334.0,0.03238944918541505,False
P00469,2024-10-19,Facebook,Directo,Imagen,1,32702.0,49380.0,469.0,28,36,43.0,13,5,576.0,0.017613601614580147,False
P00470,2024-10-19,Facebook,Previa,Vídeo corto,1,10900.0,16252.0,256.0,23,17,17.0,14,3,313.0,0.02871559633027523,False
P00471,2024-10-19,Facebook,Directo,Vídeo corto,1,17422.0,22402.0,368.0,30,37,1.0,17,6,436.0,0.025025829411089426,False
P00472,2024-10-19,Facebook,Resumen,Vídeo corto,1,24032.0,31558.0,463.0,34,28,32.0,22,5,557.0,0.023177430093209054,False
P00473,2024-10-19,TikTok,Directo,Vídeo corto,1,12189.0,17599.0,1514.0,114,107,32.0,81,19,1767.0,0.14496677332020674,False
P00474,2024-10-19,TikTok,Directo,Vídeo corto,1,12041.0,14582.0,1271.0,73,74,74.0,55,6,1492.0,0.12390997425463002,False
P00475,2024-10-20,Instagram,Resumen,Carrusel,0,55399.0,64159.0,3167.0,261,242,91.0,131,81,3761.0,0.06788931208144551,False
P00476,2024-10-20,X,Afición,Texto,0,8353.0,10346.0,63.0,5,4,4.0,1,1,76.0,0.009098527475158626,False
P00477,2024-10-20,X,Cantera,Texto,0,17273.0,20609.0,110.0,6,11,4.0,3,1,131.0,0.007584090777514039,False
P00478,2024-10-20,X,Institucional,Vídeo largo,0,12065.0,19549.0,90.0,5,8,11.0,2,1,114.0,0.009448818897637795,False
P00479,2024-10-20,X,Patrocinador,Vídeo corto,0,41927.0,58762.0,413.0,31,27,39.0,14,6,510.0,0.012163999332172586,False
P00480,2024-10-20,Facebook,Fichajes,Vídeo corto,0,3751.0,4717.0,80.0,6,4,8.0,3,1,98.0,0.026126366302319383,False
P00481,2024-10-20,Facebook,Cantera,Imagen,0,15525.0,20075.0,99.0,7,9,1.0,3,1,116.0,0.007471819645732689,False
P00482,2024-10-20,Facebook,Entrenamiento,Carrusel,0,15886.0,22806.0,169.0,16,12,18.0,10,2,215.0,0.013533929245876873,False
P00483,2024-10-20,TikTok,Cantera,Vídeo corto,0,14231.0,21302.0,883.0,48,52,80.0,26,12,1063.0,0.07469608600941606,False
P00484,2024-10-20,TikTok,Resumen,Vídeo corto,0,9754.0,4721.0,450.0,35,47,0.0,18,6,532.0,0.05454172647119131,False
P00485,2024-10-20,TikTok,Patrocinador,Vídeo corto,0,9876.0,10476.0,299.0,25,19,35.0,12,6,378.0,0.03827460510328068,False
P00486,2024-10-20,YouTube,Institucional,Vídeo largo,0,9545.0,12438.0,134.0,8,13,6.0,3,2,161.0,0.016867469879518072,False
P00487,2024-10-20,YouTube,Patrocinador,Vídeo corto,0,7252.0,8699.0,160.0,9,13,22.0,6,1,204.0,0.028130170987313845,False
P00488,2024-10-21,X,Resumen,Texto,0,20056.0,22807.0,329.0,20,26,17.0,11,4,392.0,0.01954527323494216,False
P00489,2024-10-21,YouTube,Entrenamiento,Vídeo largo,0,1608.0,2342.0,28.0,1,1,3.0,0,0,33.0,0.020522388059701493,False
P00490,2024-10-22,Instagram,Previa,Imagen,0,571800.0,643320.0,20832.0,1896,1296,66.0,34,19,24090.0,0.04213011542497377,False
P00491,2024-10-22,Instagram,Afición,Carrusel,0,12390.0,18878.0,704.0,62,62,69.0,29,17,897.0,0.07239709443099274,False
P00492,2024-10-22,Instagram,Patrocinador,Imagen,0,16311.0,23851.0,258.0,21,13,37.0,10,3,329.0,0.020170437128318314,False
P00493,2024-10-22,X,Patrocinador,Texto,0,75245.0,98146.0,110.0,9,7,14.0,5,1,140.0,0.0018605887434381021,False
P00494,2024-10-22,Facebook,Cantera,Carrusel,0,6009.0,6974.0,52.0,4,3,2.0,2,0,61.0,0.010151439507405558,False
P00495,2024-10-22,Facebook,Patrocinador,Vídeo corto,0,25017.0,29371.0,384.0,30,20,44.0,15,7,478.0,0.019107007235080145,False
P00496,2024-10-22,Facebook,Fichajes,Imagen,0,19284.0,31224.0,215.0,15,24,17.0,8,3,271.0,0.014053101016386642,False
P00497,2024-10-22,Facebook,Entrenamiento,Carrusel,0,32701.0,44949.0,339.0,20,26,45.0,11,3,430.0,0.013149444971101801,False
P00498,2024-10-23,Instagram,Directo,Imagen,0,41055.0,59180.0,1931.0,107,158,78.0,67,15,2274.0,0.055389112166605775,False
P00499,2024-10-23,Facebook,Entrenamiento,Carrusel,0,17326.0,20485.0,177.0,10,16,10.0,5,2,213.0,0.01229366270345146,False
P00500,2024-10-23,Facebook,Patrocinador,Vídeo corto,0,25443.0,40741.0,193.0,12,16,10.0,6,2,231.0,0.009079118028534372,False
P00501,2024-10-23,Facebook,Fichajes,Carrusel,0,13199.0,17341.0,283.0,19,27,32.0,10,3,361.0,0.02735055686036821,False
P00502,2024-10-23,TikTok,Afición,Vídeo corto,0,7361.0,10762.0,812.0,78,76,61.0,49,13,1027.0,0.1395190870805597,False
P00503,2024-10-23,TikTok,Patrocinador,Vídeo corto,0,4178.0,5041.0,188.0,15,16,11.0,7,4,230.0,0.05505026328386788,False
P00504,2024-10-23,YouTube,Entrenamiento,Vídeo corto,0,4326.0,5142.0,87.0,8,9,7.0,3,1,111.0,0.02565880721220527,False
P00505,2024-10-24,X,Previa,Vídeo largo,0,39389.0,50523.0,539.0,49,54,0.0,26,8,642.0,0.016298966716596003,False
P00506,2024-10-24,X,Efeméride,Texto,0,8546.0,9882.0,87.0,5,5,10.0,2,0,107.0,0.012520477416335128,False
P00507,2024-10-24,Facebook,Cantera,Carrusel,0,10354.0,12724.0,97.0,7,8,2.0,2,1,114.0,0.011010237589337455,False
P00508,2024-10-25,Instagram,Cantera,Vídeo corto,0,27511.0,32072.0,1002.0,81,85,110.0,44,20,1278.0,0.04645414561448148,False
P00509,2024-10-25,Facebook,Afición,Imagen,0,29753.0,48812.0,406.0,29,38,35.0,16,6,508.0,0.017073908513427216,False
P00510,2024-10-25,TikTok,Patrocinador,Vídeo corto,0,5072.0,6321.0,237.0,19,14,21.0,9,3,291.0,0.05737381703470031,False
P00511,2024-10-26,Instagram,Previa,Imagen,1,18273.0,25842.0,411.0,41,29,37.0,11,16,518.0,0.028347835604443716,False
P00512,2024-10-26,Instagram,Previa,Carrusel,1,34791.0,54418.0,1305.0,72,76,182.0,20,22,1635.0,0.046994912477364835,False
P00513,2024-10-26,X,Institucional,Carrusel,1,25036.0,38713.0,189.0,12,15,21.0,4,3,237.0,0.009466368429461575,False
P00514,2024-10-26,X,Institucional,Texto,1,31658.0,42458.0,89.0,6,8,8.0,1,2,111.0,0.0035062227557015606,False
P00515,2024-10-26,X,Previa,Vídeo corto,1,15056.0,19965.0,199.0,13,20,21.0,4,4,253.0,0.016803931987247608,False
P00516,2024-10-26,X,Directo,Imagen,1,14190.0,16319.0,342.0,23,21,18.0,5,8,404.0,0.0284707540521494,False
P00517,2024-10-26,Facebook,Directo,Vídeo largo,1,18616.0,30557.0,134.0,9,7,12.0,3,2,162.0,0.008702191663085519,False
P00518,2024-10-26,Facebook,Resumen,Vídeo largo,1,17855.0,29208.0,98.0,8,6,4.0,2,3,116.0,0.006496779613553627,False
P00519,2024-10-26,Facebook,Directo,Carrusel,1,28877.0,33577.0,218.0,20,21,4.0,7,7,263.0,0.009107594279184126,False
P00520,2024-10-26,Facebook,Fichajes,Vídeo corto,1,14218.0,19591.0,222.0,19,16,8.0,6,5,265.0,0.01863834575889717,False
P00521,2024-10-26,Facebook,Entrenamiento,Carrusel,1,25092.0,31334.0,178.0,14,18,0.0,3,4,210.0,0.008369201339072214,False
P00522,2024-10-26,Facebook,Fichajes,Imagen,1,28190.0,35518.0,434.0,22,33,27.0,6,5,516.0,0.018304363249379212,False
P00523,2024-10-26,TikTok,Entrenamiento,Vídeo corto,1,10304.0,15602.0,468.0,22,47,16.0,8,5,553.0,0.05366847826086957,False
P00524,2024-10-26,TikTok,Fichajes,Vídeo corto,1,8244.0,9565.0,1763.0,163,141,35.0,59,46,2102.0,0.254973313925279,False
P00525,2024-10-26,YouTube,Efeméride,Vídeo corto,1,17934.0,25213.0,569.0,39,42,27.0,10,11,677.0,0.03774952603992417,False
P00526,2024-10-27,X,Fichajes,Texto,0,27809.0,42768.0,391.0,29,41,34.0,15,7,495.0,0.017799992808083715,False
P00527,2024-10-27,X,Cantera,Texto,0,16480.0,22732.0,113.0,10,7,4.0,5,2,134.0,0.008131067961165049,False
P00528,2024-10-27,Facebook,Fichajes,Imagen,0,26438.0,38517.0,413.0,32,27,17.0,20,5,489.0,0.018496104092593994,False
P00529,2024-10-27,Facebook,Fichajes,Imagen,0,10658.0,14248.0,199.0,11,20,17.0,5,3,247.0,0.023175079752298742,False
P00530,2024-10-27,TikTok,Entrenamiento,Vídeo corto,0,7340.0,9074.0,732.0,49,55,46.0,25,11,882.0,0.12016348773841962,False
P00531,2024-10-27,YouTube,Resumen,Vídeo corto,0,3268.0,3704.0,248.0,19,18,6.0,9,4,291.0,0.0890452876376989,False
P00532,2024-10-28,Instagram,Efeméride,Vídeo corto,0,23649.0,33084.0,1745.0,130,113,107.0,86,23,2095.0,0.08858725527506449,False
P00533,2024-10-28,Instagram,Resumen,Imagen,0,33510.0,49407.0,1320.0,92,92,53.0,48,27,1557.0,0.046463742166517455,False
P00534,2024-10-28,Instagram,Institucional,Imagen,0,17428.0,21017.0,192.0,15,10,18.0,7,4,235.0,0.013484048657333027,False
P00535,2024-10-28,X,Cantera,Vídeo corto,0,24510.0,36708.0,294.0,15,25,35.0,8,3,369.0,0.015055079559363525,False
P00536,2024-10-28,Facebook,Entrenamiento,Carrusel,0,16850.0,26152.0,144.0,11,14,11.0,6,2,180.0,0.010682492581602374,False
P00537,2024-10-28,Facebook,Efeméride,Carrusel,0,16897.0,19110.0,213.0,19,22,7.0,9,4,261.0,0.015446528969639581,False
P00538,2024-10-28,Facebook,Entrenamiento,Texto,0,26010.0,41346.0,248.0,14,18,39.0,7,2,319.0,0.012264513648596693,False
P00539,2024-10-28,YouTube,Efeméride,Vídeo largo,0,3755.0,5406.0,98.0,6,5,7.0,2,1,116.0,0.03089214380825566,False
P00540,2024-10-28,YouTube,Resumen,Vídeo corto,0,3856.0,5500.0,214.0,11,13,13.0,6,2,251.0,0.06509336099585063,False
P00541,2024-10-29,Instagram,Entrenamiento,Imagen,0,31999.0,38716.0,1148.0,94,64,63.0,60,13,1369.0,0.04278258695584237,False
P00542,2024-10-29,Instagram,Patrocinador,Imagen,0,25055.0,34410.0,457.0,27,40,48.0,14,5,572.0,0.02282977449610856,False
P00543,2024-10-29,X,Patrocinador,Texto,0,14053.0,21546.0,84.0,6,8,2.0,2,1,100.0,0.00711591830925781,False
P00544,2024-10-29,X,Afición,Vídeo corto,0,44156.0,62981.0,1024.0,65,98,107.0,33,15,1294.0,0.02930519068756228,False
P00545,2024-10-29,Facebook,Entrenamiento,Imagen,0,16415.0,18909.0,141.0,13,15,12.0,7,2,181.0,0.011026500152299726,False
P00546,2024-10-29,TikTok,Patrocinador,Vídeo corto,0,3607.0,4620.0,207.0,10,10,31.0,5,2,258.0,0.07152758525090103,False
P00547,2024-10-29,TikTok,Fichajes,Vídeo corto,0,6176.0,7551.0,884.0,63,53,58.0,32,15,1058.0,0.1713082901554404,False
P00548,2024-10-30,Instagram,Entrenamiento,Texto,0,50735.0,83186.0,1181.0,117,66,125.0,62,23,1489.0,0.02934857593377353,False
P00549,2024-10-30,Instagram,Cantera,Vídeo corto,0,55274.0,62393.0,3693.0,177,346,193.0,95,31,4409.0,0.07976625538227738,False
P00550,2024-10-30,X,Patrocinador,Vídeo corto,0,19405.0,30717.0,147.0,7,14,10.0,4,1,178.0,0.009172893584127801,False
P00551,2024-10-30,X,Efeméride,Texto,0,17549.0,24193.0,148.0,9,8,14.0,5,1,179.0,0.010200011396660779,False
P00552,2024-10-30,Facebook,Cantera,Vídeo corto,0,13423.0,15807.0,118.0,7,9,10.0,4,1,144.0,0.010727855173955152,False
P00553,2024-10-31,Instagram,Patrocinador,Vídeo corto,0,12018.0,16064.0,287.0,24,28,1.0,12,5,340.0,0.028290896987851557,False
P00554,2024-10-31,X,Entrenamiento,Vídeo corto,0,18677.0,23662.0,290.0,23,25,17.0,11,5,355.0,0.019007335225143224,False
P00555,2024-10-31,Facebook,Patrocinador,Imagen,0,11406.0,13030.0,40.0,2,3,5.0,1,0,50.0,0.00438365772400491,False
P00556,2024-10-31,Facebook,Entrenamiento,Vídeo corto,0,7185.0,10901.0,100.0,5,7,6.0,2,1,118.0,0.016423103688239387,False
P00557,2024-10-31,Facebook,Cantera,Imagen,0,10171.0,21428.0,53.0,2,5,4.0,1,0,64.0,0.0062923999606725005,False
P00558,2024-10-31,TikTok,Efeméride,Vídeo corto,0,8865.0,13630.0,708.0,62,38,25.0,35,13,833.0,0.09396503102086859,False
P00559,2024-11-01,Instagram,Cantera,Imagen,0,21252.0,26905.0,445.0,37,45,44.0,22,7,571.0,0.026868059476755128,False
P00560,2024-11-01,X,Patrocinador,Vídeo corto,0,25643.0,34805.0,195.0,13,17,23.0,6,3,248.0,0.009671255313340872,False
P00561,2024-11-01,Facebook,Patrocinador,Imagen,0,17267.0,21646.0,83.0,5,4,11.0,2,1,103.0,0.005965135808189031,False
P00562,2024-11-01,TikTok,Patrocinador,Vídeo corto,0,6773.0,10543.0,328.0,25,26,17.0,13,5,396.0,0.05846744426398937,False
P00563,2024-11-02,Instagram,Institucional,Imagen,0,27499.0,44905.0,569.0,38,28,31.0,22,6,666.0,0.02421906251136405,False
P00564,2024-11-02,Instagram,Entrenamiento,Imagen,0,51425.0,63608.0,1134.0,67,76,125.0,36,16,1402.0,0.02726300437530384,False
P00565,2024-11-02,Facebook,Resumen,Vídeo corto,0,13721.0,21455.0,332.0,29,29,8.0,18,5,398.0,0.029006632169666934,False
P00566,2024-11-02,Facebook,Entrenamiento,Vídeo largo,0,19029.0,25157.0,156.0,13,8,15.0,7,3,192.0,0.010089862840927007,False
P00567,2024-11-02,YouTube,Efeméride,Vídeo largo,0,5782.0,6570.0,141.0,10,9,14.0,5,1,174.0,0.030093393289519196,False
P00568,2024-11-03,Instagram,Efeméride,Vídeo corto,0,18498.0,30077.0,925.0,54,96,104.0,30,14,1179.0,0.06373662017515407,False
P00569,2024-11-03,Instagram,Entrenamiento,Imagen,0,47549.0,60714.0,1794.0,96,192,103.0,55,15,2185.0,0.04595259626911186,False
P00570,2024-11-03,Instagram,Entrenamiento,Vídeo corto,0,15037.0,17754.0,609.0,58,64,28.0,31,10,759.0,0.05047549378200439,False
P00571,2024-11-03,X,Entrenamiento,Vídeo corto,0,29820.0,39882.0,604.0,54,48,57.0,32,11,763.0,0.025586854460093896,False
P00572,2024-11-03,X,Institucional,Imagen,0,24105.0,34301.0,214.0,14,13,16.0,6,2,257.0,0.01066168844638042,False
P00573,2024-11-03,X,Entrenamiento,Imagen,0,18783.0,22918.0,177.0,17,12,20.0,7,4,226.0,0.012032156737475376,False
P00574,2024-11-03,Facebook,Entrenamiento,Imagen,0,13461.0,19704.0,122.0,10,13,11.0,5,2,156.0,0.011589034989971027,False
P00575,2024-11-03,Facebook,Directo,Imagen,0,13810.0,16497.0,143.0,8,10,19.0,4,1,180.0,0.013034033309196235,False
P00576,2024-11-03,Facebook,Entrenamiento,Vídeo corto,0,23806.0,29573.0,361.0,28,33,22.0,16,5,444.0,0.018650760312526254,False
P00577,2024-11-03,Facebook,Patrocinador,Imagen,0,17211.0,26919.0,55.0,4,4,5.0,2,1,68.0,0.0039509615943292085,False
P00578,2024-11-03,TikTok,Resumen,Vídeo corto,0,11197.0,18417.0,1386.0,129,144,0.0,58,43,1659.0,0.14816468696972404,False
P00579,2024-11-04,Instagram,Previa,Carrusel,0,25288.0,40161.0,655.0,36,49,72.0,18,9,812.0,0.03211009174311927,False
P00580,2024-11-04,Instagram,Patrocinador,Vídeo corto,0,50861.0,60449.0,1918.0,117,198,153.0,60,21,2386.0,0.04691217239141975,False
P00581,2024-11-04,X,Efeméride,Imagen,0,9845.0,14852.0,122.0,11,6,5.0,6,1,144.0,0.01462671406805485,False
P00582,2024-11-04,X,Previa,Texto,0,23649.0,35448.0,211.0,17,15,22.0,8,3,265.0,0.01120554780328978,False
P00583,2024-11-04,X,Cantera,Imagen,0,12735.0,16815.0,122.0,8,9,10.0,4,1,149.0,0.011700039261876717,False
P00584,2024-11-04,X,Cantera,Imagen,0,14769.0,16919.0,107.0,9,6,11.0,4,3,133.0,0.009005349041912114,False
P00585,2024-11-04,Facebook,Institucional,Carrusel,0,12754.0,16671.0,80.0,7,4,7.0,4,1,98.0,0.007683863885839737,False
P00586,2024-11-04,Facebook,Cantera,Texto,0,8744.0,10301.0,42.0,2,3,6.0,1,0,53.0,0.006061299176578225,False
P00587,2024-11-05,Instagram,Resumen,Vídeo corto,0,18349.0,27730.0,1079.0,90,106,0.0,53,13,1275.0,0.06948607553545152,False
P00588,2024-11-05,X,Institucional,Texto,0,16641.0,20960.0,137.0,9,9,2.0,4,2,157.0,0.009434529174929391,False
P00589,2024-11-05,X,Entrenamiento,Texto,0,14814.0,23375.0,110.0,5,7,14.0,2,1,136.0,0.009180504927771027,False
P00590,2024-11-05,YouTube,Patrocinador,Vídeo corto,0,6919.0,7996.0,100.0,5,6,10.0,2,0,121.0,0.017488076311605722,False
P00591,2024-11-06,X,Entrenamiento,Texto,0,25108.0,37039.0,174.0,14,16,15.0,7,3,219.0,0.008722319579416918,False
P00592,2024-11-06,X,Institucional,Imagen,0,27098.0,41192.0,99.0,8,6,2.0,3,1,115.0,0.004243855635102221,False
P00593,2024-11-06,X,Entrenamiento,Vídeo largo,0,29076.0,35872.0,259.0,21,23,8.0,11,3,311.0,0.01069610675471179,False
P00594,2024-11-06,X,Previa,Vídeo corto,0,27888.0,37725.0,640.0,36,41,65.0,26,3,782.0,0.02804073436603557,False
P00595,2024-11-06,X,Afición,Imagen,0,25207.0,37267.0,294.0,25,24,0.0,13,4,343.0,0.013607331296861983,False
P00596,2024-11-06,Facebook,Efeméride,Carrusel,0,8231.0,13179.0,114.0,7,6,8.0,3,1,135.0,0.01640140930628113,False
P00597,2024-11-07,Instagram,Cantera,Imagen,0,16067.0,18706.0,346.0,19,32,43.0,11,4,440.0,0.027385323955934526,False
