jornada,jugador_id,ventana,menciones,sent_positivo,sent_negativo,sent_neutro
17,J22,Post,551,268,123,160
17,J23,Pre,171,90,31,50
17,J23,Post,448,209,103,136
17,J24,Pre,221,98,46,77
17,J24,Post,404,152,145,107
17,J25,Pre,191,98,52,41
17,J25,Post,379,199,78,102
18,J01,Pre,45,19,14,12
18,J01,Post,206,121,34,51
18,J02,Pre,208,87,56,65
18,J02,Post,21,10,4,7
18,J03,Pre,151,66,41,44
18,J03,Post,0,0,0,0
18,J04,Pre,303,144,80,79
18,J04,Post,119,55,33,31
18,J05,Pre,208,98,41,69
18,J05,Post,474,290,96,88
18,J06,Pre,112,49,31,32
18,J06,Post,285,178,42,65
18,J07,Pre,186,95,50,41
18,J07,Post,556,420,54,82
18,J08,Pre,80,37,24,19
18,J08,Post,63,33,15,15
18,J09,Pre,109,46,36,27
18,J09,Post,184,92,54,38
18,J10,Pre,110,51,31,28
18,J10,Post,303,215,49,39
18,J11,Pre,219,86,57,76
18,J11,Post,480,290,113,77
18,J12,Pre,96,39,22,35
18,J12,Post,538,333,78,127
18,J13,Pre,300,158,75,67
18,J13,Post,355,230,71,54
18,J14,Pre,42,20,12,10
18,J14,Post,133,88,17,28
18,J15,Pre,60,24,17,19
18,J15,Post,331,292,18,21
18,J16,Pre,80,41,18,21
18,J16,Post,333,233,46,54
18,J17,Pre,174,77,38,59
18,J17,Post,378,225,61,92
18,J18,Pre,191,101,51,39
18,J18,Post,1243,991,146,106
18,J19,Pre,163,78,37,48
18,J19,Post,101,42,32,27
18,J20,Pre,184,71,61,52
18,J20,Post,124,61,33,30
18,J21,Pre,323,147,97,79
18,J21,Post,1084,825,136,123
18,J22,Pre,197,93,39,65
18,J22,Post,615,436,72,107
18,J23,Pre,315,129,101,85
18,J23,Post,49,25,8,16
18,J24,Pre,283,156,69,58
18,J24,Post,155,69,36,50
18,J25,Pre,183,76,58,49
18,J25,Post,600,375,125,100
19,J01,Pre,66,26,17,23
19,J01,Post,8,3,1,4
19,J02,Pre,246,131,41,74
19,J02,Post,97,36,29,32
19,J03,Pre,150,68,39,43
19,J03,Post,222,96,71,55
19,J04,Pre,254,144,59,51
19,J04,Post,477,248,131,98
19,J05,Pre,261,155,43,63
19,J05,Post,373,162,88,123
19,J06,Pre,119,58,21,40
19,J06,Post,281,154,67,60
19,J07,Pre,151,79,32,40
19,J07,Post,410,186,119,105
19,J08,Pre,140,62,36,42
19,J08,Post,235,132,57,46
19,J09,Pre,188,87,40,61
19,J09,Post,333,116,94,123
19,J10,Pre,90,44,21,25
19,J10,Post,158,79,39,40
19,J11,Pre,184,103,44,37
19,J11,Post,314,154,79,81
19,J12,Pre,184,96,34,54
19,J12,Post,677,419,135,123
19,J13,Pre,230,122,46,62
19,J13,Post,136,68,35,33
19,J14,Pre,78,34,25,19
19,J14,Post,113,58,27,28
19,J15,Pre,77,37,22,18
19,J15,Post,33,16,7,10
19,J16,Pre,76,35,18,23
19,J16,Post,164,67,43,54
19,J17,Pre,103,63,15,25
19,J17,Post,38,18,7,13
19,J18,Pre,353,169,94,90
19,J18,Post,523,268,124,131
19,J19,Pre,155,80,34,41
19,J19,Post,73,40,13,20
19,J20,Pre,246,139,37,70
19,J20,Post,357,149,116,92
19,J21,Pre,266,127,82,57
19,J21,Post,644,336,154,154
19,J22,Pre,278,124,84,70
19,J22,Post,484,212,157,115
19,J23,Pre,241,144,34,63
19,J23,Post,32,14,8,10
19,J24,Pre,379,206,66,107
19,J24,Post,32,15,8,9
19,J25,Pre,259,130,62,67
19,J25,Post,172,100,31,41
20,J01,Pre,79,35,15,29
20,J01,Post,185,116,32,37
20,J02,Pre,134,64,35,35
20,J02,Post,121,59,22,40
20,J03,Pre,192,90,59,43
20,J03,Post,461,266,80,115
20,J04,Pre,232,112,64,56
20,J04,Post,616,399,100,117
20,J05,Pre,177,92,41,44
20,J05,Post,561,328,116,117
20,J06,Pre,96,51,18,27
20,J06,Post,34,15,11,8
20,J07,Pre,184,85,43,56
20,J07,Post,351,237,46,68
20,J08,Pre,93,48,23,22
20,J08,Post,35,19,6,10
20,J09,Pre,146,68,46,32
20,J09,Post,464,273,79,112
20,J10,Pre,94,52,16,26
20,J10,Post,284,185,38,61
20,J11,Pre,283,121,79,83
20,J11,Post,0,0,0,0
20,J12,Pre,196,112,46,38
20,J12,Post,665,503,73,89
20,J13,Pre,136,68,28,40
20,J13,Post,60,24,18,18
20,J14,Pre,48,23,11,14
20,J14,Post,19,10,3,6
20,J15,Pre,91,43,17,31
20,J15,Post,5,2,1,2
20,J16,Pre,93,46,16,31
20,J16,Post,248,146,54,48
20,J17,Pre,158,77,36,45
20,J17,Post,380,254,49,77
20,J18,Pre,269,124,61,84
20,J18,Post,606,364,101,141
20,J19,Pre,199,103,47,49
20,J19,Post,9,4,1,4
20,J20,Pre,323,147,103,73
20,J20,Post,512,319,68,125
20,J21,Pre,216,103,45,68
20,J21,Post,780,498,151,131
20,J22,Pre,364,174,74,116
20,J22,Post,569,347,109,113
20,J23,Pre,340,149,67,124
20,J23,Post,851,532,112,207
20,J24,Pre,281,142,48,91
20,J24,Post,463,269,79,115
20,J25,Pre,232,134,38,60
20,J25,Post,81,48,12,21
21,J01,Pre,74,31,16,27
21,J01,Post,16,6,3,7
21,J02,Pre,98,40,30,28
21,J02,Post,69,38,17,14
21,J03,Pre,169,80,46,43
21,J03,Post,396,121,134,141
21,J04,Pre,262,123,76,63
21,J04,Post,564,182,139,243
21,J05,Pre,221,126,53,42
21,J05,Post,65,31,19,15
21,J06,Pre,135,53,47,35
21,J06,Post,52,27,11,14
21,J07,Pre,102,37,26,39
21,J07,Post,374,159,121,94
21,J08,Pre,71,37,12,22
21,J08,Post,154,48,48,58
21,J09,Pre,200,80,59,61
21,J09,Post,279,99,73,107
21,J10,Pre,84,33,22,29
21,J10,Post,0,0,0,0
21,J11,Pre,209,109,37,63
21,J11,Post,40,20,9,11
21,J12,Pre,120,48,36,36
21,J12,Post,355,135,106,114
21,J13,Pre,95,41,31,23
21,J13,Post,259,46,104,109
21,J14,Pre,61,28,13,20
21,J14,Post,86,30,30,26
21,J15,Pre,61,28,16,17
21,J15,Post,96,27,39,30
21,J16,Pre,114,51,28,35
21,J16,Post,292,119,79,94
21,J17,Pre,159,66,46,47
21,J17,Post,259,91,92,76
21,J18,Pre,165,72,44,49
21,J18,Post,0,0,0,0
21,J19,Pre,151,69,30,52
21,J19,Post,411,172,106,133
21,J20,Pre,155,67,45,43
21,J20,Post,54,27,14,13
21,J21,Pre,302,143,60,99
21,J21,Post,392,89,140,163
21,J22,Pre,215,97,59,59
21,J22,Post,545,176,198,171
21,J23,Pre,189,94,41,54
21,J23,Post,96,39,20,37
21,J24,Pre,187,81,60,46
21,J24,Post,588,148,165,275
21,J25,Pre,207,97,50,60
21,J25,Post,292,66,104,122
22,J01,Pre,66,27,16,23
22,J01,Post,32,12,8,12
22,J02,Pre,126,61,27,38
22,J02,Post,239,52,92,95
22,J03,Pre,207,104,46,57
22,J03,Post,395,125,103,167
22,J04,Pre,149,79,36,34
22,J04,Post,513,173,142,198
22,J05,Pre,214,98,51,65
22,J05,Post,269,79,99,91
22,J06,Pre,110,60,28,22
22,J06,Post,223,62,65,96
22,J07,Pre,120,65,20,35
22,J07,Post,0,0,0,0
22,J08,Pre,101,50,29,22
22,J08,Post,196,48,70,78
22,J09,Pre,167,74,47,46
22,J09,Post,107,49,30,28
22,J10,Pre,127,66,31,30
22,J10,Post,35,17,9,9
22,J11,Pre,223,128,44,51
22,J11,Post,98,54,23,21
22,J12,Pre,204,92,58,54
22,J12,Post,327,102,117,108
22,J13,Pre,182,101,44,37
22,J13,Post,435,144,152,139
22,J14,Pre,55,32,12,11
22,J14,Post,76,22,28,26
22,J15,Pre,80,37,15,28
22,J15,Post,130,23,47,60
22,J16,Pre,58,26,15,17
22,J16,Post,36,17,10,9
22,J17,Pre,171,92,30,49
22,J17,Post,35,19,8,8
22,J18,Pre,301,132,63,106
22,J18,Post,196,93,53,50
22,J19,Pre,157,75,46,36
22,J19,Post,349,117,83,149
22,J20,Pre,218,123,44,51
22,J20,Post,95,49,26,20
22,J21,Pre,232,116,57,59
22,J21,Post,557,146,225,186
22,J22,Pre,378,191,72,115
22,J22,Post,393,100,123,170
22,J23,Pre,131,51,38,42
22,J23,Post,807,345,228,234
22,J24,Pre,303,133,94,76
22,J24,Post,764,229,219,316
22,J25,Pre,211,90,43,78
22,J25,Post,485,198,109,178
23,J01,Pre,42,11,15,16
23,J01,Post,115,34,41,40
23,J02,Pre,157,66,46,45
23,J02,Post,326,99,123,104
23,J03,Pre,118,35,45,38
23,J03,Post,183,36,75,72
23,J04,Pre,62,24,13,25
23,J04,Post,641,156,180,305
23,J05,Pre,142,50,36,56
23,J05,Post,24,10,6,8
23,J06,Pre,69,18,20,31
23,J06,Post,198,37,96,65
23,J07,Pre,133,34,48,51
23,J07,Post,81,34,20,27
23,J08,Pre,26,9,8,9
23,J08,Post,135,41,56,38
23,J09,Pre,179,54,65,60
23,J09,Post,347,81,115,151
23,J10,Pre,78,17,31,30
23,J10,Post,32,17,6,9
23,J11,Pre,176,65,46,65
23,J11,Post,234,33,112,89
23,J12,Pre,75,26,19,30
23,J12,Post,331,93,113,125
23,J13,Pre,124,39,33,52
23,J13,Post,23,12,6,5
23,J14,Pre,20,6,6,8
23,J14,Post,72,13,23,36
23,J15,Pre,32,10,11,11
23,J15,Post,12,6,2,4
23,J16,Pre,96,34,36,26
23,J16,Post,42,22,7,13
23,J17,Pre,58,18,19,21
23,J17,Post,19,9,4,6
23,J18,Pre,66,25,16,25
23,J18,Post,173,93,43,37
23,J19,Pre,106,36,33,37
23,J19,Post,264,73,96,95
23,J20,Pre,58,21,18,19
23,J20,Post,368,75,132,161
23,J21,Pre,138,45,35,58
23,J21,Post,447,35,221,191
23,J22,Pre,146,64,41,41
23,J22,Post,720,245,273,202
23,J23,Pre,216,76,59,81
23,J23,Post,560,149,225,186
23,J24,Pre,112,29,47,36
23,J24,Post,0,0,0,0
23,J25,Pre,105,37,27,41
23,J25,Post,331,93,134,104
24,J01,Pre,59,22,12,25
24,J01,Post,17,7,5,5
24,J02,Pre,197,63,74,60
24,J02,Post,459,228,135,96
24,J03,Pre,115,49,34,32
24,J03,Post,390,259,75,56
24,J04,Pre,226,79,63,84
24,J04,Post,671,381,102,188
24,J05,Pre,183,72,55,56
24,J05,Post,472,303,89,80
24,J06,Pre,136,42,41,53
24,J06,Post,37,16,8,13
24,J07,Pre,170,59,50,61
24,J07,Post,536,334,95,107
24,J08,Pre,62,22,21,19
24,J08,Post,218,129,47,42
24,J09,Pre,60,22,15,23
24,J09,Post,17,7,3,7
24,J10,Pre,74,35,17,22
24,J10,Post,220,146,27,47
24,J11,Pre,141,51,42,48
24,J11,Post,390,224,62,104
24,J12,Pre,168,57,57,54
24,J12,Post,311,148,85,78
24,J13,Pre,81,34,25,22
24,J13,Post,53,27,9,17
24,J14,Pre,13,4,4,5
24,J14,Post,2,0,0,2
24,J15,Pre,80,28,24,28
24,J15,Post,2,0,0,2
24,J16,Pre,38,14,12,12
24,J16,Post,237,159,42,36
24,J17,Pre,117,47,29,41
24,J17,Post,37,18,10,9
24,J18,Pre,45,17,14,14
24,J18,Post,1109,915,76,118
24,J19,Pre,74,23,19,32
24,J19,Post,124,54,41,29
24,J20,Pre,229,80,67,82
24,J20,Post,53,26,11,16
24,J21,Pre,84,31,20,33
24,J21,Post,683,413,122,148
24,J22,Pre,237,59,82,96
24,J22,Post,762,511,101,150
24,J23,Pre,164,62,56,46
24,J23,Post,461,253,80,128
24,J24,Pre,130,45,45,40
24,J24,Post,1089,854,117,118
24,J25,Pre,140,61,28,51
24,J25,Post,572,364,113,95
25,J01,Pre,55,19,18,18
25,J01,Post,174,88,39,47
25,J02,Pre,153,66,44,43
25,J02,Post,73,37,12,24
25,J03,Pre,109,38,36,35
25,J03,Post,353,218,58,77
25,J04,Pre,205,60,62,83
25,J04,Post,138,68,39,31
25,J05,Pre,104,34,33,37
25,J05,Post,389,208,93,88
25,J06,Pre,61,20,14,27
25,J06,Post,77,38,16,23
25,J07,Pre,77,28,20,29
25,J07,Post,610,449,57,104
25,J08,Pre,62,22,18,22
25,J08,Post,184,99,41,44
25,J09,Pre,75,32,21,22
25,J09,Post,29,13,5,11
25,J10,Pre,83,26,31,26
25,J10,Post,26,12,5,9
25,J11,Pre,129,43,45,41
25,J11,Post,271,133,77,61
25,J12,Pre,44,14,17,13
25,J12,Post,528,345,68,115
25,J13,Pre,91,38,31,22
25,J13,Post,6,2,1,3
25,J14,Pre,20,7,6,7
25,J14,Post,23,9,7,7
25,J15,Pre,57,22,20,15
25,J15,Post,168,106,24,38
25,J16,Pre,75,26,22,27
25,J16,Post,243,136,60,47
25,J17,Pre,153,54,47,52
25,J17,Post,410,303,45,62
25,J18,Pre,167,73,46,48
25,J18,Post,134,56,42,36
25,J19,Pre,148,47,55,46
25,J19,Post,25,11,5,9
25,J20,Pre,160,46,61,53
25,J20,Post,823,585,113,125
25,J21,Pre,224,72,67,85
25,J21,Post,613,376,133,104
25,J22,Pre,180,72,38,70
25,J22,Post,536,313,116,107
25,J23,Pre,179,58,69,52
25,J23,Post,1256,1065,102,89
25,J24,Pre,237,65,68,104
25,J24,Post,698,468,83,147
25,J25,Pre,68,26,21,21
25,J25,Post,529,319,90,120
26,J01,Pre,67,30,19,18
26,J01,Post,0,0,0,0
26,J02,Pre,150,62,39,49
26,J02,Post,13,6,3,4
26,J03,Pre,128,65,31,32
26,J03,Post,310,81,126,103
26,J04,Pre,344,167,94,83
26,J04,Post,416,73,179,164
26,J05,Pre,139,47,54,38
26,J05,Post,71,30,22,19
26,J06,Pre,101,43,32,26
26,J06,Post,304,77,87,140
26,J07,Pre,119,56,27,36
26,J07,Post,57,27,15,15
26,J08,Pre,67,30,13,24
26,J08,Post,197,55,60,82
26,J09,Pre,158,75,31,52
26,J09,Post,418,148,129,141
26,J10,Pre,72,31,24,17
26,J10,Post,70,35,17,18
26,J11,Pre,216,108,49,59
26,J11,Post,136,63,27,46
26,J12,Pre,156,76,30,50
26,J12,Post,298,63,110,125
26,J13,Pre,205,84,59,62
26,J13,Post,259,97,91,71
26,J14,Pre,39,18,7,14
26,J14,Post,73,23,24,26
26,J15,Pre,66,35,11,20
26,J15,Post,17,7,4,6
26,J16,Pre,81,42,14,25
26,J16,Post,229,56,85,88
26,J17,Pre,76,31,21,24
26,J17,Post,25,11,5,9
26,J18,Pre,232,91,80,61
26,J18,Post,495,175,125,195
26,J19,Pre,93,38,24,31
26,J19,Post,257,65,97,95
26,J20,Pre,307,144,71,92
26,J20,Post,473,184,134,155
26,J21,Pre,165,76,36,53
26,J21,Post,261,21,97,143
26,J22,Pre,147,57,43,47
26,J22,Post,318,88,133,97
26,J23,Pre,319,163,65,91
26,J23,Post,448,132,160,156
26,J24,Pre,235,104,53,78
26,J24,Post,739,282,205,252
26,J25,Pre,219,99,64,56
26,J25,Post,14,7,3,4
27,J01,Pre,73,28,19,26
27,J01,Post,159,71,50,38
27,J02,Pre,154,64,45,45
27,J02,Post,454,242,95,117
27,J03,Pre,126,59,36,31
27,J03,Post,62,24,19,19
27,J04,Pre,237,111,65,61
27,J04,Post,611,296,111,204
27,J05,Pre,142,63,43,36
27,J05,Post,18,10,3,5
27,J06,Pre,106,45,27,34
27,J06,Post,304,161,81,62
27,J07,Pre,114,43,41,30
27,J07,Post,484,284,93,107
27,J08,Pre,67,29,20,18
27,J08,Post,188,99,43,46
27,J09,Pre,176,68,39,69
27,J09,Post,9,3,3,3
27,J10,Pre,80,32,27,21
27,J10,Post,18,7,5,6
27,J11,Pre,24,10,8,6
27,J11,Post,500,273,134,93
27,J12,Pre,129,66,28,35
27,J12,Post,684,395,131,158
27,J13,Pre,72,28,24,20
27,J13,Post,15,6,4,5
27,J14,Pre,47,22,14,11
27,J14,Post,91,39,18,34
27,J15,Pre,31,12,7,12
27,J15,Post,109,51,21,37
27,J16,Pre,78,36,23,19
27,J16,Post,119,51,30,38
27,J17,Pre,68,33,17,18
27,J17,Post,291,151,54,86
27,J18,Pre,178,91,36,51
27,J18,Post,767,448,166,153
27,J19,Pre,179,90,49,40
27,J19,Post,332,145,108,79
27,J20,Pre,117,57,24,36
27,J20,Post,129,61,24,44
27,J21,Pre,200,95,59,46
27,J21,Post,501,225,106,170
27,J22,Pre,192,76,66,50
27,J22,Post,432,196,116,120
27,J23,Pre,214,110,56,48
27,J23,Post,26,10,6,10
27,J24,Pre,142,56,37,49
27,J24,Post,116,52,26,38
27,J25,Pre,192,91,50,51
27,J25,Post,59,23,18,18
28,J01,Pre,48,16,15,17
28,J01,Post,166,94,31,41
28,J02,Pre,120,50,28,42
28,J02,Post,7,3,2,2
28,J03,Pre,81,30,26,25
28,J03,Post,330,166,61,103
28,J04,Pre,183,65,70,48
28,J04,Post,406,155,127,124
28,J05,Pre,157,62,43,52
28,J05,Post,455,255,71,129
28,J06,Pre,97,33,23,41
28,J06,Post,96,46,27,23
28,J07,Pre,175,57,42,76
28,J07,Post,336,174,77,85
28,J08,Pre,50,14,20,16
28,J08,Post,28,15,4,9
28,J09,Pre,179,65,63,51
28,J09,Post,311,123,112,76
28,J10,Pre,42,13,16,13
28,J10,Post,159,71,35,53
28,J11,Pre,100,38,32,30
28,J11,Post,257,119,74,64
28,J12,Pre,51,21,12,18
28,J12,Post,435,207,113,115
28,J13,Pre,177,63,44,70
28,J13,Post,1,0,0,1
28,J14,Pre,16,5,4,7
28,J14,Post,10,4,3,3
28,J15,Pre,57,20,19,18
28,J15,Post,121,52,37,32
28,J16,Pre,102,33,29,40
28,J16,Post,113,53,24,36
28,J17,Pre,126,47,42,37
28,J17,Post,30,12,8,10
28,J18,Pre,232,78,75,79
28,J18,Post,665,351,177,137
28,J19,Pre,139,47,53,39
28,J19,Post,12,6,2,4
28,J20,Pre,87,32,20,35
28,J20,Post,302,144,68,90
28,J21,Pre,129,39,45,45
28,J21,Post,489,218,149,122
28,J22,Pre,223,80,66,77
28,J22,Post,538,285,106,147
28,J23,Pre,148,54,55,39
28,J23,Post,0,0,0,0
28,J24,Pre,40,13,10,17
28,J24,Post,134,64,28,42
28,J25,Pre,144,66,29,49
28,J25,Post,380,163,108,109
29,J01,Pre,59,21,21,17
29,J01,Post,191,60,58,73
29,J02,Pre,161,66,55,40
29,J02,Post,405,121,120,164
29,J03,Pre,87,35,23,29
29,J03,Post,57,27,16,14
29,J04,Pre,130,56,40,34
29,J04,Post,203,99,57,47
29,J05,Pre,129,46,45,38
29,J05,Post,50,23,11,16
29,J06,Pre,68,25,21,22
29,J06,Post,0,0,0,0
29,J07,Pre,168,54,62,52
29,J07,Post,282,82,76,124
29,J08,Pre,81,25,24,32
29,J08,Post,155,40,67,48
29,J09,Pre,143,37,41,65
29,J09,Post,299,110,79,110
29,J10,Pre,80,33,21,26
29,J10,Post,24,10,7,7
29,J11,Pre,75,30,22,23
29,J11,Post,334,122,94,118
29,J12,Pre,166,53,64,49
29,J12,Post,297,44,93,160
29,J13,Pre,67,20,18,29
29,J13,Post,612,227,188,197
29,J14,Pre,16,5,4,7
29,J14,Post,84,14,27,43
29,J15,Pre,55,18,21,16
29,J15,Post,6,2,1,3
29,J16,Pre,66,27,17,22
29,J16,Post,186,56,76,54
29,J17,Pre,102,29,41,32
29,J17,Post,286,62,105,119
29,J18,Pre,261,99,91,71
29,J18,Post,400,84,172,144
29,J19,Pre,108,36,38,34
29,J19,Post,237,57,76,104
29,J20,Pre,191,54,58,79
29,J20,Post,96,46,22,28
29,J21,Pre,244,80,96,68
29,J21,Post,542,128,203,211
29,J22,Pre,129,49,38,42
29,J22,Post,352,89,104,159
29,J23,Pre,117,36,35,46
29,J23,Post,33,17,5,11
29,J24,Pre,184,60,57,67
29,J24,Post,496,136,154,206
29,J25,Pre,163,50,63,50
29,J25,Post,50,27,12,11
30,J01,Pre,57,17,17,23
30,J01,Post,155,29,71,55
30,J02,Pre,126,51,39,36
30,J02,Post,483,169,159,155
30,J03,Pre,161,46,60,55
30,J03,Post,252,65,73,114
30,J04,Pre,228,101,47,80
30,J04,Post,574,160,167,247
30,J05,Pre,65,30,16,19
30,J05,Post,291,52,124,115
30,J06,Pre,71,28,22,21
30,J06,Post,198,55,63,80
30,J07,Pre,192,74,53,65
30,J07,Post,389,112,150,127
30,J08,Pre,85,32,24,29
30,J08,Post,44,22,10,12
30,J09,Pre,109,37,39,33
30,J09,Post,433,110,160,163
30,J10,Pre,98,44,23,31
30,J10,Post,169,46,64,59
30,J11,Pre,155,70,34,51
30,J11,Post,0,0,0,0
30,J12,Pre,103,35,24,44
30,J12,Post,322,82,112,128
30,J13,Pre,33,16,6,11
30,J13,Post,498,187,123,188
30,J14,Pre,36,11,14,11
30,J14,Post,58,12,19,27
30,J15,Pre,62,23,22,17
30,J15,Post,14,7,3,4
30,J16,Pre,61,24,12,25
30,J16,Post,71,41,16,14
30,J17,Pre,125,60,35,30
30,J17,Post,42,21,9,12
30,J18,Pre,277,106,65,106
30,J18,Post,66,35,18,13
30,J19,Pre,82,35,18,29
30,J19,Post,314,84,90,140
30,J20,Pre,132,54,44,34
30,J20,Post,54,23,17,14
30,J21,Pre,231,83,65,83
30,J21,Post,391,88,151,152
30,J22,Pre,70,24,22,24
30,J22,Post,73,39,12,22
30,J23,Pre,145,63,30,52
30,J23,Post,1036,495,231,310
30,J24,Pre,146,65,45,36
30,J24,Post,561,156,171,234
30,J25,Pre,103,51,29,23
30,J25,Post,18,8,5,5
31,J01,Pre,54,20,18,16
31,J01,Post,122,63,24,35
31,J02,Pre,112,40,27,45
31,J02,Post,25,12,5,8
31,J03,Pre,103,32,33,38
31,J03,Post,510,368,80,62
31,J04,Pre,136,34,58,44
31,J04,Post,174,81,34,59
31,J05,Pre,89,29,35,25
31,J05,Post,56,25,16,15
31,J06,Pre,84,23,22,39
31,J06,Post,289,146,74,69
31,J07,Pre,75,29,22,24
31,J07,Post,684,423,113,148
31,J08,Pre,113,41,29,43
31,J08,Post,211,127,38,46
31,J09,Pre,88,31,21,36
31,J09,Post,501,289,111,101
31,J10,Pre,43,13,15,15
31,J10,Post,221,132,40,49
31,J11,Pre,124,26,35,63
31,J11,Post,116,59,25,32
31,J12,Pre,73,19,29,25
31,J12,Post,42,22,9,11
31,J13,Pre,182,48,52,82
31,J13,Post,84,39,25,20
31,J14,Pre,28,8,11,9
31,J14,Post,121,77,22,22
31,J15,Pre,36,10,12,14
31,J15,Post,10,4,2,4
31,J16,Pre,44,14,13,17
31,J16,Post,245,154,53,38
31,J17,Pre,111,30,44,37
31,J17,Post,296,199,39,58
31,J18,Pre,215,99,59,57
31,J18,Post,86,42,24,20
31,J19,Pre,64,19,19,26
31,J19,Post,422,246,64,112
31,J20,Pre,159,48,63,48
31,J20,Post,82,40,23,19
31,J21,Pre,175,54,48,73
31,J21,Post,697,467,100,130
31,J22,Pre,87,29,27,31
31,J22,Post,607,384,118,105
31,J23,Pre,138,52,45,41
31,J23,Post,493,280,77,136
31,J24,Pre,127,40,40,47
31,J24,Post,582,367,79,136
31,J25,Pre,150,34,51,65
31,J25,Post,494,377,67,50
32,J01,Pre,43,16,14,13
32,J01,Post,0,0,0,0
32,J02,Pre,162,54,60,48
32,J02,Post,362,124,111,127
32,J03,Pre,139,46,36,57
32,J03,Post,274,51,91,132
32,J04,Pre,167,66,58,43
32,J04,Post,378,105,161,112
32,J05,Pre,194,75,69,50
32,J05,Post,102,40,31,31
32,J06,Pre,96,33,35,28
32,J06,Post,89,34,20,35
32,J07,Pre,111,32,32,47
32,J07,Post,101,50,29,22
32,J08,Pre,84,24,23,37
32,J08,Post,11,5,2,4
32,J09,Pre,108,37,38,33
32,J09,Post,483,213,156,114
32,J10,Pre,56,18,16,22
32,J10,Post,164,30,53,81
32,J11,Pre,167,66,42,59
32,J11,Post,369,78,171,120
32,J12,Pre,80,25,24,31
32,J12,Post,394,142,99,153
32,J13,Pre,83,34,18,31
32,J13,Post,28,14,7,7
32,J14,Pre,48,15,13,20
32,J14,Post,111,30,29,52
32,J15,Pre,46,18,14,14
32,J15,Post,25,9,7,9
32,J16,Pre,79,28,24,27
32,J16,Post,189,21,83,85
32,J17,Pre,73,27,23,23
32,J17,Post,186,30,76,80
32,J18,Pre,241,83,78,80
32,J18,Post,325,44,122,159
32,J19,Pre,57,17,17,23
32,J19,Post,337,100,90,147
32,J20,Pre,176,61,48,67
32,J20,Post,70,31,16,23
32,J21,Pre,257,102,86,69
32,J21,Post,139,65,34,40
32,J22,Pre,219,83,49,87
32,J22,Post,480,132,137,211
32,J23,Pre,109,45,33,31
32,J23,Post,440,122,123,195
32,J24,Pre,182,67,63,52
32,J24,Post,489,136,169,184
32,J25,Pre,148,62,41,45
32,J25,Post,180,24,90,66
33,J01,Pre,61,22,19,20
33,J01,Post,56,28,14,14
33,J02,Pre,104,48,31,25
33,J02,Post,96,46,20,30
33,J03,Pre,117,50,35,32
33,J03,Post,562,396,74,92
33,J04,Pre,160,74,42,44
33,J04,Post,574,357,101,116
33,J05,Pre,208,97,42,69
33,J05,Post,535,316,99,120
33,J06,Pre,100,32,36,32
33,J06,Post,346,247,54,45
33,J07,Pre,137,50,46,41
33,J07,Post,120,48,29,43
33,J08,Pre,48,13,16,19
33,J08,Post,0,0,0,0
33,J09,Pre,142,61,38,43
33,J09,Post,460,248,125,87
33,J10,Pre,105,43,29,33
33,J10,Post,279,179,36,64
33,J11,Pre,163,53,56,54
33,J11,Post,35,18,9,8
33,J12,Pre,156,62,35,59
33,J12,Post,454,227,134,93
33,J13,Pre,180,65,62,53
33,J13,Post,29,15,7,7
33,J14,Pre,47,18,12,17
33,J14,Post,235,196,20,19
33,J15,Pre,61,22,14,25
33,J15,Post,170,116,19,35
33,J16,Pre,78,31,19,28
33,J16,Post,450,391,26,33
33,J17,Pre,118,40,45,33
33,J17,Post,28,15,5,8
33,J18,Pre,140,47,42,51
33,J18,Post,1305,1185,46,74
33,J19,Pre,134,57,30,47
33,J19,Post,384,251,48,85
33,J20,Pre,220,80,70,70
33,J20,Post,468,271,81,116
33,J21,Pre,248,92,85,71
33,J21,Post,756,540,99,117
33,J22,Pre,71,31,23,17
33,J22,Post,102,59,14,29
33,J23,Pre,235,110,57,68
33,J23,Post,55,26,11,18
33,J24,Pre,255,106,69,80
33,J24,Post,591,349,126,116
33,J25,Pre,135,62,31,42
33,J25,Post,498,350,85,63
34,J01,Pre,80,37,15,28
34,J01,Post,109,22,32,55
34,J02,Pre,165,65,41,59
34,J02,Post,11,5,2,4
34,J03,Pre,79,31,28,20
34,J03,Post,240,86,56,98
34,J04,Pre,159,72,39,48
34,J04,Post,367,79,103,185
34,J05,Pre,87,43,17,27
34,J05,Post,477,175,174,128
34,J06,Pre,77,31,23,23
34,J06,Post,170,46,51,73
34,J07,Pre,125,44,34,47
34,J07,Post,322,114,123,85
34,J08,Pre,36,16,7,13
34,J08,Post,152,49,56,47
34,J09,Pre,164,69,49,46
34,J09,Post,390,130,153,107
34,J10,Pre,107,46,35,26
34,J10,Post,15,7,3,5
34,J11,Pre,67,23,21,23
34,J11,Post,302,83,113,106
34,J12,Pre,198,95,42,61
34,J12,Post,5,2,0,3
34,J13,Pre,207,80,67,60
34,J13,Post,70,34,14,22
34,J14,Pre,42,19,11,12
34,J14,Post,83,17,25,41
34,J15,Pre,55,20,20,15
34,J15,Post,79,20,23,36
34,J16,Pre,67,26,17,24
34,J16,Post,49,25,10,14
34,J17,Pre,192,77,53,62
34,J17,Post,260,67,75,118
34,J18,Pre,134,63,34,37
34,J18,Post,100,49,29,22
34,J19,Pre,131,55,36,40
34,J19,Post,57,24,11,22
